,title,price,colour,category,description,brand
1023,Entalyn Mosaic Print Jumpsuit,51.9,missing,jumpsuits,Entalyn Mosaic Print Jumpsuit,Love Bonito
1024,Thysha Trumpet Pencil Skirt,49.9,missing,skirts,"Inspired by the classy elegance of femininity, this flared hem skirt is a wardrobe staple that will be easily infused into your daily wardrobe. Team this with a delicate lace top for the ultimate take on classy elegance.",Love Bonito
1025,Xena Puff Sleeve Lace-up Top,36.9,missing,tops,Bohemian chic. Lace-up detail. Puff Sleeve. ,Love Bonito
1026,Otilia Front Pocket Shift Dress,43.9,missing,dress,"Who knew cap sleeves could be so work-appropriate? With functional front pockets for a slight utility vibe, this shift dress will easily take you from work to weekend. Concealed back zip closure with hook.",Love Bonito
1027,Sorelle Pleated Tier Midi Skirt,53.9,missing,skirts,Take a twirl. Tiered layers. Voluminous pleats. ,Love Bonito
1028,Lara Ruffle Hem Dress,49.9,missing,dress,Take a twirl. Foil print. Flutter sleeves. Cinched waist. ,Love Bonito
1029,Ryleigh Printed Culottes in Irish Crossing,43.9,missing,bottoms,"<ul><li>Read between the lines</li><li>Bold, graphic stripes</li><li>Straight leg</li><li><b>Specially designed In-house print</b></li><li>Material has no stretch</li><li>Concealed back zip with closure</li><li>Functional side pockets</li><li>Not lined</li><li>Made of polyester</li></ul>",Love Bonito
1030,Charria Crossover Culottes,41.9,missing,bottoms,For the modern minimalist. Crossover detail. High rise. ,Love Bonito
1031,Poria Ruffle Hem Cropped Pants,43.9,missing,bottoms,Poria Ruffle Hem Cropped Pants,Love Bonito
1032,Leyen Ruch Detail T-shirt Dress,29.9,missing,dress,Leyen Ruch Detail T-shirt Dress,Love Bonito
1033,Greta High-rise Skinny Ankle Jeans - Medium Wash,53.9,missing,jeans,The one true pair. Legs-for-days magic. Raw hem. ,Love Bonito
1034,Blythe Pleated Flare Hem Top,36.9,missing,tops,Work-to-weekend vibes. Pintuck pleats. Flare sleeves. ,Love Bonito
1035,Alleen Button Front A-line Dress in Tiramisu Squares,43.9,missing,dress,"<p>For your daytime things. Square neckline. Button front. Material has no stretch. Concealed side zip closure with hook. Non functional front buttons. Model Aim is 174cm tall, a UK6/8, wears Size S.</p>",Love Bonito
1036,Ariella Tie Back Peplum Top,39.9,missing,tops,Wrapped in a bow. Jacquard weave. Tie back. Peplum hem. ,Love Bonito
1037,Nelly Cuffed Denim Shorts,36.9,missing,shorts,Summer day staple. Cuffed hem. Medium wash. ,Love Bonito
1038,Siouxsie Pinstripe Button Front Shorts,33.9,missing,shorts,Siouxsie Pinstripe Button Front Shorts,Love Bonito
1039,Narelle Sweetheart Button Down Dress,49.9,missing,dress,Summer loving. Breathable linen fabric. Sweetheart neckline. Sits close to the body. ,Love Bonito
1040,Hyerin Back Slit Pants,46.9,missing,bottoms,"A smart, fitted pair that looks sleek and simple at the front, but the back reveals slit details at the hem for extra edge.",Love Bonito
1041,Exley Flutter Sleeve Sash Top,39.9,missing,tops,For those who value comfort and style will love this. It's a roomy-fit top that's slouchy when worn tucked in and shapely when cinched at the waist.,Love Bonito
1042,Aroha Broderie Anglaise Puff Sleeve Top,39.9,missing,tops,Aroha Broderie Anglaise Puff Sleeve Top,Love Bonito
1043,Hilary Relaxed Fit Blazer,53.9,missing,outerwear,"A modern day, versatile blazer that can be dressed up or down. Cut to a relaxed fit and comes with an attached sash belt.",Love Bonito
1044,Varia Long Line Lapel Vest,56.9,missing,outerwear,Varia Long Line Lapel Vest,Love Bonito
1045,Ohellia Pocket Oversized Shirt,43.9,missing,tops,Ohellia Pocket Oversized Shirt,Love Bonito
1046,Jayla Flutter Sleeve Midi Dress,49.9,missing,dress,The one you'll keep reaching for. Flutter sleeves. Fit & flare silhouette. Flare hem. Midi length. Concealed back zip closure with hook.,Love Bonito
1047,Uyvie Jacquard Off Shoulder Dress,45.9,missing,dress,An occasion dress fit for royalty. Indulge in its luxurious fabrication and amazing fit. Concealed back zip closure with hook,Love Bonito
1048,Telsa V-neck Top,19.9,missing,tops,Telsa V-neck Top,Love Bonito
1049,Oqeve Shift Dress,29.9,missing,dress,Oqeve Shift Dress,Love Bonito
1050,Elaka Asymmetrical Jacquard Midi Skirt,46.9,missing,skirts,Elaka Asymmetrical Jacquard Midi Skirt,Love Bonito
1051,Salvane Asymmetrical Peplum Shorts,39.9,missing,shorts,"If you're looking for shorts and in need of something peplum, this may just be your answer. A versatile and wearable piece you can wear to elevate your look be it for work, party or vacay.",Love Bonito
1052,Maurice Broderie Anglaise Tie Back Top,36.9,missing,tops,<ul><li>Love at first sight</li><li>Square neckline</li><li>Tie back</li></ul>,Love Bonito
1053,Dafena Lace Midi Dress,55.9,missing,dress,A dream dress to don in the celebration of love.,Love Bonito
1054,Sinette Slit Sleeve Top,33.9,missing,tops,Sinette Slit Sleeve Top,Love Bonito
1055,Tyanne Wrap Sash Top,34.9,missing,tops,Tyanne Wrap Sash Top,Love Bonito
1056,Tristessa Printed Flare Hem Miniskirt,36.9,missing,skirts,Tristessa Printed Flare Hem Miniskirt,Love Bonito
1057,Toybie Ruffle Off Shoulder Dress,43.9,missing,dress,"We haven't had enough of the cold shoulder trend and this dress proves it. Own it in a multitude of colours to wear to work, party or your next vacay. Concealed back zip closure with hook",Love Bonito
1058,Leila Ribbon Tie Camisole Top,33.9,missing,tops,Summer loving. Square neckline. Ribbon tie detail.,Love Bonito
1059,Shevonne Strappy Textured Midi Dress,46.9,missing,dress,Ready for a holiday. Textured fabric. Double strap detail. V-neckline.,Love Bonito
1060,Mignone Relaxed Tie Sash Dress,43.9,missing,dress,Mignone Relaxed Tie Sash Dress,Love Bonito
1061,Gilvon Contrast Layered Dress,46.9,missing,dress,Gilvon Contrast Layered Dress,Love Bonito
1062,Lydda Printed Sash Off Shoulder Playsuit,43.9,missing,jumpsuit,Lydda Printed Sash Off Shoulder Playsuit,Love Bonito
1063,Aisyae Contrast Layered Dress,39.9,missing,dress,Aisyae Contrast Layered Dress,Love Bonito
1064,Lanzyn Asymmetrical Striped Top,39.9,missing,tops,Lanzyn Asymmetrical Striped Top,Love Bonito
1065,Delja Pocket Ruffle Hem Dress,46.9,missing,dress,"Your next go-to for something that fits and flatters. Cropped sleeves and knee-length, suitable for every occasion.",Love Bonito
1066,Ciera Side Tab Culottes,43.9,missing,bottoms,Ciera Side Tab Culottes,Love Bonito
1067,Pavrika Asymmetrical Cascade Wide Leg Pants,46.9,missing,bottoms,Pavrika Asymmetrical Cascade Wide Leg Pants,Love Bonito
1068,Jerrel Tie-Front Polka Dot Top,33.9,missing,tops,Jerrel Tie-Front Polka Dot Top,Love Bonito
1069,Neloda Knotted Off Shoulder Top,35.9,missing,tops,Knots are all the rage now. Match with a pleated mini skirt for something casual or opt for a well-tailored pencil skirt for a gala dinner. Exposed open-end back zip closure with hook. Anti-slip detail at bust and self-tie shoulder straps,Love Bonito
1070,Faera Mesh Jacquard Tulip Dress,49.9,missing,dress,Faera Mesh Jacquard Tulip Dress,Love Bonito
1071,Monae Printed Layer Midi Dress,50.9,missing,dress,Monae Printed Layer Midi Dress,Love Bonito
1072,Shermaine Button Down Midi Dress,51.9,missing,dress,Shermaine Button Down Midi Dress,Love Bonito
1073,Mirika Printed Trumpet Skirt,41.9,missing,skirts,Mirika Printed Trumpet Skirt,Love Bonito
1074,Omean Flutter Sleeve Off Shoulder Top,33.9,missing,tops,Omean Flutter Sleeve Off Shoulder Top,Love Bonito
1075,Pavia Off Shoulder Cutout Playsuit,42.9,missing,jumpsuit,Pavia Off Shoulder Cutout Playsuit,Love Bonito
1076,Tylerie Off Shoulder Top,31.9,missing,tops,Tylerie Off Shoulder Top,Love Bonito
1077,Dione Knit Drop Shoulder Bodycon Dress,51.9,missing,dress,Dione Knit Drop Shoulder Bodycon Dress,Love Bonito
1078,Rylette Printed Wide Leg Pants,39.9,missing,bottoms,Rylette Printed Wide Leg Pants,Love Bonito
1079,Hulda Crochet Trim Dress,46.9,missing,dress,"Minimalist chic, with a touch of girly flair. A T-shirt dress with clean lines and a relaxed fit, complete with crochet trimmings on the sleeve and hem. Concealed back zip closure with hook",Love Bonito
1080,Saraphina Printed Wrap Dress,51.9,missing,dress,Specially designed In-house print. That's a wrap. Floral and foliage motifs. Crossover front. Fitted waist. Midi length. Snap button closure at bust area. Non detachable sash front closure.,Love Bonito
1081,Shana Cutout Shoulder Peplum Top,36.9,missing,tops,Shana Cutout Shoulder Peplum Top,Love Bonito
1082,Vada Flare Hem Shirt Dress in Jungle Mania,49.9,missing,dress,<b>Specially designed in-house print.</b> It's all in the details. Tie front. Button down. Ruffle hem.,Love Bonito
1083,Vagea Cascade Front Camisole,33.9,missing,tops,Vagea Cascade Front Camisole,Love Bonito
1084,Camille Side Ribbon Hem Culottes,49.9,missing,bottoms,Camille Side Ribbon Hem Culottes,Love Bonito
1085,Joldea Zipper Midi Jumpsuit,49.9,missing,jumpsuits,Joldea Zipper Midi Jumpsuit,Love Bonito
1086,Glozelle Off Shoulder Toga Top,34.9,missing,tops,Glozelle Off Shoulder Toga Top,Love Bonito
1087,Raelia Round Neck Shift Dress,26.9,missing,dress,Raelia Round Neck Shift Dress,Love Bonito
1088,Esena Eyelet Bell Sleeve Top,37.9,missing,tops,Esena Eyelet Bell Sleeve Top,Love Bonito
1089,Catherine Printed Ruffle Sleeve Maxi Dress,59.9,missing,dress,Catherine Printed Ruffle Sleeve Maxi Dress,Love Bonito
1090,Chastika Layered Fringe Hem Camisole,33.9,missing,tops,Chastika Layered Fringe Hem Camisole,Love Bonito
1091,Uma Mock Neck Sleeveless Top,33.9,missing,tops,Uma Mock Neck Sleeveless Top,Love Bonito
1092,Joslyn Striped Wrap Skirt,39.9,missing,skirts,Joslyn Striped Wrap Skirt,Love Bonito
1093,Gemesha Textured Sash Pocket Dress,49.9,missing,dress,Gemesha Textured Sash Pocket Dress,Love Bonito
1094,Piper Polka Dot Asymmetrical Camisole,36.9,missing,tops,"An asymmetrical hem pairs with a structured square neck cami top to form a beautifully cut piece, peppered with an in-house designed polkadot print, using different textures to create dimension & depth.",Love Bonito
1095,Toshay Striped Off Shoulder Top,33.9,missing,tops,Toshay Striped Off Shoulder Top,Love Bonito
1096,Daleyza Batwing Babydoll Dress,46.9,missing,dress,<ul><li>Perfect for Sunday brunch</li><li>Batwing sleeves</li><li>Babydoll silhouette</li><li>Mini length</li><li>Material has no stretch</li><li>Concealed back zip closure with hook</li><li>Lined top half; polyester</li><li>Made of polyester</li></ul>,Love Bonito
1097,Andia Ruffle Tie Front Top,33.9,missing,tops,Why complicate things? Foldover detail. Tie side. Concealed back zip closure with hook. Comes with detachable sash.,Love Bonito
1098,Telgia Toga Top,32.9,missing,tops,Togas are wardrobe essentials that you can turn to when other basics just don't cut it. Goes with virtually any bottom.  Concealed back zip closure with hook and elasticized detail at hem of sleeve,Love Bonito
1099,Lyneth Ruffle Detail Pencil Dress,53.9,missing,dress,Lyneth Ruffle Detail Pencil Dress,Love Bonito
1100,Hayne Floral Off Shoulder Top,31.9,missing,tops,Hayne Floral Off Shoulder Top,Love Bonito
1101,Sabina Layered Hem Dress,46.9,missing,dress,Sabina Layered Hem Dress,Love Bonito
1102,Lyiela Off Shoulder Back Sash Pinstriped Top,36.9,missing,tops,Lyiela Off Shoulder Back Sash Pinstriped Top,Love Bonito
1103,Perzie Crossover Mini Dress,42.9,missing,dress,Perzie Crossover Mini Dress,Love Bonito
1104,Hrenda Crossover Pocket Shift Dress,46.9,missing,dress,Hrenda Crossover Pocket Shift Dress,Love Bonito
1105,Alise Ruffle Detail Top,36.9,missing,tops,Alise Ruffle Detail Top,Love Bonito
1106,Dayna Lace Pencil Skirt,39.9,missing,skirts,Dayna Lace Pencil Skirt,Love Bonito
1107,Kyran Knit Column Dress,49.9,missing,dress,Kyran Knit Column Dress,Love Bonito
1108,Olynne Ruched Shirt Dress,44.9,missing,dress,Olynne Ruched Shirt Dress,Love Bonito
1109,Morinne Contrast Peplum Top,39.9,missing,tops,Morinne Contrast Peplum Top,Love Bonito
1110,Oleta Asymmetrical Pleated Layer Top,33.9,missing,tops,Oleta Asymmetrical Pleated Layer Top,Love Bonito
1111,Rwayne Raised Neck Dress,43.9,missing,dress,Rwayne Raised Neck Dress,Love Bonito
1112,Dionda Striped Midi Shirt Dress,42.9,missing,dress,Dionda Striped Midi Shirt Dress,Love Bonito
1113,Tahitia Tweed Shorts,39.9,missing,shorts,Tahitia Tweed Shorts,Love Bonito
1114,Cereza Asymmetrical Hem Printed Dress,49.9,missing,dress,This is not your average print dress — pull together an effortlessly fun and girly look with an in-house designed cherry print and an asymmetric hem. Specially designed In-house print. Concealed back zip closure with hook,Love Bonito
1115,Reiley A-line Dress,23.9,missing,dress,Reiley A-line Dress,Love Bonito
1116,Annara Asymmetrical Ruffle Pencil Skirt,43.9,missing,skirts,You'll love the ruffles situation we have going on here. Simply style with a camisole and sneakers for an everyday look that turns heads. Hidden back zip closure with hook.,Love Bonito
1117,Bemi Belted Playsuit,46.9,missing,jumpsuit,Bemi Belted Playsuit,Love Bonito
1118,Calia Jacquard Culottes,46.9,missing,bottoms,Tailored jacquard culottes made for almost any wardrobe styles. Best worn with a fuss-free top that works for the everyday fashionista.,Love Bonito
1119,Prischa Tweed Crossover Button Dress,56.9,missing,dress,Prischa Tweed Crossover Button Dress,Love Bonito
1120,Lerette Asymmetrical Open Back Top,39.9,missing,tops,"Open back tops are a must in your wardrobe. Tucked into high waisted pants, skirts or even denim jeans, this is a classic that's so effortless it could look formal or dressed down however you want to wear it.",Love Bonito
1121,Tianela Toga Top,21.9,missing,tops,Tianela Toga Top,Love Bonito
1122,Beasie Printed Cut Out Shoulder Dress,46.9,missing,dress,Beasie Printed Cut Out Shoulder Dress,Love Bonito
1123,Lhasya Contrast Layer Midi Dress,46.9,missing,dress,Lhasya Contrast Layer Midi Dress,Love Bonito
1124,Federica Twist Front Bodycon Dress,51.9,missing,dress,Updated workwear classic. Unique twist front detail. Sits close to the body. ,Love Bonito
1125,Callan Printed Pencil Skirt,43.9,missing,skirts,"<b>Specially designed In-house print. </b>An update to the classic pencil skirt with gorgeous hand-drawn floral prints and an irresistable slit. Complete the sophisticated look with a white or navy cropped top, or pair it with a loose buttoned down shirt. Concealed back zip closure and non functional front buttons.",Love Bonito
1126,Valisa Jacquard Flutter Sleeve Back Tie Boxy Top,43.9,missing,tops,Valisa Jacquard Flutter Sleeve Back Tie Boxy Top,Love Bonito
1127,Umi Mock Neck Layered Dress,43.9,missing,dress,"An easy one-piece that gets you work-ready in a snap. Comes with a mock neck detail that instantly elevates your 9-to-5 look. Throw on a fitted blazer for a fuss-free, business casual outfit..  Concealed back zip closure. Concealed back button fastening with keyhole opening.",Love Bonito
1128,Elia Tweed Midi Dress,46.9,missing,dress,Elia Tweed Midi Dress,Love Bonito
1129,Auria Printed Shorts,38.9,missing,shorts,Auria Printed Shorts,Love Bonito
1130,Derri Textured Notch Belted Midi Dress,56.9,missing,dress,Derri Textured Notch Belted Midi Dress,Love Bonito
1131,Opel Relaxed Fit Midi Dress,46.9,missing,dress,<ul><li>On heavy rotation</li><li>V-neckline</li><li>Midi length</li><li>Slit hem</li></ul>,Love Bonito
1132,Quinn Abstract Print Flare Hem Camisole,33.9,missing,tops,Quinn Abstract Print Flare Hem Camisole,Love Bonito
1133,Aspen Pleated Detail Midi Dress,49.9,missing,dress,Aspen Pleated Detail Midi Dress,Love Bonito
1134,Collyn Collared Pleat Front Dress,46.9,missing,dress,Collyn Collared Pleat Front Dress,Love Bonito
1135,Gylne Off Shoulder Double Breasted Top,38.9,missing,tops,Gylne Off Shoulder Double Breasted Top,Love Bonito
1136,Kaidyn Peplum Camisole Top,33.9,missing,tops,Easily dressed up or down. Flattering peplum hem. V-neckline.,Love Bonito
1137,Darcila Lace Dress,41.9,missing,dress,Darcila Lace Dress,Love Bonito
1138,Pashya Pleated Waistband Wide Leg Pants,46.9,missing,bottoms,Pashya Pleated Waistband Wide Leg Pants,Love Bonito
1139,Angeline Printed Pleat Tuck Midi Dress,46.9,missing,dress,Angeline Printed Pleat Tuck Midi Dress,Love Bonito
1140,Yorano Puff Sleeve Top,36.9,missing,tops,Yorano Puff Sleeve Top,Love Bonito
1141,Orelyz Zipper Peplum Foldover Top,43.9,missing,tops,A top that no one says no to is the peplum. This one comes in three colours to please every skin tone. We suggest pairing the darker hues with something printed and the bold with denim for spring.,Love Bonito
1142,Tiova Flutter Sleeve Top,33.9,missing,tops,Tiova Flutter Sleeve Top,Love Bonito
1143,Fayola Floral Ribbon Tie Midi Dress,46.9,missing,dress,Fayola Floral Ribbon Tie Midi Dress,Love Bonito
1144,Pallas Belted Front Pleat Wide Leg Pants,46.9,missing,bottoms,Pallas Belted Front Pleat Wide Leg Pants,Love Bonito
1145,Torayne Ruffled Off Shoulder Dress,42.9,missing,dress,Torayne Ruffled Off Shoulder Dress,Love Bonito
1146,Monroe Mock Neck Top,33.9,missing,tops,Monroe Mock Neck Top,Love Bonito
1147,Laudia Contrast Layer Peplum Top,53.9,missing,tops,A peplum number that's unique with a twist. Create an effortless and modern look by working this with a dark coloured bottom to let the contrast detail stand out! Exposed back zip closure with hook.,Love Bonito
