,title,brand,price,description,colour,category
288,ASOS DESIGN Lisbon mid rise skinny jeans in mottled light wash blue,ASOS DESIGN,50.37,     Part of our responsible edit  Mottled light blue wash  Mid rise  Functional pockets   Skinny fit  Cut very closely from hips to hem ,Mottled light wash,jeans
289,Weekday Row slim straight leg jeans with organic cotton in washed black,Weekday,71.96,     A fail-safe pair  Washed finish  High-rise waist      Concealed fly      Functional pockets  Straight fit  Down the line ,Echo black,jeans
290,Vero Moda Aware wide leg jeans in mid blue denim,Vero Moda,98.95,"     Part of our responsible edit  High rise  Belt loops  Button fastening  Concealed fly   Side pockets  Wide leg  Fitted at the top, flowing at the bottom ",Mid blue,jeans
291,Urban Bliss Plus exposed button skinny jeans,Urban Bliss,50.37,      It's all in the jeans    High-rise waist   Belt loops  Button fly  Five pockets  Skinny fit  Cut very closely from hips to hem  Exclusive to ASOS ,Mid blue,jeans
292,ASOS DESIGN Petite Rivington high waisted denim jeggings in clean black,ASOS Collection,32.38,     A wardrobe staple       High-rise waist      Concealed fly      Back pockets      Bodycon fit  Holds you close ,Black,jeans
293,Fiorucci Tara classic tapered high rise jean,Fiorucci,323.84,"     You can always depend on denim  Branded tab  High rise  Button fastening  Concealed fly  Functional pockets  Regular, tapered fit  A standard cut around the thigh with a narrow shape through the leg ",Light vintage,jeans
294,COLLUSION x005 straight leg jeans in washed black,COLLUSION,44.98,     They're long-term relationship material  Regular rise      Concealed fly with button fastening      Five-pocket design      Straight leg  Regular fit  Just select your usual size ,Black,jeans
295,Crooked Tongues crop skate jean in ecru,Crooked Tongues,62.97,     Add them to your everyday line-up  High rise  Belt loops   Button fastening  Concealed fly   Side pockets  Cropped design  Regular fit  Just select your usual size  Exclusive to ASOS ,Ecru,jeans
296,COLLUSION Plus x001 skinny jeans in black,COLLUSION,26.99,"     For today, tomorrow and every day after      High-rise waist       Concealed fly      Functioning pockets      Skinny fit   Cut very closely to the body  Exclusive to ASOS ",Black,jeans
297,ASOS DESIGN Tall Ridley high waisted skinny jeans in blackened blue wash,ASOS DESIGN,50.37,      Part of our responsible edit    High waist    Concealed fly with button fastening       Functional pockets  Skinny fit  Cut very closely from hips to hem ,Blue,jeans
298,Urban Bliss Maternity high waisted coated jeans,ASOS DESIGN,53.97," <a href=""https://www.asos.com/women/maternity/jeans/cat/?cid=8345""><strong>Maternity jeans</strong></a> by Urban Bliss<br><ul> It's all in the jeans   Low-rise waist   Jersey over-the-bump insert   Skinny cut  Designed to fit through all stages of pregnancy  Exclusive to ASOS </ul> ",Black,jeans
299,River Island Molly skinny jeans in dark wash,River Island,71.96,     Pair these with a nice top and you’re good to go  Dark-blue wash  Mid-rise waist      Concealed fly      Functioning pockets  Skinny fit   Cut very closely to the body  ,Dark wash,jeans
300,ASOS DESIGN Tall High rise stretch 'slim' straight leg jeans in mid vintage wash,ASOS DESIGN,57.57,      Add them to your everyday line-up    High rise   Belt loops  Button fastening   Zip fly   Side and back pockets  Slim fit  A narrow cut from hips to hem ,Mid vintage wash,jeans
301,ASOS DESIGN Tall Ridley high waisted skinny jeans in dark stonewash blue with busted knees,ASOS DESIGN,50.37,     Part of our responsible edit  High rise  Concealed fly with button fastening      Functional pockets      Ripped-knee design  Skinny fit  Cut very closely from hips to hem ,Blue,jeans
302,ASOS DESIGN Petite Sculpt me bell flare jeans in clean black,ASOS DESIGN,62.97,"      The perfect partner for all your nice tops    High rise       Concealed fly      Five pockets   Slim, tapered fit   Cut closely around the thigh with a narrow shape through the leg ",Black,jeans
303,Freddy WR.UP Shaping Effect Mid Rise Push Up Skinny Jean,Freddy WR.UP,165.52,     They've already got your attention  Mid rise  Sits just above the hips  Silicone waistband for a secure fit   Zip fly  Curved seams to rear for a shaping effect   Skinny fit  A tight cut for a sleek shape ,Light blue,jeans
304,We The Free by Free People Just Float On high waist flare jean,Free People,88.16,     It's all in the jeans  High rise  Zip fly  Back pockets   Cut with a skinny leg that flares at the knee  Regular fit  Just select your usual size  ,White,jeans
305,River Island Petite skinny jeans in dark wash,River Island,75.56,     It's all in the jeans  Mid-rise waist  Dark-wash finish  Button fly  Functional pockets  Skinny fit  Cut very closely from hips to hem ,Dark auth,jeans
306,Bandia Maternity mom jean with removable band,Bandia,71.96,     For your daytime thing  Low-rise waist  Jersey bump for extra support  Extension tab for extra room  Bump band can be un-stitched and removed after pregnancy   Zip fly  Five pockets  Ankle grazer cut  Regular fit  Designed to fit through all stages of pregnancy ,Vintage lightwash,jeans
307,Topshop oversized balloon leg jeans in washed black,Topshop,88.16,"     For your daytime thing  High rise  Button fastening  Concealed fly  Functional pockets  Balloon leg  Relaxed boyfriend fit  That slouchy, baggy feel ",Black,jeans
308,Pieces flared jeans in dark blue,PIECES,62.97,"     Buy them now, wear them forever  Concealed fly  Button fastening  Functional pockets  Flared shape  Cut with a skinny leg that flares at the knee ",Dark blue denim,jeans
309,Levi's Ribcage straight leg ankle grazer jeans in black,Levi's,170.91,      The perfect partner for all your nice tops   High rise  Belt loops  Concealed fly       Five pockets    Straight cut       Regular fit  True to size ,Black heart,jeans
310,ASOS DESIGN Maternity Ridley high waisted skinny jeans in flat blue wash with under the bump waistband,ASOS DESIGN,39.58,"     Yeah, we like these, too  Contrast stretch waistband  When comfort is key  Functional pockets  Skinny fit   A tight cut for a sleek shape      Designed to fit through all stages of pregnancy ",Lizzie,jeans
311,Dr Denim Lexy mid rise second skin superskinny jeans,Dr Denim,62.97,     Pair these with a nice top and you’re good to go  Mid-rise waist  Zip fly  Functional pockets  Super-skinny fit  The tightest cut for a super-sleek edge  ,Black,jeans
312,ASOS DESIGN Tall Farleigh high waisted slim mom jeans in black acid wash,ASOS DESIGN,62.97,"     Worth making plans for  Button fastening  Functional pockets  High rise  Slim, mom jeans  A narrow cut from hips to hem ",Black,jeans
313,ASOS DESIGN Farleigh slim mom in cornflower blue cord,ASOS DESIGN,62.97,"     You can always depend on denim      High-rise waist      Concealed fly with button fastening      Functioning pockets       Sits on the ankle   Slim fit  A close cut, regular on the waist ",Blue,jeans
314,Esprit exposed 5 button skinny jean in khaki,Esprit,80.96,"      For today, tomorrow and every day after    Regular rise    Button fly       Functional pockets  Skinny fit  Cut very closely from hips to hem ",Khaki,jeans
315,Missguided Petite coated skinny jeans in black,Missguided,50.37,      Add them to your everyday line-up    High rise    Belt loops     Button fastening    Concealed fly     Side and back pockets   Skinny fit  Cut very closely from hips to hem ,Black,jeans
316,Dr Denim Jam wide leg jean in cord,Dr Denim,98.95," Add them to your everyday line-up  High rise  Concealed fly   Button fastening  Wide leg  Fitted at the top, flowing at the bottom ",Deep green cord,jeans
317,Vero Moda Tall skinny jean in medium blue,Vero Moda Tall,57.57,"     For today, tomorrow and every day after  High rise  Belt loops  Concealed fly with button fastening   Five pockets  Skinny fit  Cut very closely from hips to hem ",Blue,jeans
318,AllSaints Helle crop kickflare jeans,AllSaints,176.31,     It's all in the jeans  High rise  Belt loops      Concealed fly      Five pockets  Cropped leg  Regular fit  Just select your usual size ,Light indigo,jeans
319,G-Star 3301 high waist straight 90's ankle jean,G Star,170.91,     Part of our responsible edit  High rise  Concealed fly  Button fastening  Functional pockets  Straight leg  Regular fit  Just select your usual size ,Antic indigo,jeans
320,New Look Tall relaxed skinny jeans in mid blue,New Look,46.76,"      For your everyday thing    High rise    Belt loops    Concealed fly with button fastening    Side and back pockets   Skinny fit  Tight cut, regular on the waist ",Mid blue,jeans
321,Weekday worker jeans in charcoal black,Weekday,98.95,     Wear them again and again  High-rise waist      Zip fly      Side pockets      Logo patch to back  Cropped leg  Straight fit  Down the line  ,Charcoal black,jeans
322,Only kick flare jean in black,Only,53.97,     The perfect partner for all your nice tops  High-rise waist      Concealed fly      Functioning pockets  Flared shape  Cut with a skinny leg that flares at the knee ,Black,jeans
323,Urban Bliss Maternity high waist skinny jeans with tie belt,Only,53.97," <a href=""https://www.asos.com/women/maternity/jeans/cat/?cid=8345""><strong>Maternity jeans</strong></a> by Urban Bliss<ul>      You can always depend on denim    Stretch over-the-bump waistband       Faux button fly      Functional pockets      Cropped length  Straight leg      Designed to fit through all stages of pregnancy  Exclusive to ASOS </ul> ",Dark wash,jeans
324,River Island distressed mom jeans in dark wash,River Island,68.37,"     Buy them now, wear them forever  High rise  Concealed fly  Button fastening  Distressed detail  Relaxed fit  For a slouchy silhouette ",Dark auth,jeans
325,ASOS DESIGN Farleigh high waist slim mom jeans with rip and raw hem in Mint,ASOS DESIGN,62.97,      It's all in the jeans    High-rise waist       Concealed fly      Five pockets  Ripped knees      Slim tapered leg      Sits on the ankle      Relaxed fit ,Mint,jeans
326,New Look high waist skinny jeans in black,New Look,46.76,"     Yeah, we like these, too  High rise  Just like your standards      Concealed fly with button fastening      Functional pockets      Skinny fit  A tight cut for a sleek shape ",Black,jeans
327,J Brand Maria high rise skinny jeans,J Brand,332.83,"     Yeah, we like these, too      High rise   Just like your standards      Concealed fly      Functional pockets  Skinny fit   A tight cut for a sleek shape ",Vanity,jeans
328,ASOS DESIGN Farleigh high waisted slim mom jeans in harley flat blue wash,ASOS Collection,53.97,"     <b>Supports Cotton made in Africa (CmiA)'s sustainable farming</b>  Firm-stretch denim  Mid-blue wash       High-rise waist      Zip fly      Five pocket styling      Slim tapered leg      Sits on the ankle      Slim fit - cut close to the body       Machine wash      99% Cotton, 1% Elastane      Our model wears a UK 8/W26"" L32"" and is 178cm/5'10"" tall  <b>Part of the Eco Edit</b> ",Darkwash blue,jeans
329,ASOS DESIGN Farleigh high waisted slim mom jeans in washed black,ASOS DESIGN,57.57,     Part of our responsible edit       High rise      Zip fly      Functional pockets      Slim fit  A narrow cut that sits close to the body ,Black,jeans
330,Missguided wrath straight leg jeans in black,Missguided,44.98,     A wardrobe staple since forever  Mid-rise waist  Button fly  Functional pockets  Contrast stitching  Regular fit  True to size  ,Black,jeans
331,Levi's 721 high rise sculpt skinny jeans,Levi's,152.92,"     For today, tomorrow and every day after  High-rise waist      Concealed fly      Functional pockets  Sculpting design   Skinny fit  Cut closely from hips to hem ",California rebel,jeans
332,Jaded London high waist wide leg jeans in gothic denim co-ord,Jaded London,107.95,      Part of a co-ord set    Top sold separately     High rise   Belt loops  Button fastening  Concealed fly   Side and back pockets  Regular fit  Just select your usual size ,Gothic denim,jeans
333,Only Curve coated skinny jeans,Only,62.97,     They're long-term relationship material  High-rise waist  Concealed fly      Functioning pockets  Skinny fit  Cut very closely from hips to hem ,Black,jeans
334,ASOS DESIGN Maternity Petite Ridley high waisted skinny jeans in dark stone wash with raw hem with under the bump band,ASOS DESIGN,50.37,     Pair these with a nice top and you’re good to go  High rise  Stretch band to waist  Faux fly  Functional pockets  Skinny fit   Cut very closely to the body       Designed to fit through all stages of pregnancy ,Dark stone wash,jeans
335,ASOS DESIGN Tall Ridley high waisted skinny jeans in deep blue wash,ASOS TALL,39.58, A go-to pair   High-rise waist      Concealed fly  Five pockets  Skinny fit   A tight cut for a sleek shape  Part of the Eco Edit  Cos caring for the planet is cool ,Deep blue wash,jeans
336,ASOS DESIGN Tall balloon leg boyfriend jean in cream jumbo cord,ASOS DESIGN,68.37,     Introduce them to your friends  High rise  Button fastening  Concealed fly  Relaxed boyfriend fit  A little looser and comfier than your standard jeans ,Cream,jeans
337,ASOS DESIGN Curve Recycled Farleigh high waisted slim mom jeans in mid wash blue,ASOS DESIGN,53.97,     Part of our responsible edit   Mid-blue wash  High rise  Concealed fly  Functional pockets  Cropped leg  Slim fit  A narrow cut that sits close to the body ,Jacey blue,jeans
338,ASOS DESIGN Tall 'Sculpt me' high waisted premium jeans in dark wash blue,ASOS DESIGN,62.97,     A wardrobe staple       High rise  Just like your standards  Moulds to the body  Concealed fly      Functional pockets  Skinny fit   A tight cut for a sleek shape ,Dudley,jeans
339,Mango denim culottes in white,Mango,53.96,     They’re everything you’ve been scrolling for  Mid-rise waist  Concealed fly  Belt loops  Functional pockets  Regular fit  Just select your usual size ,White,jeans
340,Weekday Avon jeans in yarn dyed mahogany,Weekday,80.96,"     Part of our responsible edit  High rise  Button fastening  Concealed fly   Side and back pockets  Wide leg  Fitted at the top, flowing at the bottom ",Yarn dyed,jeans
341,ASOS DESIGN Maternity pull on jegging in clean black with slash rip detail and under the bump waistband,ASOS DESIGN,35.98,"     Part of our responsible edit  Ripped design  Pull-on style   Low rise  Stretchy, under-the-bump waistband  Skinny fit      Designed to fit you from bump to baby ",Clean black,jeans
342,Whistles bi stretch black skinny jean,Whistles,152.92,     They're long-term relationship material  High rise  Belt loops      Concealed fly      Functioning pockets  Skinny fit  Cut closely from hips to hem ,Black,jeans
343,Levi's Mile High super skinny jeans,Levi's,170.91,"      The perfect partner for all your nice tops    High rise   Belt loops      Concealed fly      Five pockets       Levi's logo tab   Super-skinny fit  Extra-tight cut, regular on the waist ",Between space and ti,jeans
344,ASOS DESIGN Recycled Ritson rigid mom jeans in dark wash blue with raw hem,ASOS DESIGN,57.57,     It's all in the jeans  High-rise waist      Concealed fly  Belt loops      Five pockets      Slim tapered leg      Sits on the ankle      Relaxed fit ,Dark wash blue,jeans
345,ASOS DESIGN Ridley high waisted ankle grazer with multi stitch seam detail,ASOS DESIGN,62.97,     They’re everything you’ve been scrolling for  High-rise waist  Concealed fly  Contrast stitching  Functional pockets  Regular fit  Just select your usual size ,Black,jeans
346,COLLUSION Tall x001 skinny jeans in black,COLLUSION,26.99,     A wardrobe staple      High rise      Concealed fly      Functional pockets      Skinny fit       Cut very closely to the body  ,Black,jeans
347,ASOS DESIGN Recycled Farleigh high waisted slim mom jeans in mid vintage wash with slash knee rip,ASOS DESIGN,62.97,     Part of our responsible edit  High rise  Concealed fly   Button fastening      Functional pockets      Slim tapered leg      Sits on the ankle      Relaxed fit  For a slouchy silhouette ,Blue,jeans
348,ASOS DESIGN High rise 'easy' wide leg jeans in vintage mid wash,ASOS DESIGN,68.37," Add them to your everyday line-up  Mid-blue wash  High-rise waist  Belt loops   Concealed fly  Wide leg  Fitted at the top, flowing at the bottom ",Mid blue,jeans
349,ASOS WHITE wide leg jeans with stitch detail,ASOS WHITE,89.96,"     Part of our responsible edit  High-rise waist      Concealed fly      Functional pockets  Wide leg  Fitted at the top, flowing at the bottom ",Indigo,jeans
350,ASOS DESIGN High rise 'easy' wide leg jean in washed pink,ASOS DESIGN,68.37,      Jeans and a nice top' kinda mood    High rise   Belt loops  Concealed fly with button fastening  Wide leg  Regular fit on the waist ,Lilac,jeans
351,New Look ripped skinny jeans in light blue,New Look,52.16,"     For today, tomorrow and every day after      Light-blue wash  Distressed finish      Concealed fly      Functioning pockets  Skinny fit  Cut very closely from hips to hem  Exclusive to ASOS ",Light blue,jeans
352,ASOS DESIGN Curve Sculpt me high waisted premium jeans in clean black,ASOS Collection,62.97,"     Stretch denim      High-rise waist      Concealed fly      Functioning pockets      Skinny fit - cut very closely to the body      Machine wash      70% Cotton, 25% Polyester, 5% Elastane      Our model wears a UK 18 L 32"" and is 170cm/5'7"" tall ",Black,jeans
353,River Island Amelie skinny jeans in washed black,River Island,71.96,"     A wardrobe staple since forever  Regular rise  Concealed fly  Belt loops  Functional pockets  Raw-cut hem  Skinny fit  Tight cut, regular on the waist ",Black,jeans
354,River Island Petite Harper skinny jeans in black,River Island Petite,62.97,     A go-to pair      High rise      Concealed fly      Five pockets  Skinny fit   A tight cut for a sleek shape ,Black,jeans
355,ASOS DESIGN Hourglass Tall lift and contour skinny jeans in clean black,ASOS DESIGN,62.97,"      Part of our responsible edit    High-rise waist  Belt loops  Zip fly  Three pockets  Engineered seams to reverse for a lifting effect  Skinny fit   Tight cut, regular on the waist ",Clean black,jeans
356,Topshop Petite Jamie skinny jeans in mid wash,Topshop,75.56,      For your everyday thing   High-rise waist  Belt loops  Concealed fly with button fastening   Five pockets   Skinny fit  Cut very closely from hips to hem ,Green cast,jeans
357,ASOS DESIGN Curve Farleigh slim mom jeans in clean black,ASOS DESIGN,53.97,     Wear them again and again  Concealed fly  Functional pockets  Slim fit  A narrow cut that sits close to the body ,Black,jeans
358,Levi's 501 crop jeans in lightwash blue,Levi's,152.92, You can always depend on denim  High-rise waist  Concealed fly  Functional pockets  Cropped leg  Regular fit  True to size ,Shout out,jeans
359,Stradivarius mom jean with stretch in washed blue,Stradivarius,35.96,     Just like your mum’s in the 80s  Mid-blue wash      High rise       Concealed fly  Functional pockets  Branded patch to reverse      Slim tapered leg      Sits on the ankle      Relaxed fit ,Blue,jeans
360,ASOS DESIGN Ridley high waisted skinny jeans in coated black,ultra skinny jeans,57.57,     It's all in the jeans      High rise  Belt loops  Concealed fly  Ultra skinny fit through the leg      Contoured bottom lifting back pockets  Skinny fit  Cut closely from hips to hem ,Coated black,jeans
361,ASOS DESIGN Recycled Florence authentic straight leg jeans in pretty mid stonewash blue,ASOS DESIGN,57.57,     Part of our responsible edit  High rise  Concealed fly  Button fastening  Functional pockets  Cropped length  Straight leg  Regular fit  Just select your usual size ,Pretty mid wash,jeans
362,New Look high rise stretch skinny jeans in black,New Look,41.36,     High rise  Just like your standards       Zip fly      Functioning pockets      Skinny cut      Skinny fit  Cut very closely to the body ,Black,jeans
363,Urban Bliss mom jeans,Urban Bliss,57.57,"     A wardrobe staple since forever  High-rise waist  Belt loops  Zip fly   Five pockets   Regular, tapered fit  A standard cut around the thigh with a narrow shape through the leg  Exclusive to ASOS ",Indigo,jeans
364,Weekday denim wide leg jeans in tangerine co ord,Weekday,80.96,"     Part of a co-ord set  Mix and match  High rise  Zip fly  Functional pockets  Cropped length  Wide-cut leg  Fitted at the top, flowing at the bottom  Part of the Eco Edit ",Tangerine,jeans
365,Mamalicious maternity post birth stretch skinny jeans in dark blue wash,Mama.Licious,71.96,"      'Jeans and a nice top' kinda mood   Elasticated waist      Functioning pockets  Zip-back fastening       Slim fit   A close cut, regular on the waist ",Dark blue denim,jeans
366,Only Curve straight leg jean in black,Only,62.97,     Add them to your everyday line-up  Mid rise  Belt loops  Concealed fly  Functional pockets  Cropped length  Regular fit  Just select your usual size ,Black,jeans
367,Signature 8 pleat detail mom jeans,Signature 8,80.96,     It's all in the jeans      High-rise waist      Concealed fly  Functional pockets      Slim tapered leg      Sits on the ankle      Relaxed fit ,Washed black,jeans
368,River Island Molly mid rise skinny jeggings in dark wash,Signature 8,71.96,     Mid-rise waist      Sits just above the hips      Concealed fly      Contrast tobacco stitching  Skinny fit  Cut closely from hips to hem ,Dark auth,jeans
369,ASOS DESIGN Ridley high waisted skinny jeans in mid wash blue with front seam and vent hem detail,ASOS DESIGN,53.97,     Pair these with a nice top and you’re good to go  High-rise waist  Mid-wash finish  Concealed fly  Functional pockets  Vent hem  Skinny fit   A tight cut for a sleek shape ,Mid blue,jeans
370,Noisy May Tall ankle grazer mom jean,Noisy May,50.37,     Add them to your everyday line-up  High rise  Concealed fly with button fastening  Side pockets  Rolled hems  Skinny fit  Cut very closely from hips to hem ,Blue,jeans
371,ASOS DESIGN Whitby low rise skinny jeans in dark wash blue,ASOS DESIGN,50.37,     Mid-blue wash  Low rise  Concealed fly  Functional pockets  Skinny fit   A tight cut for a sleek shape ,Mid wash blue,jeans
372,Weekday beat super wide leg jeans in bright blue,Weekday,71.96,"     Surprise your monochrome palette with these  High rise  Zip fly  Functional pockets  Wide-cut leg  Fitted at the top, flowing at the bottom  Part of the Eco Edit ",Cali blue,jeans
373,ASOS DESIGN Ridley skinny jeans 2 pack in black and mid blue wash save 16%,ultra skinny jeans,75.56,     Pack of two  Double up on your favourites  Black and mid-blue wash  High rise  Concealed fly  Five-pocket design  Skinny fit  Cut closely to the body ,Multi,jeans
374,COLLUSION x000 Unisex 90s fit straight leg jeans with rips,COLLUSION,44.98,     Part of our responsible edit  Concealed fly  Functional pockets  Straight leg  Relaxed fit   For a slouchy silhouette  Unisex style ,Blue,jeans
375,French Connection re-bound skinny jean,French Connection,134.93,     Add them to your everyday line-up      Regular rise  Concealed fly with button fastening  Side pockets  Skinny fit  Cut very closely from hips to hem ,Vintage,jeans
376,ASOS DESIGN Petite Ritson original mom jeans in orange acid wash,ASOS DESIGN,62.97,     Part of our responsible edit  Mid-rise waist  Concealed fly  Functional pockets  Regular fit  Just select your usual size ,Orange,jeans
377,ASOS DESIGN bell flare jeans in clean black with pressed crease,ASOS DESIGN,62.97,"     Yeah, we like these, too  High-rise waist      Concealed fly      Functioning pockets      Flared fit   Cut with a skinny leg that flares at the ankle ",Clean black,jeans
378,ASOS DESIGN Rivington high waisted stretch powerhold denim jeggings in black,jeggings,32.37,     Pair these with a nice top and you’re good to go      High rise  Concealed fly  Two back pockets  Super-skinny fit  The tightest cut for a super-sleek edge ,Black,jeans
379,New Look Petite skinny jeans in black,New Look,28.77,      They're long-term relationship material    High-rise waist        Concealed fly      Functional pockets  Skinny fit  Cut very closely from hips to hem ,Black,jeans
380,ASOS DESIGN Curve Sculpt me bell flare jeans in clean black,ASOS DESIGN,62.97,"     You can always depend on denim  High rise  Concealed fly  Button fastening  Designed to sculpt the body  Skinny fit  Regular on the waist, flared at the knee ",Black,jeans
381,COLLUSION x012 straight leg jeans in washed blue,COLLUSION,35.98,"     Part of our responsible edit       High rise    Concealed fly     Button fastening       Functional pockets      Straight leg   Regular fit   No surprises, just a classic cut ",Blue,jeans
382,ASOS DESIGN Petite Whitby low rise skinny jeans in clean black,ASOS DESIGN,44.98,     A fail-safe pair   Low rise  Concealed fly  Functional pockets  Skinny fit  A tight cut for a sleek shape  ,Black,jeans
383,Spanx Mama ankle grazer jean-ish leggings,Spanx,172.71,      For your daytime thing     High rise       Elasticated waistband  Two back pockets      Close-cut bodycon fit      Designed to fit through all stages of pregnancy ,Black,jeans
384,New Look Tall jeggings in black,New Look Tall,28.77,     It's all in the jeans  Super high rise  Belt loops  Twin back pockets  Super-skinny fit  Cut very closely from hips to hem ,Black,jeans
385,ASOS DESIGN Farleigh high waisted slim mom jeans in light stone wash with bum rips,ASOS DESIGN,62.97,     High rise  Just like your standards  Concealed fly  Ripped details to reverse  When less is more  Slim fit  A narrow cut from hips to hem ,Prince,jeans
386,ASOS DESIGN Tall Farleigh high waisted slim mom jeans in pretty bright mid wash,ASOS DESIGN,57.57,"     Part of our responsible edit  Buy them now, wear them forever      High rise      Concealed fly      Functional pockets      Slim fit      A narrow cut from hips to hem ",Blue,jeans
387,Dr Denim Nora high rise mom jean,Dr Denim,98.95,     You can always depend on denim      High-rise waist      Concealed fly with button fastening      Functional pockets      Slim tapered leg      Sits on the ankle      Relaxed fit ,Glacier blue,jeans
388,ASOS DESIGN Curve High rise 'slouchy' mom jeans in mid vintage wash,ASOS DESIGN,57.57,"      You can always depend on denim   High-rise waist      Concealed fly      Functional pockets  Relaxed fit  Loose cut, regular on the waist ",Mid vintage wash,jeans
389,ASOS DESIGN Rivington high waisted denim jeggings in black coated,jeggings,14.37,     A wardrobe staple       Super-high rise  Concealed fly  Two back pockets  Super-skinny fit   The tightest cut for a spray-on look ,Black coated,jeans
390,Levi's Ribcage straight leg ankle grazer jeans in blue,Levi's,170.91,     They're long-term relationship material      High rise      Concealed fly      Functional pockets      Cropped length  Straight cut  Regular fit  Just select your usual size ,Jive swing,jeans
391,Vero Moda wide leg ankle jean in ecru,Vero Moda,64.77,"     Part of our responsible edit      High-rise waist  Concealed fly      Functioning pockets  Wide leg  Fitted at the top, flowing at the bottom ",Cream,jeans
392,ASOS DESIGN Ridley high waisted skinny jeans in washed black,ultra skinny jeans,39.58,     Super soft high-stretch denim      Stretch added for comfort and fit      Ultra skinny fit through the leg      Contoured bottom lifting back pockets      High rise      Skinny fit - cut very closely to the body ,Black,jeans
393,ASOS DESIGN Petite High rise 'relaxed' dad jeans in vintage light wash with rips,ASOS DESIGN,68.37,      Part of our responsible edit   Light wash  High rise  Concealed fly with button fastening  Functioning pockets  Distressed detailing  Wide leg  Regular fit on the waist ,Vintage light wash,jeans
394,PrettyLittleThing mom jeans in black,PrettyLittleThing,44.98,     It's all in the jeans      High-rise waist      Concealed fly  Belt loops      Functional pockets      Slim tapered leg      Sits on the ankle      Relaxed fit ,Black,jeans
395,ASOS DESIGN Maternity pull on jegging in clean black with under the bump waistband,ASOS DESIGN,32.38,"     Part of our responsible edit      Pull-on style  Low rise  Stretchy, under-the-bump waistband  Skinny fit  Designed to fit you from bump to baby ",missing,jeans
396,Only authentic denim high waist skinny jean,Only,68.37,     A go-to pair  High rise      Concealed fly      Five pockets  Skinny fit   A tight cut for a sleek shape ,Light blue denim,jeans
397,Levi's 501 crop jean with side taping,Levi's,170.91,"     For today, tomorrow and every day after  High rise       Concealed fly      Functioning pockets  Taped branded trims       Cropped cut       Regular fit  Just select your usual size ",Dibs with tape,jeans
398,Vero Moda Curve skinny denim jeans in black,Vero Moda,53.97,"     Buy them now, wear them forever  Mid rise  Belt loops      Zip fly      Five-pocket styling  Skinny fit  A tight cut for a sleek shape ",Black,jeans
399,ASOS DESIGN Petite Recycled Farleigh high waisted slim mom jeans in dark wash,ASOS DESIGN,57.57,     Pair these with a nice top and you’re good to go  High-rise waist  Dark-wash finish  Concealed fly  Functional pockets  Slim fit  A narrow cut that sits close to the body  Part of the Eco Edit ,Dark wash blue,jeans
400,Topshop wide leg jeans in mid wash blue,Topshop,82.76," It's all in the jeans   Mid-blue wash    Concealed fly  Functional pockets  Wide leg  Fitted at the top, flowing at the bottom ",Mid denim,jeans
401,Superdry Ruby slim mom jeans,Superdry,89.94,      It's all in the jeans    High rise   Belt loops  Concealed fly   Five pockets  Slim fit  A narrow cut from hips to hem ,Coastline indigo,jeans
402,Pimkie skinny jean in khaki,Pimkie,30.57,     Add-to-bag potential: considerable  Mid-rise waist  Concealed fly  Functional pockets  Skinny fit  Cut very closely from hips to hem  Exclusive to ASOS ,Green,jeans
403,ASOS DESIGN Petite Whitby low rise cropped skinny jeans in washed black,ASOS DESIGN,39.58,     Part of our responsible edit   Low-rise waist  Belt loops  Zip fly  Five pockets  Cropped leg  Skinny fit   Cut very closely from hips to hem ,Washed black,jeans
404,ASOS DESIGN Curve Recycled Farleigh high waisted slim mom jeans in dark wash,ASOS DESIGN,57.57,     Wear them again and again  High rise  Concealed fly  Functional pockets  Cropped leg  Slim fit  A narrow cut that sits close to the body  Part of the Eco Edit ,Dark wash blue,jeans
405,Vero Moda Petite skinny jean in black,Vero Moda Petite,43.18,     A go-to pair       Mid-rise waist      Concealed fly      Functional pockets      Skinny fit  A tight cut for a sleek shape  ,Black,jeans
406,Topshop Jamie skinny jeans with buckle sides in black,Topshop,116.94,      They're long-term relationship material    High rise   Concealed fly with button fastening      Functional pockets  Open sides with buckle details  Skinny fit  Cut very closely from hips to hem ,Washed black,jeans
407,Liquor N Poker mom jeans in acid wash co-ord,Liquor N Poker,68.37,      Part of a co-ord set   Top and jacket sold separately      High-rise waist      Concealed fly      Functioning pockets      Slim tapered leg      Sits on the ankle      Relaxed fit  Exclusive to ASOS ,Acid pink,jeans
408,ASOS DESIGN Ridley high waisted skinny jeans in dark stonewash blue with busted knees,ASOS DESIGN,53.97,     Part of our responsible edit  Dark blue wash  High rise  Button fastening  Concealed fly ,Dark stone wash,jeans
409,ASOS DESIGN Petite 'Sculpt me' high waisted premium jeans in clean black,ASOS PETITE,62.97,     A fail-safe pair      High-rise waist      Five pockets      Skinny fit  A tight cut for a sleek shape ,Black,jeans
410,ASOS DESIGN Tapered boyfriend jeans with D-ring waist detail with curved seams in check print,ASOS DESIGN,68.37,"     Part of our responsible edit  D-ring waistband  Concealed fly  Check design  Curved seams  Regular, tapered fit  A standard cut around the thigh with a narrow shape through the leg ",Multi,jeans
411,ASOS DESIGN Petite Rivington high waisted jeggings with frayed knee rip detail,ASOS DESIGN,10.79,"     Like what you see, do ya?  Concealed fly  Functional pockets  Distressed detail  For that worn-in vibe  Skinny fit   A tight cut for a sleek shape ",Clean black,jeans
