,title,brand,price,description,colour,category
781,We The Free by Free People Penny pull on flared jeans,Free People,140.33,      Add-to-bag potential: considerable    High rise   Elasticated design   Flared shape   Cut with a skinny leg that flares at the knee ,missing,jeans
782,ASOS DESIGN Authentic dad jean with knee rip in mid vintage wash,ASOS DESIGN,62.97,      Part of our responsible edit    Mid-rise waist    Concealed fly with button fastening    Rip to knee      Functional pockets  Relaxed fit  Think baggy and casual ,missing,jeans
783,Pimkie skinny jean in black,Pimkie,30.57,     Wear them again and again  Mid-rise waist  Belt loops  Zip fly  Five pockets  Skinny fit  Cut very closely from hips to hem  ,missing,jeans
784,Miss Selfridge mom jeans in acid wash,Miss Selfridge,68.37,"     Buy them now, wear them forever  High rise  Concealed fly  Functional pockets  Slim fit  A narrow cut from hips to hem ",missing,jeans
785,ASOS DESIGN Tall Ridley high waisted skinny jeans in clean black,ASOS Collection,39.58,     They're long-term relationship material  High-rise waist      Zip fly      Five-pocket styling  Skinny fit  Cut closely from hips to hem ,missing,jeans
786,Vero Moda Petite skinny shape up jeans in dark blue,Vero Moda ,57.57,     It's all in the jeans  Mid-rise waist  Dark-wash finish  Concealed fly  Functional pockets  Skinny fit  Cut very closely from hips to hem ,missing,jeans
787,Pimkie Mom Jeans,Pimkie,39.56,     Mid-blue wash      High-rise waist      Concealed fly      Functioning pockets      Slim tapered leg      Sits on the ankle      Relaxed fit ,missing,jeans
788,Urban Bliss high waist skinny jeans with tie belt,Urban Bliss,53.97," The perfect partner for all your nice tops  High rise  Belted waist  Button fly  Functional pockets  Cropped length  Skinny fit  Tight cut, regular on the waist  Exclusive to ASOS ",missing,jeans
789,Tommy Jeans high rise cropped kick flare jeans,Tommy Jeans Capsule,143.93,"     For today, tomorrow and every day after  High waist      Concealed fly with button fastening      Five-pocket design      Branded patch to reverse  Cropped length  Flared shape  Cut with a skinny leg that flares at the knee ",missing,jeans
790,Urban Bliss Plus high waist skinny jean with distressed hem detail,Urban Bliss Plus,50.37,     A go-to pair  Mid-blue wash  High-rise waist      Concealed fly      Functioning pockets  Distressed detailing  Skinny fit   Cut very closely to the body  Exclusive to ASOS ,missing,jeans
791,River Island Molly Serena jeggings in mid wash,River Island,75.56,     A go-to pair      Concealed fly  Belt loops  Five pockets  Ripped knees  Skinny fit   A tight cut for a sleek shape ,missing,jeans
792,Boohoo Plus high waisted mom jeans in mid wash blue,boohoo,46.78,     Just like your mum’s in the 80s      High-rise waist      Concealed fly      Functional pockets      Slim tapered leg      Sits on the ankle      Relaxed fit ,missing,jeans
793,We The Free by Free People Good Times crop rigid relaxed jean,Free People,111.54,     Add them to your everyday line-up  Low rise  Distressed denim  Concealed fly with button fastening  Raw hem  Cropped style  Relaxed fit  For a slouchy silhouette  ,missing,jeans
794,Topshop straight leg jeans in mid wash,Topshop,71.96,     Add them to your everyday line-up  High rise  Button fastening  Concealed fly  Cropped length  Raw cuffs  Slim fit  A narrow cut from hips to hem ,missing,jeans
795,New Look Tall super skinny lift & shape jean in black,Topshop,46.76,"      You can always depend on denim    High rise    Belt loops    Concealed fly    Five pockets   Super-skinny fit  Extra-tight cut, regular on the waist ",missing,jeans
796,ASOS DESIGN Maternity lisbon mid rise cropped skinny jeans in mid stone wash with under the bump waistband,ASOS DESIGN,50.37,     Part of our responsible edit  For your daytime thing  Stone wash  Mid rise  Over-the-bump band      Cropped length  Skinny cut      Designed to fit through all stages of pregnancy ,missing,jeans
797,ASOS DESIGN High rise 'relaxed' dad jeans in stripe print,ASOS DESIGN,68.37,"     They're long-term relationship material  Stripe design  High-rise waist  Concealed fly  Functional pockets  Wide leg  Fitted at the top, flowing at the bottom ",missing,jeans
798,Wrangler high rise flare jean in cord,Wrangler,143.93,     For your daytime thing  High rise  Concealed fly  Functional pockets  Flared shape  Cut with a slim leg that flares at the knee ,missing,jeans
799,Esprit coated skinny jeans in black,Esprit,98.95,"     Coming soon to your Saved Items  Mid-rise waist  Concealed fly  Functional pockets  Skinny fit  Tight cut, regular on the waist ",missing,jeans
800,Topshop Tall mom jeans in washed black,Topshop,71.96,"     Add them to your everyday line-up  High rise  Belt loops  Button fastening  Concealed fly   Side and back pockets  Slim, tapered fit  Cut closely around the thigh with a narrow shape through the leg ",missing,jeans
801,ASOS DESIGN Curve Recycled Florence authentic straight leg jeans in pretty mid stonewash blue,ASOS DESIGN,57.57,     Part of our responsible edit      Zip fly      Functional pockets      Straight cut  Regular fit  True to size  ,missing,jeans
802,Weekday Body high waist super skinny jeans with organic cotton in black,Weekday,53.97,     A wardrobe staple   Washed black       High-rise waist       Zip fly      Five pockets      Weekday logo patch to back   It's the little things that count  Super-skinny fit  - the tightest fit for a spray-on look  Part of the Eco Edit ,missing,jeans
803,Abrand '94 high slim jeans,Weekday,143.93, Add them to your everyday line-up  High-rise   Concealed fly with button fastening  Functional pockets  Slim fit  A narrow cut from hips to hem ,missing,jeans
804,Tommy Jeans crop flare jean,Tommy Jeans Capsule,143.93,"     Part of our responsible edit  Branded design  Functional pockets  Button fastening  Raw hem  Cropped length  Skinny fit  Regular on the waist, flared at the knee ",missing,jeans
805,Pimkie skinny jeans in black,Pimkie,30.57,"     Buy them now, wear them forever  Black wash  High-rise  Button fastening  Concealed fly  Functional pockets  Skinny fit  Cut very closely from hips to hem  Exclusive to ASOS ",missing,jeans
806,Reclaimed Vintage The '95 straight leg jean in rose pink wash,Reclaimed Vintage,57.57,"     Yeah, we like these, too      High-rise waist      Concealed fly      Functioning pockets  Straight fit  Down the line   Exclusive to ASOS ",missing,jeans
807,Pull&Bear split hem straight leg jeans in dark blue,Pull&Bear,53.96,     You can always depend on denim  Mid-rise waist  Concealed fly  Functional pockets  Split hem  Straight leg  Regular fit  True to size  ,missing,jeans
808,ASOS DESIGN Recycled Farleigh high waisted slim mom jeans in flat blue,ASOS DESIGN,53.97,     A wardrobe staple   High rise  Just like your standards  Concealed fly  Functional pockets  Slim leg  Relaxed mom fit  Think baggy and casual  Part of the Eco Edit ,missing,jeans
809,AllSaints mari boyfriend jeans,AllSaints,194.30,"     For today, tomorrow and every day after       High rise    Concealed fly    Button fastening    Turn-up cuffs   Regular fit  Just select your usual size ",missing,jeans
810,ASOS DESIGN Petite Whitby low rise skinny jeans in mid blue wash,ASOS DESIGN,50.37,     Low-rise waist      Sits on the hips      Concealed fly      Functional pockets      Skinny fit      Cut closely from hips to hem ,missing,jeans
811,ASOS DESIGN Maternity Ridley high waisted skinny jeans in dark stonewash blue with busted knee with under the bump waist,ASOS DESIGN,50.37,     Part of our responsible edit  High rise  Jersey bump band      Faux fly      Five pockets      Skinny fit      Designed to fit through all stages of pregnancy ,missing,jeans
812,ASOS DESIGN Curve Rivington highwaisted pull on jegging in clean black wash,ASOS DESIGN,32.38,      Add them to your everyday line-up   High rise  Stretch waistband   Two back pockets  Skinny fit  Cut very closely from hips to hem ,missing,jeans
813,ASOS DESIGN Florence authentic straight leg jeans in low stretch denim in light vintage wash,ASOS DESIGN,57.57,     It's all in the jeans  Light-blue wash  High-rise waist  Concealed fly  Functional pockets  Straight leg  Regular fit  Just select your usual size ,missing,jeans
814,ASOS DESIGN Farleigh high waist slim mom jeans in black vinyl,ASOS DESIGN,68.37," They've already got your attention  High-rise waist  Belt loops  Zip fly   Five pockets  Slim, tapered fit  Cut closely around the thigh with a narrow shape through the leg ",missing,jeans
815,ASOS DESIGN Tall Ridley high waisted skinny jeans in pretty mid stonewash blue,ultra skinny jeans,50.37,"     Yeah, we like these, too       Stretch added for comfort and fit  Mid blue wash      Ultra skinny fit through the leg      Contoured bottom lifting back pockets      High rise  Skinny fit   Cut very closely to the body ",missing,jeans
816,Vero Moda Tall coated skinny jeans in black,Vero Moda Tall,62.97,     Add them to your everyday line-up   High-rise waist      Zip fly       Two back pockets   Skinny fit  Cut very closely from hips to hem ,missing,jeans
817,Topshop Jamie skinny jeans with raw hem in mid wash,Topshop,75.56,     They’re everything you’ve been scrolling for  High-rise waist  Belt loops  Zip fly  Five pockets  Ankle-grazer style  Skinny fit  Cut very closely from hips to hem ,missing,jeans
818,ASOS DESIGN Tall High rise 'slouchy' mom jeans in mid vintage wash,ASOS DESIGN,57.57,      They're long-term relationship material        High rise        Concealed fly with button fastening      Functional pockets      Slim tapered leg      Sits on the ankle      Relaxed fit ,missing,jeans
819,ASOS DESIGN Lisbon mid rise skinny jeans in mid vintage wash blue,skinny jeans,50.37,"     Mid-rise waist  Zip fly      Five pocket styling      Raw-cut cuffs  We have finished them, honest  Skinny fit – cut closely to the body ",missing,jeans
820,Liquor N Poker Plus denim panelled flares,Liquor N Poker,68.37,     It's all in the jeans      High-rise waist       Concealed fly    Functional pockets   Flared shape  Cut with a slim leg that flares at the knee  Exclusive to ASOS ,missing,jeans
821,Topshop Jamie skinny jeans in washed black,Topshop,71.96,     The perfect partner for all your nice tops  High-rise waist  Belt loops  Zip fly  Five pockets      Ankle-grazer style      Skinny fit  Cut very closely from hips to hem ,missing,jeans
822,ASOS DESIGN Curve Farleigh high waisted slim mom jeans in rich blue,ASOS DESIGN,57.57,     A fail-safe pair      High rise  Just like your standards      Concealed fly      Functioning pockets  Slim fit  A narrow cut that sits close to the body ,missing,jeans
823,ASOS DESIGN Ridley high waisted skinny jeans in mid wash blue,ultra skinny jeans,50.37,     You can never have too many pairs      Mid-blue wash      High rise  Concealed fly  Skinny fit  Cut closely from hips to hem ,missing,jeans
824,Weekday Lash oversized mom jean in light blue,Weekday,71.96,     Pair these with a nice top and you’re good to go      High-rise waist  Light-wash finish      Concealed fly      Functional pockets      Slim tapered leg      Sits on the ankle      Oversized fit ,missing,jeans
825,Pieces raw hem skinny jean,PIECES,53.97,"     For today, tomorrow and every day after  High rise      Concealed fly with button fastening      Functional pockets      Cropped length  Raw hem  Skinny fit  Cut closely from hips to hem ",missing,jeans
826,ASOS DESIGN Ridley high waisted skinny jeans in light stonewash,ASOS DESIGN,50.37, Part of our responsible edit  Light blue wash  High rise  Functional pockets   Skinny fit  Cut very closely from hips to hem ,missing,jeans
827,ASOS DESIGN Tall Rivington high waist jeggings in oxblood velvet,ASOS DESIGN,50.37,     Part of our responsible edit       High rise    Concealed fly with button fastening   Bodycon fit  A tight cut to the body ,missing,jeans
828,Levi's Plus 310 shaping skinny jeans,Levi's,143.93,      They're long-term relationship material    High rise       Zip fly with button fastening      Functional pockets   Skinny fit   Cut very closely from hips to hem ,missing,jeans
829,Only cropped straight leg jeans with high waist in washed black,Only,62.97," For today, tomorrow and every day after  High-rise waist  Concealed fly  Functioning pockets  Straight leg  Regular fit  Just select your usual size ",missing,jeans
830,Monki Moop jeans in black,Monki,71.96,     Wear them again and again  High rise  Concealed fly  Functional pockets  Slim fit  A narrow cut that sits close to the body  Part of the Eco Edit ,missing,jeans
831,Whistles High waist barrel leg jeans,Whistles,170.91,     They're long-term relationship material  High-rise waist      Zip fly      Five pockets      Barrel leg  Frayed hem  Straight fit   They've got the same width from waist to hem ,missing,jeans
832,Urban Bliss high waist kick flare jeans,Urban Bliss,50.37, They're long-term relationship material  High rise  Concealed fly with button fastening  Functional pockets  Cropped length  Kick flare  Regular fit  Just select your usual size   Exclusive to ASOS  ,missing,jeans
833,ASOS DESIGN Recycled Florence authentic straight leg jeans in light stone wash,ASOS DESIGN,57.57,     A go-to pair      Light-wash blue      High-rise waist      Concealed fly      Functioning pockets      Raw-cut trim      For an unfinished finish      Straight fit       It’s got the same width from waist to hem  Part of the Eco Edit  Cos caring for the planet is cool  ,missing,jeans
834,ASOS DESIGN Tall Full length lightweight wide leg jeans in acid wash,ASOS DESIGN,62.97,"     It's all in the jeans  Acid-blue wash  High-rise waist  Zip fly      Five-pocket design  Wide leg  Fitted at the top, flowing at the bottom ",missing,jeans
835,Weekday Byron acid wash tapered jeans in blue,Weekday,80.96,"     Part of our responsible edit  Mid-blue wash  Stretch waistband      Front pockets  Cropped leg  Slim, tapered fit  Cut closely around the thigh with a narrow shape through the leg ",missing,jeans
836,Missguided Tall vice high waisted super stretch skinny jean in black,Missguided Tall,35.98,"     For today, tomorrow and every day after  High-rise waist      Zip fly      Functional back pockets  Skinny fit  Cut closely from hips to hem ",missing,jeans
837,ASOS DESIGN Ritson Original Mom jeans in concrete wash with rips,ASOS DESIGN,62.97,"     Buy them now, wear them forever  High rise  Concealed fly  Button fastening  Functional pockets  Slim fit   Cut close to the body ",missing,jeans
838,River Island Petite distressed mom jeans in mid authentic,River Island,71.96,     Add-to-bag potential: considerable  High-rise waist  Concealed fly  Distressed details  Functional pockets  Regular fit  Just select your usual size ,missing,jeans
839,Signature 8 acid wash mom jeans,Signature 8,80.96,      Add them to your everyday line-up    Acid wash   High rise       Concealed fly with button fastening      Functional pockets  Slim fit  A narrow cut from hips to hem ,missing,jeans
840,Vero Moda Tall skinny jean in blue,Vero Moda Tall,43.18,"     For today, tomorrow and every day after  Mid-blue wash  Mid-rise waist      Zip fly      Five-pocket design  Skinny fit  Cut closely from hips to hem ",missing,jeans
841,River Island Jenga ripped mom jeans in mid wash,River Island,68.37,"     For today, tomorrow and every day after  Mid-blue wash  High-rise waist  Zip fastening  Functional pockets  Rips to knees  Relaxed fit  A little looser and comfier than your standard jeans ",missing,jeans
842,Rachel Antonoff bette super flare jeans,River Island,251.87,     They've already got your attention   High-rise waist      Concealed fly with button fastening       Functional pockets  Flared shape  Cut with a slim leg that flares at the knee ,missing,jeans
843,G-Star jackpant mid rise skinny jean,G Star,170.91,     Part of our responsible edit  Mid rise  Concealed fly  Button fastening  Functional pockets  Skinny fit  Cut very closely from hips to hem ,missing,jeans
844,Dr Denim Solitaire super high waist leather look super skinny jean,Dr Denim,89.96,     They're long-term relationship material  High-rise waist  Concealed fly  Belt loops  Five pockets   Skinny fit  Cut very closely from hips to hem ,missing,jeans
845,Lipsy pu jean in black,Lipsy,71.96,     Add-to-bag potential: considerable  High-rise waist      Concealed fly      Functional pockets  Skinny fit  Cut very closely from hips to hem ,missing,jeans
846,ASOS DESIGN Petite Rivington high waisted denim jeggings in black coated,asos petite,53.97,     You can never have too many  Super-high-rise style  Zip fly  Functional back pockets  Super-skinny fit  Cut closest to the body ,missing,jeans
847,River Island Petite Kaia skinny jeans in light wash,River Island,62.97,     Add them to your everyday line-up  Regular rise  Concealed fly with button fastening  Back pockets  Skinny fit  Cut very closely from hips to hem ,missing,jeans
848,Topshop cord mom jeans in stone,Topshop,75.56,     Worth making plans for  High rise  Concealed fly  Button fastening  Functional pockets  Slim fit  A narrow cut from hips to hem ,missing,jeans
849,Missguided vice coated skinny in black,Missguided,50.37,     Easily dressed up or down       High-rise waistline      Zip fly      Functional back pockets      Skinny fit - a tight cut for a sleek shape  ,missing,jeans
850,Pull&Bear super high waist jegging in blue,Pull&Bear,23.37,     Add-to-bag potential: considerable  High-rise waist  Concealed fly  Functional pockets  Skinny fit  Cut very closely from hips to hem ,missing,jeans
851,Reclaimed Vintage The '91 mom jean in dark stone wash,Reclaimed Vintage,57.57,     You can always depend on denim      High rise      Zip fly      Functional pockets      Sits on the ankle  Slim tapered leg  Relaxed fit  Exclusive to ASOS ,missing,jeans
852,New Look Petite straight leg jean in mid blue,New Look,46.76,      A wardrobe staple since forever    High rise       Concealed fly   Button fastening      Functional pockets      Straight leg  Regular fit  True to size  ,missing,jeans
853,Freddy WR.UP high waist push up jean,Freddy WR.UP,221.29,      Add them to your everyday line-up    High rise    Zip fastening   Logo to reverse  Super-skinny fit  An extra-tight cut from hips to hem ,missing,jeans
854,Missguided Tall coated vice skinny jeans in black with zip details,Missguided,50.37,"     Non-stretch/firm stretch/ Stretch/super stretch denim      High-rise waist      Concealed fly      Functioning pockets  Zip detail  Skinny fit  Tight cut, regular on the waist ",missing,jeans
855,ASOS DESIGN Petite Florence authentic straight leg jeans in iridescent croc,ASOS DESIGN,71.96,      Part of our responsible edit    Iridescent croc finish   High waist      Belt loops  Concealed fly with zip fastening       Straight leg  Regular fit  Just select your usual size  ,missing,jeans
856,ASOS DESIGN rivington high waisted jeggings in smokey grey wash,ASOS DESIGN,39.58,     It's all in the jeans      Super high rise      Zip fly with single button fastening      Twin back pockets      Super-skinny fit  Cut very closely from hips to hem ,missing,jeans
857,ASOS DESIGN Tall Authentic Dad Jean in optic White,ASOS DESIGN,57.57,     Part of our responsible edit  Mid-rise waist      Concealed fly with button fastening      Functional pockets  Relaxed boyfriend fit  A little looser and comfier than your standard jeans ,missing,jeans
858,Noisy May Tall coated skinny jeans in black,Noisy May,53.97,      They’re everything you’ve been scrolling for    Mid rise     Concealed fly    Button fastening        Functioning pockets       Skinny fit   Cut very closely from hips to hem ,missing,jeans
859,Levi's Plus 311 shaping skinny jeans,Levi's,143.93, It's all in the jeans  Mid-rise waist  Concealed fly  Shaping design  Skinny fit  Cut very closely from hips to hem ,missing,jeans
860,Urban Bliss Plus coated crop kick flare jeans,Urban Bliss,53.97,      Add them to your everyday line-up    High rise   Concealed fly   Button fastening  Side and back pockets  Kick flare style hem  Skinny fit  Cut very closely from hips to hem  Exclusive to ASOS ,missing,jeans
861,River Island tapered corduroy trousers in cream,River Island,80.96,"      They're long-term relationship material    Double-belted waist         Concealed fly    Four pockets   Slim, tapered fit  Cut closely around the thigh with a narrow shape through the leg ",missing,jeans
862,ASOS DESIGN 'Sculpt me' high waisted premium jeans in dark wash blue,ASOS DESIGN,62.97,     A wardrobe staple       High-rise waist  Just like your standards   Zip fly      Moulds the body      Functional pockets       Super-skinny fit   Cut closest to the body ,missing,jeans
863,Weekday Cory denim trouser in deep blue,Weekday,98.95,"     Part of our responsible edit  High rise  Concealed fly  Button fastening  Functional pockets  Wide leg  Fitted at the top, flowing at the bottom ",missing,jeans
864,ASOS DESIGN Tall High rise 'easy' wide leg jeans in mid wash blue,ASOS DESIGN,68.37,      Part of our responsible edit    High-rise waist   Belt loops  Concealed fly with button fastening   Wide leg  Regular fit on the waist ,missing,jeans
865,Liquor N Poker Plus western mom jeans,Liquor N Poker,68.37,"      Surprise your monochrome palette with these    High-rise waist    Belt loops    Zip fly    Four pockets    Contrast stitching    Western styling   Slim, tapered fit  Cut closely around the thigh with a narrow shape through the leg   Exclusive to ASOS  ",missing,jeans
866,ASOS DESIGN Tall Farleigh high waisted slim mom jeans in rich blue,ASOS DESIGN,57.57,     A wardrobe staple   Extreme high-rise waist  Concealed fly  Functional pockets  Slim fit  A narrow cut that sits close to the body ,missing,jeans
867,Noisy May straight leg jean in mid blue wash,Noisy May,50.37,"     For today, tomorrow and every day after  Mid-rise waist  Mid-wash finish  Concealed fly  Belt loops  Functional pockets  Straight leg  Regular fit  Just select your usual size ",missing,jeans
868,Levi's midwash dad jeans,Levi's,134.93,     Add them to your everyday line-up  High rise  Concealed fly with button fastening  Levi's label to back  Relaxed fit  A little looser and comfier than your standard jeans ,missing,jeans
869,ASOS DESIGN Petite Farleigh high waisted slim mom jeans with rips in bright blue wash with raw hem,ASOS DESIGN,62.97,     Part of our responsible edit  High rise  Rips to knees  Button fastening  Concealed fly  Functional pockets  Regular fit  Just select your usual size ,missing,jeans
870,ASOS DESIGN Petite Farleigh high waisted slim mom jeans in pretty bright mid wash blue with raw hem,ASOS DESIGN,57.57,      Part of our responsible edit    High rise        Concealed fly      Functioning pockets      Straight leg cut       Regular fit   Just select your usual size ,missing,jeans
871,ASOS DESIGN Ridley high waisted skinny jeans in clean black,ASOS Collection,39.58,"     A wardrobe staple since forever  High-rise waist      Concealed fly  Functional pockets  Skinny fit  Tight cut, regular on the waist ",missing,jeans
872,COLLUSION super skinny biker detail jean,COLLUSION,53.97,     Add them to your everyday line-up  High rise  Belt loops   Button fastening  Concealed fly  Side and back pockets  Front-zip details  Super-skinny fit  An extra-tight cut from hips to hem ,missing,jeans
873,French Connection straight leg jeans,French Connection,143.93,"     For today, tomorrow and every day after      Mid-blue wash  High-rise waist  Zip fly  Five pockets  Straight leg  Regular fit  Just select your usual size ",missing,jeans
874,ASOS DESIGN pull on jeggings in clean black with wide waistband detail,ASOS DESIGN,32.38,     High rise      Just like your standards      Wide-cut stretch waistband      Functional back pockets      Pull-on style      Super-skinny fit - cut closest to the body  ,missing,jeans
875,Vero Moda Petite high waist acid wash mom jean,Vero Moda Petite,64.77,     Add them to your everyday line-up  High rise  Belt loops  Zip fly  Functional pockets  Regular fit  Just select your usual size ,missing,jeans
876,Noisy May Tall ankle grazer mom jean in blue,Noisy May Tall,50.37,     The perfect partner for all your nice tops  Mid-blue wash      High-rise waist      Concealed fly      Functioning pockets      Slim tapered leg      Sits on the ankle      Relaxed fit ,missing,jeans
877,ASOS DESIGN Petite Tapered boyfriend jeans with D-ring waist detail with curved seams in mid blue,ASOS DESIGN,62.97,"     Part of our responsible edit  High rise  Concealed fly  Button fastening  Functional pockets  Regular, tapered fit  A standard cut around the thigh with a narrow shape through the leg ",missing,jeans
878,ASOS DESIGN Maternity Ridley high waisted skinny jeans in dark stone wash blue with raw hem detail with under the bump w,ASOS DESIGN,50.37,     Wear them again and again  Stretch bump band to waist  Faux fly  Five-pocket design  Raw-cut hem  Skinny fit   Cut very closely to the body       Designed to fit through all stages of pregnancy ,missing,jeans
879,Vero Moda Petite high waisted wide leg jean,Vero Moda Petite,57.57,"     They're long-term relationship material  High-rise waist      Concealed fly      Functional pockets  Wide leg  Fitted at the top, flowing at the bottom ",missing,jeans
880,COLLUSION cuffed cargo jeans with pocket detail in white,COLLUSION,44.98,      It's all in the jeans    Belt loops    Concealed fly       Functioning pockets       Stretch cuffs   Regular fit  Just select your usual size ,missing,jeans
881,Only Tall high waisted skinny jeans,Only,46.78,     They're long-term relationship material  Light-blue wash  High-rise waist  Concealed fly  Functioning pockets  Skinny fit  Cut closely from hips to hem ,missing,jeans
882,Freddy WR.UP regular waist brushed skinny jean,Freddy WR.UP,158.32,"     For today, tomorrow and every day after  Mid rise      Concealed fly with button fastening  Curved seams to rear for a shaping effect       Branded detailing to reverse  Skinny fit  Cut closely from hips to hem ",missing,jeans
883,Topshop Petite Joni skinny jeans in black,Topshop,80.96, The perfect partner for all your nice tops  High-rise waist  Zip fly  Button fastening  Back patch pockets  Ankle-grazer style  Skinny fit  Cut very closely from hips to hem ,missing,jeans
884,New Look high waisted super skinny jean in black,New Look,46.76,"     For today, tomorrow and every day after  High rise       Concealed fly      Functioning pockets      Skinny fit   Cut closely from hips to hem ",missing,jeans
885,Noisy May ankle grazer mom jean,Noisy May,50.37,"     For today, tomorrow and every day after      High-rise waist  Mid-wash finish      Zip fly      Functional pockets      Slim tapered leg      Sits on the ankle      Relaxed fit ",missing,jeans
886,Topshop Jamie skinny jeans in black,Topshop,71.96,"      For today, tomorrow and every day after   High-rise waist  Belt loops  Zip fly  Five-pocket styling  Ankle-grazer style  Skinny fit  Cut very closely from hips to hem ",missing,jeans
887,ASOS DESIGN Petite rivington high waisted jeggings in smokey grey wash,ASOS DESIGN,39.58, Part of our responsible edit  High-rise waist  Concealed fly  Super-skinny fit  Cut very closely from hips to hem ,missing,jeans
888,Noisy May Tall high waisted skinny jeans in mid blue wash,Noisy May,39.58,"     For today, tomorrow and every day after  Mid-blue wash  High-rise waist      Concealed fly      Functioning pockets  Skinny fit  Cut very closely from hips to hem ",missing,jeans
889,Topshop Maternity Jamie overbump skinny jeans in black,Topshop,71.96,"     You can always depend on denim      Over-the bump waistband      Functioning pockets  Skinny fit  Tight cut, regular on the waist  Designed to fit you from bump to baby  ",missing,jeans
890,ASOS DESIGN bell flare jeans in clean black with pressed crease,ASOS Collection,62.97,     They're long-term relationship material  High-rise waist  Zip fly  Belt loops  Five pockets  Flared shape  Cut with a slim leg that flares at the knee ,missing,jeans
891,ASOS DESIGN Rivington high waisted stretch powerhold denim jeggings in optic white,ASOS DESIGN,50.37,"     Buy them now, wear them forever  High rise  Concealed fly  Functional back pockets  Skinny fit  Cut closely from hips to hem ",missing,jeans
892,River Island Amelie skinny jeans in dark wash,River Island,71.96,     Wear them again and again  Concealed fly  Functional pockets  Skinny fit   Cut very closely to the body  ,missing,jeans
893,River Island distressed mom jeans in light wash blue,River Island,62.97,     Add them to your everyday line-up      High-rise waist      Concealed fly      Functional pockets      Slim tapered leg      Sits on the ankle      Relaxed fit ,missing,jeans
894,ASOS DESIGN Ridley high waisted skinny jeans in mid blue,ASOS DESIGN,50.37,     {Fabric description}      {Details}      {Details}      {FitInfo} ,missing,jeans
895,Topshop Joni skinny jeans in coated black,Topshop,71.96,     Worth making plans for  High-rise waist  Zip fly  Back patch pockets  Ankle-grazer style  Super-skinny fit  An extra-tight cut from hips to hem ,missing,jeans
896,Noisy May Petite high waist skinny jean,Noisy May,39.58,     Worth making plans for  High rise  Button fastening  Concealed fly  Skinny fit  Cut very closely from hips to hem ,missing,jeans
897,Cheap Monday recycled Revive rigid slim jeans with frayed hem,Cheap Monday,71.96," For today, tomorrow and every day after  Light wash      Concealed fly with button fastening      Functional pockets      Branded patch to reverse  Raw hem  Slim fit  A narrow cut from hips to hem ",missing,jeans
898,Dr Denim relaxed fit wide leg jean,Dr Denim,98.95,     It's all in the jeans  Mid-blue wash  High-rise waist      Concealed fly      Functioning pockets      Wide-cut leg  Relaxed fit  For a slouchy silhouette ,missing,jeans
899,ASOS DESIGN Curve Egerton rigid cropped flare jeans in washed black with raw hem,ASOS DESIGN,57.57,     Washed black finish      Concealed fly      Functional pockets      Cropped leg      Raw hem      For an unfinished finish      Flared fit - cut with a straight leg that flares at the ankle ,missing,jeans
900,New Look classic skinny jean in black,New Look,28.77,      An easy wardrobe win    Mid rise    Belt loops    Concealed fly       Five pockets  Skinny fit   A tight cut to the body ,missing,jeans
901,ASOS DESIGN Farleigh high waisted slim mom jeans with rips in French workwear blue,ASOS DESIGN,62.97,      Part of our responsible edit    High rise        Concealed fly with button fastening      Functional pockets      Distressed detailing  Slim tapered leg      Sits on the ankle      Relaxed fit ,missing,jeans
902,J Brand Jules high rise straight leg jeans,J Brand,530.73,      Add them to your everyday line-up   High rise  Belt loops  Concealed fly   Button fastening  Side and back pockets  Raw hem  Regular fit  Just select your usual size ,missing,jeans
903,One Above Another high waist straight leg jeans in tie dye denim co-ord,One Above Another,71.96,"     They've already got your attention   High-rise waist      Concealed fly      Functional pockets      Tie-dye design  Wide leg  Fitted at the top, flowing at the bottom  Exclusive to ASOS ",missing,jeans
904,ASOS DESIGN Curve Ridley high waisted ankle grazer with multi stitch seam detail,ASOS DESIGN,62.97,"     You can always depend on denim  High-rise waist      Concealed fly      Functional pockets  Contrast seams       Skinny fit   Tight cut, regular on the waist ",missing,jeans
905,ASOS DESIGN Ridley high waisted skinny jeans in rich mid blue wash,ASOS DESIGN,44.98, Part of our responsible edit  Mid-blue wash  High rise  Concealed fly  Functional pockets  Skinny fit  Cut very closely from hips to hem ,missing,jeans
906,Monki high waisted wide cut legs jeans in black,Monki,71.96,"     Part of our responsible edit      High-rise waist  Concealed fly      Functional pockets  Contrast stitching   Wide leg  Fitted at the top, flowing at the bottom ",missing,jeans
907,ASOS DESIGN Petite Farleigh high waisted straight leg jeans in stone wash blue,ASOS DESIGN,57.57,"     Yeah, we like these, too      High rise  Just like your standards       Concealed fly with button fastening      Five pocket design      Straight cut      Regular fit - true to size ",missing,jeans
908,Urban Bliss Maternity high waist skinny jeans with belt,ASOS DESIGN,57.57," <a href=""https://www.asos.com/women/maternity/jeans/cat/?cid=8345""><strong>Maternity jeans</strong></a> by Urban Bliss<ul>     For your everyday thing  High rise   Elasticated bump band  Belt loops  Concealed fly with button fastening  Skinny fit  Tight cut, regular on the waist       Designed to fit through all stages of pregnancy  Exclusive to ASOS </ul> ",missing,jeans
909,Missguided Plus co-ord denim mom jean in sage,Missguided,44.98,     Part of our co-ord set  Shirt sold separately  High rise  Belt loops  Concealed fly      Five pockets      Ankle-grazer length  Regular fit  Just select your usual size ,missing,jeans
