,title,brand,price,description,colour,category
977,ASOS DESIGN Luxe faux feather embellished high waisted trousers,ASOS DESIGN,116.94 ,"      If you have to dress up, dress up in this    High rise   Bead embellishments  Faux-feather trim  Skinny fit  Tight cut, regular on the waist ",missing,bottoms
978,Converse Voltage Black Track Pants,Converse,116.94,"      Your casual vibe, sorted    Drawstring waistband       Side pockets  Converse logo print      Tipped, fitted cuffs      Regular fit   Just select your usual size ",missing,bottoms
979,Atoir golden barbie straight leg trousers with zip front,Converse,325.64,     Worth making plans for  High rise  Zip fly  Functional pockets  Straight leg  Regular fit  Just select your usual size ,missing,bottoms
980,ASOS DESIGN Curve Luxe pu ruched super high waisted trousers,ASOS DESIGN,116.94 ,"      For your going out-out thing    High rise   Ruched design  Skinny fit  Tight cut, regular on the waist ",missing,bottoms
981,Fashion Union Tall wide leg trousers in tan co-ord,Fashion Union,68.37,"      Part of a co-ord set   Blazer sold separately      High-rise waist      Concealed fly with button closure  Side pockets  Slim fit  Regular on the waist, flared at the knee ",missing,bottoms
982,ASOS 4505 ski seamless base layer in neon,Fashion Union,64.76,missing,missing,bottoms
983,Nike Air Running crop leggings in grey,Nike,71.96,      Working out just got techy   High rise  Elasticated waistband  Nike Swoosh logo  Zip-back pocket  Close-cut bodycon fit ,missing,bottoms
984,Public Desire relaxed cargo trousers co-ord,Public Desire,35.96,     Part of a co-ord set  Top sold separately  Adjustable waist  Cargo-style pockets  Fitted cuffs  Relaxed fit  Think baggy and casual ,missing,bottoms
985,ASOS DESIGN Tall tailored tie waist tapered ankle grazer trousers,ASOS DESIGN,44.98,"     An alternative to your jeans  High rise  Tie waist  Side pockets  Regular, tapered fit  A standard cut around the thigh with a narrow shape through the leg ",missing,bottoms
986,ASOS DESIGN Tall chino trousers,ASOS DESIGN,35.98,"     Put the jeans away for a day  High-rise waist  Concealed fly  Pleat details  Side pockets  Regular, tapered fit  A standard cut around the thigh with a slim shape through the leg ",missing,bottoms
987,ASOS DESIGN Maternity lounge off shoulder sweat & over the bump legging set,ASOS DESIGN,64.77,missing,missing,bottoms
988,Native Youth cargo pants in faux leather co-ord,Native Youth,75.56,     Worth making plans for  High rise  Button fastening  Concealed fly  Functional pockets  Relaxed fit  For a slouchy silhouette ,missing,bottoms
989,Missguided Petite lace up waist detail flared trousers in black,Missguided,35.98,      Add-to-bag potential: considerable    High rise        Lace-up detail   Flared shape  Cut with a skinny leg that flares at the knee ,missing,bottoms
990,John Zack Tall coated pu bootcut trouser in black,John Zack Tall,86.36,     Worth making plans for  High rise      Elasticated waistband      Zip fly with hook-and-bar fastening/button fastening      Bootcut shape  Cut with a slim leg that flares at the ankle ,missing,bottoms
991,ASOS DESIGN velvet plisse culotte trouser,ASOS DESIGN,44.98,"     For your daytime thing      High rise  Stretch waist      Pleated design  Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
992,ASOS 4505 icon legging with bum sculpt seam detail,ASOS 4505,32.38,"      Activewear, but make it fashion    Sculpting design    High rise       Elasticated waistband  4505 logo to reverse       Bodycon fit   A tight cut to the body  ",missing,bottoms
993,Outrageous Fortune high waist flare trouser in black,Outrageous Fortune,62.97,      Add-to-bag potential: considerable     High rise   Side-zip fastening  Flared shape  Cut with a skinny leg that flares at the knee ,missing,bottoms
994,PrettyLittleThing leggings with zip front and panel detail in black,PrettyLittleThing,32.38,      Add-to-bag potential: considerable    High rise       Zip detail  Corset design      Close-cut  Bodycon fit  A tight cut to the body ,missing,bottoms
995,Stradivarius elasticated waist trouser in check,Stradivarius,34.18,"     Give your jeans a day off      High rise  Stretch waistband       Belt loops       Side pockets  Slim fit  A close cut, regular on the waist ",missing,bottoms
996,ASOS DESIGN pull on utility combat trouser,ASOS DESIGN,50.37,"     Throw on and go      High rise       Drawstring waist    Side pockets with utility-style pockets to leg       Cropped length  Regular fit   No surprises, just a classic cut ",missing,bottoms
997,Calvin Klein modern cotton legging,Calvin Klein,79.16,     Your downtime uniform   High rise  Elasticated waistband  Signature branding  Bodycon fit  A tight cut to the body ,missing,bottoms
998,ASOS DESIGN tracksuit off shoulder sweat / jogger,Calvin Klein,53.97,     Part of our responsible edit       Off-shoulder style    Fitted trims    Jogger bottoms       Side pockets  Relaxed fit  Think baggy and casual ,missing,bottoms
999,Bershka wide leg drawstring culottes in black,Bershka,35.96,"     Add them to your everyday line-up      High rise       Elasticated waist   Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
1000,River Island tailored trousers in black,River Island,71.96,     Add-to-bag potential: considerable  Mid-rise waist with belt detail  Side pockets  Tailored style  Regular fit  Just select your usual size ,missing,bottoms
1001,ASOS DESIGN Petite high waist cigarette trousers with belt in pink check,ASOS DESIGN,50.37,      For your daytime thing    High-rise waist    Belt detail       Concealed fly      Side pockets      Regular fit  Just select your usual size ,missing,bottoms
1002,TFNC wide leg trouser in multi sequin,TFNC,134.93,"     Cue the party playlist  High rise  Stretch waistband  Wide leg  Fitted at the top, flowing at the bottom  Exclusive to ASOS ",missing,bottoms
1003,Twisted Wunder satin jacquard highwaisted trouser in green,TFNC,62.97,"     They've already got your attention  Unlined for a lightweight feel  High-rise waist  Pleat detail  Zip-side fastening  Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
1004,Stradivarius flare trouser in black glitter,Stradivarius,35.96,"     No occasion necessary       Embellished design  High rise   Stretch waistband  Skinny fit  Regular on the waist, flared at the knee ",missing,bottoms
1005,& Other Stories velvet slim trousers with matching belt in bottle green,& Other Stories,152.92,"     A little bit smart  High rise  Concealed fly  Belted waist  Skinny fit  Tight cut, regular on the waist ",missing,bottoms
1006,Wolf & Whistle leopard print sports bra and leggings in black,& Other Stories,107.95,missing,missing,bottoms
1007,ASOS DESIGN basic jogger with tie in acid wash,ASOS DESIGN,39.58,      Part of our responsible edit    Drawstring waist    Side pockets   Fitted cuffs  Regular fit   just select your usual size ,missing,bottoms
1008,Bershka velvet co-ord flared trousers in floral print,Bershka,35.96,"      An edge to your look    Floral print   High-rise waist       Slim fit   Regular on the waist, flared at the knee ",missing,bottoms
1009,ASOS DESIGN satin jogger with ruche detail,ASOS DESIGN,50.37,     For your daytime thing   High rise   Drawcord waistband  Functional pockets  Ruched sides  Slim fit  A narrow cut from hips to hem ,missing,bottoms
1010,ASOS DESIGN Petite lilac check pull on trouser,ASOS DESIGN,50.37,"     An alternative to your jeans  Check design      Drawstring waist      Side pockets and single back pocket  Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
1011,Vesper square neck crop top & tailored trousers co-ord in white,ASOS DESIGN,107.95,missing,missing,bottoms
1012,Only Tall tie waist pinstripe trousers,Only,62.97,     Add-to-bag potential: considerable  Drawstring waistband  Side pockets  Check design  Regular fit  Just select your usual size ,missing,bottoms
1013,Protest Natasha salopette in black,Only,233.88,"     Living that Alpine life  Adjustable straps      Zip front  Critically, taped seams for extra protection from moisture      Articulated knees for improved mobility and flexibility      Zippers at the ankles to make it easy to get your boots on and off      Slim fit      A narrow cut from hips to hem ",missing,bottoms
1014,Bershka patched pocket utility trouser in green,Bershka,35.96,"     Put the jeans away for a day   High rise   Concealed fly  Functional pockets  Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
1015,ASOS 4505 high waisted legging with bum sculpt detail in mono floral,ASOS 4505,46.78,     For the gym or your everyday thing  Elasticated waistband  Sculpting design  All-over print      Close-cut bodycon fit ,missing,bottoms
1016,ASOS DESIGN tracksuit sweat / jogger with contrast stitch,ASOS 4505,57.57,     Part of our responsible edit  High neck   Cropped cut  Trouser bottoms  Drawstring waistband  Contrast stitching  Fitted cuffs  Regular fit  Just select your usual size ,missing,bottoms
1017,ASOS DESIGN Maternity tracksuit ultimate sweat / jogger with tie in organic cotton,ASOS DESIGN,53.97,"  Tracksuit set  <li style=""background-color: rgb(255, 255, 255);"">Part of our responsible edit  Co-ordinating made easy   Crew neck     Over-the-head style    Long sleeves    Plain design    Trouser bottoms   Drawstring over-the-bump waistband  Side pockets  Fitted cuffs  Regular fit  True to size  ",missing,bottoms
1018,ASOS DESIGN Curve basic jogger with tie,ASOS DESIGN,32.38, Part of our responsible edit  Drawstring waistband   Fitted cuffs   Regular fit  True to size ,missing,bottoms
1019,ASOS DESIGN Tall mono dogstooth suit,ASOS DESIGN,161.92,missing,missing,bottoms
1020,Mauvais cropped trousers with khaki side stripe in black,Mauvais,80.96, Everyday rotation potential  Regular fit  Zip fly with button fastening   Chain detail    Contrast stripe to side    Side pockets    Cropped length  Regular fit  True to size  ,missing,bottoms
1021,ASOS 4505 Petite icon legging with bum sculpt seam detail,ASOS 4505,32.38,     For exercise or everyday wear      High rise      Elasticated waistband  Sculpting detail  Super-skinny fit  An extra-tight cut from hips to hem ,missing,bottoms
1022,COLLUSION rib flares,COLLUSION,21.59,     An alternative to your jeans  High rise  Stretch waistband  Flared shape  Cut with a skinny leg that flares at the knee ,missing,bottoms
1023,COLLUSION Unisex metallic jogger with placement prints,COLLUSION,53.97,      Add-to-bag potential:  considerable   Unisex style    Drawstring waistband       Side pockets      Print to legs  Fitted cuffs  Regular fit  Just select your usual size ,missing,bottoms
1024,ASOS DESIGN co-ord legging in all over reflective,ASOS DESIGN,32.38,     Part of a co-ord set  Top sold separately  Elasticated waistband  Reflective under flash light      Close-cut bodycon fit ,missing,bottoms
1025,ASOS DESIGN co-ord crochet high waisted flares in metalic yarn,ASOS DESIGN,80.96 , Part of a co-ord set  Mix and match  Stretch waistband  Metallic design  Semi-sheer finish  Flared shape  Cut with a skinny leg that flares at the knee ,missing,bottoms
1026,ASOS 4505 slim fit vest with bar back detail and high waisted legging in mint,ASOS DESIGN,71.96,missing,missing,bottoms
1027,ASOS EDITION wide leg pleat front trouser in sequin,ASOS EDITION,152.92,"     If in doubt, go all out  High-rise waist  Side pockets  Zip-side fastening  Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
1028,Missguided quilted joggers in navy,Missguided,53.97,"     Your casual vibe, sorted  Stretch waistband  Quilted design       Side pockets      Fitted cuffs  Slim fit  A narrow cut from hips to hem ",missing,bottoms
1029,ASOS DESIGN Petite pop slim suit trousers in purple,ASOS DESIGN,57.57,     Worth making plans for      High-rise waist      Concealed fly      Side pockets       Slim fit   A narrow cut from hips to hem ,missing,bottoms
1030,ASOS 4505 high waisted legging in rib,ASOS 4505,32.38,      Add-to-bag potential: considerable    High rise       Elasticated waistband      Bodycon fit  A tight cut to the body  ,missing,bottoms
1031,& Other Stories straight leg tailored trousers in Navy,& Other Stories,134.93,     Part of our responsible edit      High-rise waist      Concealed fly      Side pockets  Straight leg  Regular fit  Just select your usual size ,missing,bottoms
1032,Sixth June high waist flares in soft rib co-ord,Sixth June,53.97,"      Part of a co-ord set    Top sold separately     Drawstring waist    High rise   Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
1033,ASOS DESIGN Curve tracksuit sweat / basic jogger with tie with contrast binding,Sixth June,57.57,     Part of our responsible edit  Crew neck  Contrast stripe to side  Jogging bottoms  Drawstring waist  Functional pockets  Fitted cuffs  Relaxed fit  For a slouchy silhouette ,missing,bottoms
1034,Monki pleated peg trousers in black,Monki,44.98,"      For your daytime thing    High rise       Pleated detailing  Concealed fly with hook-and-bar fastening      Functional pockets      Cropped length  Regular, tapered fit  A standard cut around the thigh with a narrow shape through the leg ",missing,bottoms
1035,ASOS 4505 scoop neck bra in rib and high waisted legging in rib,Monki,61.17,missing,missing,bottoms
1036,ASOS DESIGN Petite woven peg trousers with obi tie,ASOS DESIGN,39.58,"     Add-to-bag potential: considerable      Mid-rise waist      Zip fly      Hook-and-bar fastening      Removable belt       Functional pockets  Regular, tapered fit  A standard cut around the thigh with a slim shape through the leg ",missing,bottoms
1037,Boohoo cargo joggers in black,boohoo,21.59,      For your everyday thing    Drawstring waistband       Side and utility-style pockets      Fitted cuffs  Regular fit  True to size  ,missing,bottoms
1038,ASOS DESIGN Tall satin utility pocket trousers,ASOS DESIGN,68.37,     Add-to-bag potential: considerable  Mid-rise waist  Concealed fly  Utility-style pockets  Adjustable cuffs  Regular fit  Just select your usual size ,missing,bottoms
1039,Missguided Tall high waisted straight leg trouser in green,Missguided,50.37,      Part of a co-ord set    Blazer sold separately     High-rise waist    Belt loops       Concealed fly with button fastening         Slim fit  For a tailored silhouette ,missing,bottoms
1040,Noisy May zip detail cord flared trousers,Noisy May,50.37,     An alternative to your jeans  High-rise waist  Zip front  Flared shape  Cut with a skinny leg that flares at the knee ,missing,bottoms
1041,ASOS DESIGN Tall Woven Peg Trousers with Obi Tie,ASOS DESIGN,39.58, Part of our responsible edit High rise Just like your standards      Tie waist      Side pockets      Tapered leg  Regular fit - true to size ,missing,bottoms
1042,ASOS EDITION satin double breasted jacket & wide leg trouser in blue,ASOS DESIGN,323.84,missing,missing,bottoms
1043,ASOS DESIGN clean silky cargo pant,ASOS DESIGN,50.37,     They've already got your attention  Adjustable waist  Fitted cuffs  Regular fit  Just select your usual size ,missing,bottoms
1044,Nike Air Running Plus leggings in black,Nike,71.96,      That early morning run's not looking so bad now    High rise       Elasticated waistband      Nike Air logo to leg  Bodycon fit  A tight cut to the body ,missing,bottoms
1045,ASOS DESIGN Petite tailored smart tapered trousers,ASOS DESIGN,39.58,     Add them to your everyday line-up  Regular rise  Side pockets  Concealed fly   Regular fit  Just select your usual size ,missing,bottoms
1046,Selected Femme chino trouser,Selected,98.95,"     Work-to-weekend vibes      Mid rise      Belt loops      Zip fly      Functional pockets      Slim, tapered fit  A close cut around the thigh with a slim shape through the leg ",missing,bottoms
1047,ASOS DESIGN pull on trouser in washed cord,ASOS DESIGN,50.37,"      Add them to your everyday line-up   High rise  Drawstring waist   Side pockets  Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
1048,Pull&Bear pleat detail trousers in brown,Pull&Bear,41.36,     For your daytime thing  High rise  Concealed fly with button fastening  Fitted cuffs  Relaxed fit  For a slouchy silhouettes ,missing,bottoms
1049,Wild Honey high waist trousers in faux leather,Wild Honey,64.77,  They've already got your attention    High-rise waist   Lace-up fastening       Functioning pockets   Skinny fit  Cut very closely from hips to hem ,missing,bottoms
1050,ASOS DESIGN ultimate jersey peg trousers,ASOS DESIGN,28.79,     Put the jeans away for the day  High rise  Stretch waist  Side pockets  Tapered fit  Cut loosely around the thigh and tapered from knee to ankle ,missing,bottoms
1051,Aratta wide leg trousers in acid wash,Aratta,161.92,"     Your casual vibe, sorted  High-rise waist  Side pockets  Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
1052,ASOS DESIGN reflective tracksuit bottoms,ASOS DESIGN,57.57,     Current mood  Reflective finish       High rise       Stretch waistband   Press-stud fastening   Side pockets      Tapered leg   Fitted cuffs        Regular fit   Just select your usual size ,missing,bottoms
1053,Only high waisted cargo trouser with straight leg in tan,Only,71.96,     For your daytime thing  High rise  Belted waist  Functional pockets  Straight leg  Regular fit  Just select your usual size ,missing,bottoms
1054,River Island ponte leather trousers in black,River Island,215.89,     An alternative to your denim  High-rise waist  Belt loops  Zip fly  Five pockets  Skinny fit  Cut very closely from hips to hem ,missing,bottoms
1055,ASOS DESIGN slinky split side balloon trouser,ASOS DESIGN,44.98,     Add-to-bag potential: considerable  Stretch waistband  Split sides  Balloon leg  Fitted cuffs  Regular fit  Just select your usual size ,missing,bottoms
1056,Missguided Petite diamante belt slit front cigarette trouser in black,Missguided,39.58,     For that thing you RSVPd to      High rise       Belted waist     Diamante hoop buckle    Split cuffs   Skinny fit  Cut very closely from hips to hem ,missing,bottoms
1057,PrettyLittleThing Petite wide leg jogger with drawstring detail in grey,Missguided,26.99,"      Throw on and go    Drawstring waist        Wide leg   Fitted at the top, flowing at the bottom ",missing,bottoms
1058,ASOS DESIGN co-ord disco legging,ASOS DESIGN,32.38,      Part of a co-ord set    Top sold separately    High-rise waist       Elasticated waistband       Bodycon fit   A tight cut to the body ,missing,bottoms
1059,ASOS DESIGN Maternity co-ord knitted jogger with tipping,ASOS DESIGN,53.97,     Part of a co-ord set  Sweatshirt sold separately  Stretch waistband   Contrast stripe to side    Cropped length    Fitted cuffs   Slim fit      Designed to fit through all stages of pregnancy ,missing,bottoms
1060,Noisy May Petite faux leather legging,Noisy May,25.19,      Add them to your everyday line-up    High rise       Elasticated waist      Close-cut   Regular fit  Just select your usual size ,missing,bottoms
1061,Stradivarius belted trouser in black,Stradivarius,46.76, A go-to pair  Concealed fly  Belted waist  Side pockets  Tapered fit  Cut loosely around the thigh and tapered from the knee to the ankle  ,missing,bottoms
1062,ASOS DESIGN linen tie waist culottes in black,ASOS DESIGN,44.98,     They’re everything you’ve been scrolling for  Tie waist  Side pockets  Regular fit  Just select your usual size ,missing,bottoms
1063,River Island Plus trousers with contrast stitch in khaki,River Island,80.96,     Add-to-bag potential: considerable      High rise       Belted waist    Ring-buckle detail   Side pockets  Contrast stitching  Regular fit  Just select your usual size ,missing,bottoms
1064,ASOS DESIGN sharktooth dad suit,River Island,167.32,missing,missing,bottoms
1065,ASOS DESIGN Woven Peg Trousers with Obi Tie,ASOS DESIGN,39.58,     Part of our responsible edit  High rise  Removable belt  Zip fly with hook-and-bar fastening  Side pockets  Tapered leg  Regular fit  Just select your usual size ,missing,bottoms
1066,Bershka pocket detail drawstring hem trouser in grey,Bershka,46.76,      Add them to your everyday line-up    High-rise stretch waist       Concelaed fly with button fastening      Functioning pockets       Stretch cuffs   Regular fit  Just select your usual size ,missing,bottoms
1067,Monki peg cargo trousers in ecru,Monki,62.97, Part of our responsible edit  Regular rise  Zip fly  Belt loops  Functional pockets  Regular fit  Just select your usual size ,missing,bottoms
1068,ASOS 4505 Curve icon legging with bum sculpt seam detail,ASOS 4505,32.38,"      Buy, rep, repeat    High rise       Elasticated waistband  Bum-sculpt seam ",missing,bottoms
1069,ASOS DESIGN Tall micro check skinny trouser with self covered belt,ASOS DESIGN,50.37,      Add them to your everyday line-up    High rise        Belted waist    Buckle detail   Skinny fit  Cut very closely from hips to hem ,missing,bottoms
1070,Koco & K wide leg trouser in multi print,ASOS DESIGN,44.98," <a href=""https://www.asos.com/women/trousers-leggings/cat/?cid=2640""><strong>Trousers</strong></a> by Koco &amp; K<ul>     For that thing you have to go to  High rise      Side-zip fastening  Wide leg  Fitted at the top, flowing at the bottom </ul> ",missing,bottoms
1071,Converse Star Chevron cuffed black track pant,Converse,89.96,     For when comfort is key  Internal drawstring waistband  Converse branding  Three zipped pockets  Fitted cuffs  Regular fit   A standard cut for a classic shape ,missing,bottoms
1072,River Island Plus leggings in black,River Island,39.58,     Add them to your everyday line-up      High rise  Stretch waistband       Plain design   Skinny fit  Cut very closely from hips to hem ,missing,bottoms
1073,Weekday tailored trousers in brown,Weekday,98.95,     Put the jeans away for a day   High-rise waist       Concealed fly       Side and back pockets      Regular fit  Just select your usual size ,missing,bottoms
1074,Volcom Snow Swift bib overall pant in black,Weekday,323.84,     Living that Alpine life  Mid-rise waist  Concealed fly  Functional pockets  Zipped cuffs  Regular fit  Just select your usual size ,missing,bottoms
1075,Sixth June cargo pants with contrast pockets and buckle straps,Weekday,80.96,      Add them to your everyday line-up    High rise        Elasticated waist    Drawstring detail   Cargo-style pockets  Buckle details  Fitted cuffs  Regular fit  Just select your usual size ,missing,bottoms
1076,Weekday Cosmo denim trousers in white,Weekday,98.95,     Part of our responsible edit      High-rise waist      Concealed fly with button fastening       Two back pockets   Straight cut  Regular fit  Just select your usual size ,missing,bottoms
1077,Nike grey ribbed Just Do It high waisted leggings,Nike,62.97,"     Add them to your everyday line-up      High rise      Branded, stretch waistband  Bodycon fit  A tight cut to the body ",missing,bottoms
1078,ASOS DESIGN biker pant in pu,ASOS DESIGN,62.97,     High rise  Just like your standards      Zip fly with button fastening      Biker design      Skinny fit  A tight cut for a sleek shape  ,missing,bottoms
1079,ASOS DESIGN basic wide leg joggers,ASOS DESIGN,35.98,     For when comfort is key  Drawstring waist  Functional pockets  Wide-cut leg  Relaxed fit  Loose but not oversized ,missing,bottoms
1080,Bershka sequin leggings in silver,Bershka,53.96 ,     Worth making plans for  Belted waist      Close-cut bodycon fit  Exclusive to ASOS ,missing,bottoms
1081,Noisy May cord straight leg trousers in navy,Noisy May,68.37,     Add them to your everyday line-up      High rise  Side pockets  Straight leg  Regular fit  Just select your usual size ,missing,bottoms
1082,ASOS DESIGN tracksuit with rose print sweat / oversized jogger,Noisy May,64.77,     Part of our responsible edit  Crew neck  Rose print  Trouser bottoms  Fitted cuffs  Oversized fit  Relaxed and roomy ,missing,bottoms
1083,ASOS DESIGN easy elasticated culottes in stripe,ASOS DESIGN,44.98,"     For that thing you have to go to      High rise      Stretch waistband      Cropped length  Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
1084,ASOS DESIGN Petite clean silky cargo pant,ASOS DESIGN,50.37,     Put the jeans away for a day  High rise   Drawstring waist      Adjustable cuffs      Regular fit  Just select your usual size ,missing,bottoms
1085,Dickies relaxed awkward length chinos,Dickies,80.96,"     For your daytime thing  Concealed fly  Functional pockets  Branded patch to reverse  Wide leg  Fitted at the top, flowing at the bottom  Exclusive to ASOS ",missing,bottoms
1086,ASOS DESIGN petite cargo suit trousers in stone,ASOS DESIGN,71.96,     Add to bag potential: considerable      High rise      Concealed fly with button fastening  Cargo pockets       Side pockets      Fitted cuffs   Regular fit   Just pick your usual size ,missing,bottoms
1087,ASOS DESIGN metallic stripe suit trousers,ASOS DESIGN,71.96,"      Join the metallic movement   Stripe design      High-rise waist      Concealed fly  Functional pockets  Slim, tapered fit  Cut closely around the thigh with a narrow shape through the leg ",Stripe,bottoms
1088,Fashionkilla jogger bottom in grey,Fashionkilla,35.98,"     Your casual vibe, sorted  Stretch waistband  Fitted cuffs  Regular fit  Just select your usual size  Exclusive to ASOS ",missing,bottoms
1089,ASOS DESIGN Petite ultimate jersey peg trousers,ASOS DESIGN,28.79, Do you believe in love at first sight?  Stretch waistband  Plain design  Tapered fit  Cut loosely around the thigh and tapered from the knee to the ankle  ,missing,bottoms
1090,ASOS DESIGN light based check slim trousers,ASOS DESIGN,57.57,"     Give your jeans a day off  Checked design  High rise  Hook-and-bar fastening  Concealed fly  Slim fit  A close cut, regular on the waist ",missing,bottoms
1091,Outrageous Fortune Plus split leg wrap trouser in black,Outrageous Fortune,62.97,"     Add-to-bag potential: considerable      High rise  Concealed fly  Tie waist  Wrap style      Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
1092,COLLUSION tapered fit check trouser,COLLUSION,44.98,"      Coming soon to your Saved Items    High-rise waist       Concealed fly      Side pockets  Regular, tapered fit  A standard cut around the thigh with a narrow shape through the leg ",missing,bottoms
1093,ASOS DESIGN high waist utility jogger,ASOS DESIGN,62.97,     For that thing you RSVPd to      High rise  Concealed fly  Belted waistband      Functional pockets      Cropped length  Fitted cuffs  Regular fit  Just select your usual size ,missing,bottoms
1094,4th + Reckless high waisted wide leg trousers in cobalt,4th & Reckless,62.97,     They’re everything you’ve been scrolling for  High-rise waist  Tie fastening  Regular fit  Just select your usual size ,missing,bottoms
1095,Lioness sheer organza cargo trouser in black,Lioness,68.37,      Cue the party playlist    High-rise waist   Belt loops  Button placket      Cargo pockets  Fitted cuffs      Regular fit  Just select your usual size ,missing,bottoms
1096,ASOS DESIGN lounge premium knitted rib wrap top and cropped trouser,Lioness,104.34,missing,missing,bottoms
1097,One Above Another cargo trousers with diamante chain in glitter fabric,One Above Another,62.97,     They've already got your attention      High-rise waist      Concealed fly   Chain detail      Cargo pockets      Regular fit  Just select your usual size  Exclusive to ASOS ,missing,bottoms
1098,ASOS DESIGN co-ord basic jogger with tie,ASOS DESIGN,32.38,     Part of a co-ord set  Mix and match  Drawstring waist  Side pockets  Fitted cuffs  Regular fit  Just select your usual size ,missing,bottoms
1099,ASOS DESIGN tapered dad suit trouser,ASOS DESIGN,57.57,"      They've already got your attention    High-rise waist   Belt loops      Concealed fly with button fastening      Side and back pockets       Relaxed, tapered fit   A loose cut around the thigh with a narrow shape through the leg ",missing,bottoms
1100,Noisy May cigarette trouser in black,Noisy May,39.58,     Put your jeans away for a day      High rise  Side and two back pockets      Stretch back      Narrow leg opening      Tapered leg  Slim fit  A narrow cut that sits close to the body ,missing,bottoms
1101,COLLUSION jacquard straight leg trousers with detachable chain,COLLUSION,53.97 ,      Add them to your everyday line-up    High rise   Belt loops  Concealed fly  Side pockets  Chain detail  Straight leg  Regular fit  Just select your usual size ,missing,bottoms
1102,ASOS DESIGN Petite pull on tapered black trouser in jersey crepe,ASOS DESIGN,32.38,"     Add them to your everyday line-up  High rise  Stretch waistband      Cropped leg  Regular, tapered fit  A standard cut around the thigh with a slim shape through the leg ",missing,bottoms
1103,Missguided plus chenille co-ord in grey,ASOS DESIGN,98.95,missing,missing,bottoms
1104,O'Neill PW High Waist Bib ski pants in black,O'Neill,278.86,"      Living that Alpine life    Waterproof up to 10,000mm       Adjustable waistband       Adjustable suspenders        Button fastening        Double-layer seat and cuffs for durability        Zipped cuffs       Regular fit  Just select your usual size ",missing,bottoms
1105,ASOS DESIGN wide leg trouser in blurred floral print,ASOS DESIGN,62.97,     They're everything you've been scrolling for  Blurred floral print  High-rise waist  Side pockets  Zip-side fastening  Wide leg  Regular fit  Just select your usual size  ,missing,bottoms
1106,Yaura high waisted tailored trouser in gold,Yaura,80.96,     Part of a co-ord set   Top sold separately       High-rise waist      Concealed fly with button fastening      Belt loops        Tailored flared leg     Slim fit   For a tailored silhouette ,missing,bottoms
1107,ASOS DESIGN Curve co-ord slinky flare trouser,ASOS DESIGN,32.38,"      Part of a co-ord set    Top sold separately        High rise  Stretch waistband   Slim fit  Regular on the waist, flared at the knee ",missing,bottoms
1108,River Island paperbag utility trousers in rust,River Island,71.96,     Give your jeans a day off      High rise  Paper-bag style  Belted waist  Silver-tone buckles and eyelets  Side pockets  Cargo pockets  Cropped leg  Regular fit  True to size ,missing,bottoms
1109,Bershka wide leg drawstring trousers in black,Bershka,32.37,"     An alternative to your jeans  Drawstring waistband  Cropped length  Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
1110,ASOS DESIGN slim trousers with ankle button detail,ASOS DESIGN,57.57,     Introduce them to your friends  High rise  Hook-and-bar fastening  Concealed fly  Functional pockets  Button detailing to ankles  Slim fit  For a tailored silhouette ,missing,bottoms
1111,COLLUSION lightning legging with reflective trims,COLLUSION,26.99,      Add them to your everyday line-up    Printed design   High-rise waist      Elasticated waistband  Bodycon fit  A tight cut to the body ,missing,bottoms
1112,Essentiel Antwerp Taboe wide leg pants,Essentiel Antwerp,278.86,"     All of the dressing up, none of the frills  Mid-rise waist  Belt loops  Zip fly  Side slip pockets  Jet back pockets  Wide leg  Regular fit   True to size  ",missing,bottoms
1113,ASOS DESIGN Maternity under the bump smart slim trouser in ponte,ASOS DESIGN,35.98,"     Coming soon to your Saved Items      Under-the-bump waistband  Plain design   Slim fit  A close cut, regular on the waist      Designed to fit you from bump to baby  ",missing,bottoms
1114,Fashion Union knitted wide leg trousers,Fashion Union,44.98,"      Add them to your everyday line-up    High rise        Elasticated waist   Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
1115,River Island loungewear joggers in cream,River Island,44.98,"     Your casual vibe, sorted  Drawstring waistband  Contrast side stripes  Fitted cuffs  Regular fit   No surprises, just a classic cut ",missing,bottoms
1116,Weekday skinny cord trouser in black,Weekday,80.96,     Add-to-bag potential: considerable  High-rise waist  Concealed fly  Split cuffs  Slim fit  A narrow cut from hips to hem ,missing,bottoms
1117,Selected Femme knitted joggers co-ord in black,Selected,98.95,     Part of a co-ord set  Top sold separately  Stretch waistband  Fitted cuffs  Regular fit  True to size  ,missing,bottoms
1118,New Look leather look jogger in black,New Look,41.36,     They've already got your attention  Drawstring waist  Functional pockets  Cropped length  Regular fit  Just select your usual size ,missing,bottoms
