,title,brand,price,description,colour,category
2415,We The Free by Free People high waisted velvet skinny trouser,Free People,158.32,     For your daytime thing      High rise      Concealed fly with button fastening      Functional pockets  Skinny fit  Cut very closely from hips to hem ,missing,bottoms
2416,Warehouse covered buckle slouch peg trouser,Warehouse,75.56,     An alternative to your jeans  High rise  Belted waist      Concealed fly  Side pockets and two back pockets  Relaxed fit  For a slouchy silhouette ,missing,bottoms
2417,Champion reverse weave joggers in abstract print co-ord,Champion,152.92,     Part of a co-ord set  Sweatshirt sold separately  Drawstring waist  Functional pockets  Fitted cuffs  Regular fit  Just select your usual size ,missing,bottoms
2418,ASOS DESIGN Tall pocket detail utility trousers,ASOS DESIGN,68.37,     Easily dressed up or down      High-rise waist      Concealed fly      Side and utility pockets      Drawcord hem       Regular fit       Just select your usual size ,missing,bottoms
2419,Boohoo Plus high waist ribbed wide leg trousers in grey,boohoo,39.58,"     For your daytime thing  Ribbed finish      High rise      Stretch waistband      Functional pockets  Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
2420,Protest Kensington snow pant in white,Protest,152.92,"      Living that Alpine life    Waterproof up to 10,000mm        Anti-slip waistband     Reinforced, taped seams for extra protection from moisture        Button fastenings    Concealed fly    Side pockets       Zipped cuffs      Heel-drag protectors  Regular fit  Just select your usual size ",missing,bottoms
2421,Missguided Petite cargo trousers with pocket detail in white,Missguided Petite,62.97,     Add them to your everyday line-up      High-rise waist      Zip fly  Zip pockets      Buckle details  Regular fit  Just select your usual size ,missing,bottoms
2422,NaaNaa tailored flare trouser in camel,NaaNaa,53.97,      They've already got your attention    High-rise waist       Zip-side fastening      Flared leg  Slim fit  For a tailored silhouette ,missing,bottoms
2423,ASOS DESIGN Curve belted peg trousers with tortoiseshell buckle,ASOS DESIGN,50.37,"     Put the jeans away for a day      High-rise, belted waist      Side pockets      Cropped peg leg      Regular fit  True to size  Part of the Eco Edit ",missing,bottoms
2424,ASOS DESIGN Curve moleskin pull on trouser in awkward length,ASOS DESIGN,53.97,     An alternative to your denim  High rise  Elasticated waistband  Side pockets and back pockets  Wide leg  Awkward length  Regular fit  Just select your usual size  ,missing,bottoms
2425,ASOS DESIGN basic stretch super skinny joggers in organic cotton,ASOS DESIGN,28.79,  Part of our responsible edit    High rise    Elasticated waistband    Plain design    Fitted cuffs    Bodycon fit   A tight cut to the body ,missing,bottoms
2426,River Island knitted wide leg trousers in zig zag print,River Island,64.77,     Add-to-bag potential: considerable  Stretch waistband  Zig-zag design  Metallic thread detail  Regular fit  Just select your usual size ,missing,bottoms
2427,ASOS DESIGN Curve slim leg combat trousers in black,ASOS DESIGN,50.37,     Part of our responsible edit  High rise  Concealed fly  Functional pockets  Cropped length  Slim fit  A narrow cut from hips to hem ,missing,bottoms
2428,Y.A.S Tall leather legging in black,Y.A.S,539.73,      Worth making plans for   Plain design  High rise  Zip-side fastening  Seam detail to knees  Bodycon fit  A tight cut to the body ,missing,bottoms
2429,Public Desire utility tracksuit bottoms with obsessed leg print,Public Desire,41.36 ,     Do sweat it  High rise  Buckle fastening      Functional pockets      Slogan print to leg  Regular fit  Just select your usual size ,missing,bottoms
2430,Boohoo wide leg trousers in black,boohoo,21.59,"     For that thing you have to go to      High rise       Stretch waistband    Wide leg   Fitted at the top, flowing at the bottom ",missing,bottoms
2431,Billabong Fight It beach trousers in floral print,Billabong,98.95,"     Goes great with your holiday       High rise  Tie waist  Floral design       Wide leg   Fitted at the top, flowing at the bottom ",missing,bottoms
2432,ASOS DESIGN oversized jogger in bleach tie dye print,ASOS DESIGN,44.98,      Add-to-bag potential:  considerable   Tie-dye design   Elasticated waist      Side pockets      Fitted cuffs  Oversized fit  Designed to look baggy ,missing,bottoms
2433,ASOS EDITION Curve embellished trouser,ASOS DESIGN,152.92,     For that thing you have to go to      High-rise waist      Wide-cut leg  Regular fit  Just select your usual size ,missing,bottoms
2434,Only Tall wide leg cord trouser in navy,Only,62.97,"     For your daytime thing  High rise  Concealed fly  Button fastening  Functional pockets  Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
2435,COLLUSION balloon leg tailored trouser,COLLUSION,35.98, For your daytime thing  High rise  Zip fly with hook-and-bar fastening  Functional pockets  Regular fit  Just select your usual size ,missing,bottoms
2436,ASOS DESIGN jersey slim split front suit trousers in blush,ASOS DESIGN,35.98,      Part of a co-ord set   Jacket sold separately  High-rise waist  Split front hem   Slim fit  A narrow cut from hips to hem ,missing,bottoms
2437,ASOS DESIGN plisse culotte trousers,ASOS DESIGN,39.58,     Add-to-bag potential: considerable  Stretch waistband  Regular fit  Just select your usual size ,missing,bottoms
2438,New Girl Order Curve boyfriend cargo trouser with dragon print,New Girl Order,53.97,     Add-to-bag potential: considerable      High rise      Elasticated waist      Logo to waistband  Dragon print  Elasticated cuffs  Regular fit  Jsut select your usual size ,missing,bottoms
2439,ASOS DESIGN Curve legging in bleach tie dye print,ASOS DESIGN,28.79,"     Give your jeans a day off      High rise  Stretch waistband       Tie-dye design   Skinny fit   Tight cut, regular on the waist ",missing,bottoms
2440,PrettyLittleThing trousers with pocket details in khaki,PrettyLittleThing,53.97,      Add them to your everyday line-up    High rise       Button fastening  Concealed fly   Elasticated back  Side pockets      Cargo-style pockets  Regular fit  Just select your usual size ,missing,bottoms
2441,ASOS DESIGN Maternity under the bump tracksuit ultimate sweat / jogger with tie,ASOS DESIGN,53.97, Part of our responsible edit  Tracksuit set  Plain sweatshirt  Crew neck   Over-the-head style  Trouser bottoms  Drawstring waistband  Functional pockets  Regular fit  Designed to fit you from bump to baby ,missing,bottoms
2442,ASOS DESIGN Curve tailored tie waist tapered ankle grazer trousers,ASOS DESIGN,44.98,     For when you mean business  High rise   Tie waist       Concealed fly       Side pockets      Tapered leg      Regular fit   Just select your usual size ,missing,bottoms
2443,ASOS DESIGN Maternity check jacquard skinny trouser,ASOS DESIGN,44.98,"      For your everyday thing    High rise   Check design  Super-skinny fit  Extra-tight cut, regular on the waist      Designed to fit through all stages of pregnancy ",missing,bottoms
2444,Puma Faux Fur Joggers Black,PUMA,107.95,      Cosy level: considerable    Drawstring waistband       Side pockets  Small logo detail      Fitted cuffs      Regular fit  Just select your usual size  Exclusive to ASOS ,missing,bottoms
2445,& Other Stories cord straight leg trousers in navy,& Other Stories,116.94,      Add them to your everyday line-up    High rise       Concealed fly with button fastening      Functional pockets      Straight leg   Regular fit  Just select your usual size ,missing,bottoms
2446,HIIT leggings with snake print side stripe in pink,HIIT,44.98,"     Level up your activewear  High rise  Wide-cut, stretchy waistband  Snakeskin-print panels  HIIT logo print to reverse      Bodycon fit   A tight cut to the body ",missing,bottoms
2447,ASOS DESIGN elasticated clean tapered trouser,ASOS Collection,39.58,     Part of our responsible edit       Mid-rise stretch waist      Zip fly with button fastening      Side pockets      Tapered leg      Regular fit   Just select your usual size ,missing,bottoms
2448,ASOS DESIGN Maternity Tall over the bump premium supersoft leggings in cotton modal,ASOS DESIGN,21.59, Add-to-bag potential: considerable  Over-the-bump waistband  Plain design  Close-cut bodycon fit  Designed to fit through all stages of pregnancy ,missing,bottoms
2449,Monki check tailored peg trousers in plum,Monki,44.98,"     Put the jeans away for a day  Check design  High rise  Concealed fly  Functional pockets  Regular, tapered fit  A standard cut around the thigh with a narrow shape through the leg ",missing,bottoms
2450,ASOS DESIGN Petite wide leg shell trouser in bright yellow,ASOS DESIGN,53.97,"     Introduce them to your friends  High rise  Functional pockets  Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
2451,Nike Training crop leggings with gold sparkle trim in pink,Nike,107.95,"     Activewear, but make it fashion  High rise  Wide-cut stretch waistband  Nike Swoosh logo  Bodycon fit  A tight cut to the body ",missing,bottoms
2452,ASOS DESIGN Tall leather look leggings with elastic slim waist,ASOS DESIGN,39.58,     Add-to-bag potential: considerable      High rise   Elasticated panels  Bodycon fit  A tight cut to the body ,missing,bottoms
2453,ASOS DESIGN ankle length stretch skinny trousers with zip side pockets,ASOS Collection,44.98,     Some serious daytime inspiration right here   High-rise waist      Side-zip fastening       Back pockets  Skinny fit   A tight cut for a sleek shape ,missing,bottoms
2454,ASOS DESIGN tailored smart mix & match cigarette suit trousers,ASOS DESIGN,32.38,     Cue the party playlist  High rise  Concealed fly  Functional pockets  Cropped length  Slim fit  Cut close to the body ,missing,bottoms
2455,ASOS DESIGN legging in newspaper print,ASOS DESIGN,28.79,      They've already got your attention    Newspaper print       High-rise waist      Elasticated waistband       Bodycon fit   A tight cut to the body ,missing,bottoms
2456,Esprit tailored joggers in black,Esprit,80.96,      For your everyday thing    High rise    Concealed fly       Faux-leather drawstring     Side pockets   Regular fit  True to size  ,missing,bottoms
2457,ASOS DESIGN clean utility trouser with chain detail,ASOS DESIGN,57.57,     High rise  Just like your standards  Concealed fly  Functional pockets  Detachable chain detail  Slim fit  A narrow cut that sits close to the body ,missing,bottoms
2458,ASOS DESIGN satin balloon trousers,ASOS DESIGN,71.96,     Add-to-bag potential: considerable  Mid-rise waist  Concealed fly  Side pockets  Balloon trousers  Regular fit  Just select your usual size ,missing,bottoms
2459,ASOS DESIGN Tall pop suit in red,ASOS DESIGN,151.12,missing,missing,bottoms
2460,New Girl Order high waisted cargo trousers with neon print detail,New Girl Order,61.17,     They've already got your attention  High rise  Stretch waistband  Functional pockets  Fitted cuffs  Regular fit  Just select your usual size ,missing,bottoms
2461,Only Curve pinstripe relaxed jersey trouser,Only,62.97,"     Your casual vibe, sorted  Drawstring waistband  Pinstripe design  Functional pockets  Relaxed fit  Think baggy and casual ",missing,bottoms
2462,New Look Maternity ponte zip leggings in black,New Look,28.77,      They’re everything you’ve been scrolling for    High rise        Over-the-bump waistband  Zip detail   Bodycon fit  A tight cut to the body      Designed to fit through all stages of pregnancy ,missing,bottoms
2463,Reebok Training logo leggings in black,Reebok,53.97,     For exercise or everyday wear  High-rise waist      Elasticated waistband  Reebok Delta logo  Bodycon fit  A tight cut to the body ,missing,bottoms
2464,Monki cropped wide leg trousers with elastic waist in dark beige,Monki,44.98,      Part of our responsible edit    High rise   Belt loops  Elasticated waistband      Functioning pockets   Wide-cut leg       Regular fit  Just select your usual size ,missing,bottoms
2465,ASOS DESIGN tailored tie waist tapered ankle grazer trousers,ASOS DESIGN,44.98,"     For your daytime thing      High rise      Concealed fly   Tie waist   Functional pockets       Cropped length  Regular, tapered fit  A standard cut around the thigh with a narrow shape through the leg ",missing,bottoms
2466,Jaded London relaxed wide leg trousers in distressed tye-die co-ord,Jaded London,107.95,"     Part of a co-ord set  Blazer sold separately  Mid-rise waist  Concealed fly  Tie-dye and stripe design  Side pockets  Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
2467,ASOS DESIGN casual gingham straight leg trouser,ASOS DESIGN,44.98,     For your daytime thing      High rise      Concealed fly with button fastening      Functional pockets  Regular fit  Just select your usual size ,missing,bottoms
2468,ASOS DESIGN co-ord in blush,ASOS DESIGN,68.36,missing,missing,bottoms
2469,Missguided Tall oversized ribbed joggers in black,Missguided,39.58,"      Give your jeans a day off    Drawstring waistband       Side pockets      Fitted cuffs  Relaxed fit  Loose cut, regular on the waist ",missing,bottoms
2470,ASOS DESIGN Tall fluffy co ord in Cream,Missguided,100.74,missing,missing,bottoms
2471,ASOS DESIGN Petite co-ord oversized jogger,ASOS DESIGN,39.58, Part of our responsible edit  Part of a co-ord set  Top sold separately  Drawstring waistband  Side pockets  Fitted cuffs  Regular fit  Just select your usual size ,missing,bottoms
2472,ASOS 4505 splash print cropped legging,ASOS 4505,44.98,"     Activewear, but make it fashion  Bold print  High rise  Elasticated waistband  Breathable mesh panels  Bodycon fit  A tight cut to the body ",missing,bottoms
2473,PrettyLittleThing Jogger in Grey Jacquard,PrettyLittleThing,32.38,     Smart/casual personified      High rise  Stretch waistband  Side pockets  Ribbed cuffs with stripe detail  Regular fit  True to size ,missing,bottoms
2474,Spanx faux leather moto leggings,Spanx,169.12,     Put the jeans away for a day  High rise  Bodycon fit  Holds you close ,missing,bottoms
2475,ASOS DESIGN tailored smart mix & match cigarette suit trousers,ASOS DESIGN,32.38,      Add-to-bag potential: considerable    High rise   Concealed fly  Hook-and-bar fastening  Side pockets  Cigarette style  Regular fit  Just select your usual size ,missing,bottoms
2476,Topshop knitted trousers in grey,Topshop,70.16,      For your daytime thing    High rise    Drawstring waist    Wide-cut leg   Relaxed fit  Falls loosely over the body ,missing,bottoms
2477,ASOS DESIGN Curve high waisted leggings in black,ASOS DESIGN,14.39,     A wardrobe staple       High rise  Elasticated waistband      Close-cut bodycon fit  ,missing,bottoms
2478,ASOS DESIGN reflective tracksuit bottoms,ASOS DESIGN,57.57,     Current mood  Reflective finish       High rise       Stretch waistband   Press-stud fastening   Side pockets      Tapered leg   Fitted cuffs        Regular fit   Just select your usual size ,missing,bottoms
2479,ASOS DESIGN wide leg trousers with clean high waist,ASOS DESIGN,44.98,     Work-to-weekend vibes  High-rise waist  Wide leg  Zip-side fastening  Regular fit  Just select your usual size  ,missing,bottoms
2480,ASOS DESIGN casual slim flare trouser,ASOS DESIGN,44.98,     A go-to pair      High-rise waist      Zip fly      Side pockets and two back pockets  Flared leg  Cut with a slim leg that flares at the knee  Part of the Eco Edit ,missing,bottoms
2481,Missguided Plus cargo trouser in black,Missguided,50.37,     Add-to-bag potential: considerable  High-rise waist  Concealed fly  Functional pockets  Fitted cuffs ,missing,bottoms
2482,Club L London vinyl legging in black,Club L,44.98,"     If in doubt, go all out  High-rise waist  Bodycon fit  A tight cut to the body ",missing,bottoms
2483,ASOS DESIGN casual trouser with straight leg and raw hem,ASOS DESIGN,50.37,     Part of our responsible edit  High-rise waist  Concealed fly  Functional pockets  Raw-cut hem  Straight leg  Regular fit  Just select your usual size ,missing,bottoms
2484,COLLUSION lightning print capri leggings,COLLUSION,26.99,     An alternative to your denim  All-over lightning print   High rise  Elasticated waistband  Cropped leg      Bodycon fit   A tight cut to the body ,missing,bottoms
2485,ASOS DESIGN co-ord animal knitted legging,ASOS DESIGN,50.37,     Part of a co-ord set  Top sold separately  High rise  Stretch waistband  Bodycon fit  A tight cut to the body ,missing,bottoms
2486,In The Style Plus satin wide leg trouser with belt in raspberry,ASOS DESIGN,62.95,"     For that thing you have to go to      High-rise waist      D-ring belt      Side pockets  Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
2487,Pull&Bear straight leg trouser in black,Pull&Bear,46.76,      Add them to your everyday line-up    High rise       Concealed fly with button fastening      Side pockets      Fitted cuffs  Regular fit  Just select your usual size ,missing,bottoms
2488,adidas Training colourblock leggings in black and pink,adidas,62.97, Part of our responsible edit  Level up your activewear  High rise      Elasticated waistband  Mesh panels for added breathability  Bodycon fit  A tight cut to the body ,missing,bottoms
2489,ASOS DESIGN Curve co-ord jogger in super fluffy yarn,ASOS DESIGN,50.37,     Part of a co-ord set  Jumper sold separately  Elasticated waistband  Cable-knit sides   Ribbed cuffs  Bodycon fit   A tight cut to the body ,missing,bottoms
2490,ASOS DESIGN Petite tailored clean culottes,ASOS DESIGN,44.98,"     For your daytime thing      High rise      Functional pockets      Side-zip fastening  Cropped length  Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
2491,ASOS DESIGN Tall belted wide leg trousers in stone,ASOS DESIGN,62.97,"     For your daytime thing  High rise  Belted waist  Concealed fly  Functional pockets  Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
2492,ASOS DESIGN co-ord crochet flares,ASOS DESIGN,53.97,     Part of a co-ord set  Top sold separately      High rise   Stretch waistband       Open knit   Flare leg       Regular fit   Just select your usual size ,missing,bottoms
2493,PrettyLittleThing Petite cigarette trousers with paper bag waist in black,ASOS DESIGN,26.99,"     Put the jeans away for a day  High rise  Paper-bag waist  Tie fastening      Slim, tapered fit  A close cut around the thigh with a slim shape through the leg ",missing,bottoms
2494,Public Desire skinny trousers in vinyl,Public Desire,53.96 ,     They've already got your attention  Mid-rise waist  Concealed fly  Slim fit  A narrow cut from hips to hem ,missing,bottoms
2495,Topshop slim leg trousers co-ord with split hem in sea green,Topshop,57.57," Part of a co-ord set  Blazer sold separately  Belt loops  High rise  Zip fly with hook-and-bar fastening  Side pockets   Cropped length   Split hem  Slim fit  A close cut, regular on the waist ",missing,bottoms
2496,ASOS DESIGN curve pop suit in pop yellow,Topshop,156.52,missing,missing,bottoms
2497,Missguided Petite co-ord fairisle knitted legging,Missguided,44.98,"      Part of a co-ord set    Top sold separately    High-rise waist       Elasticated waistband  Skinny fit  Tight cut, regular on the waist ",missing,bottoms
2498,ASOS EDITION floral off shoulder top & wide leg trouser co-ord,Missguided,203.30,missing,missing,bottoms
2499,ASOS DESIGN oversized jogger,ASOS DESIGN,39.58,"     Your casual vibe, sorted      Stretch waist and cuffs  Side pockets  Oversized fit  More room for activities ",missing,bottoms
2500,ASOS DESIGN co-ord knitted trousers with mesh stitch detail,ASOS DESIGN,46.78 ,     Part of a co-ord set  Jumper sold separately  Stretch waistband  Bodycon fit  A tight cut to the body ,missing,bottoms
2501,ASOS DESIGN wide leg trousers with clean high waist,ASOS DESIGN,44.98,      Give your jeans a day off    High-rise waist   Wide leg  Regular fit on the waist ,missing,bottoms
2502,ASOS DESIGN Curve pop suit in purple,ASOS DESIGN,151.12,missing,missing,bottoms
2503,Criminal Damage utility joggers in contrast stitch,Criminal Damage,80.96,     For 24/7 glam  Drawstring waist  Side pockets  Utility-style pocket detail to leg  Drawstring detail  Fitted cuffs  Regular fit  True to size ,missing,bottoms
2504,Topshop leather trousers with split front in snake print,Topshop,350.82,     We're still not over animal print  Snakeskin-effect design  High rise  Button fastening  Concealed fly  Slits to hem  Flared shape  Cut with a skinny leg that flares at the knee ,missing,bottoms
2505,Nike Training leopard print leggings,Nike,71.96,"     Activewear, but make it fashion      Animal print  High rise      Elasticated waistband      Contrast panels to side  Bodycon fit  A tight cut to the body ",missing,bottoms
2506,ASOS DESIGN Maternity tracksuit ultimate sweat / under the bump jogger with tie,Nike,53.97,"     Tracksuit set  You casual vibe, sorted  Crew neck  Ribbed trims  Jogging bottoms  Drawstring waist  Functional pockets  Fitted cuffs  Slim leg  Regular fit  Designed to fit during all stages of pregnancy  ",missing,bottoms
2507,Loungeable mix & match lounge leggings,Loungeable,32.38, For cosy nights and lazy days  Drawstring waist  Skinny fit  Cut very closely from hips to hem  Exclusive to ASOS ,missing,bottoms
2508,Missguided branded co-ord in camel,Loungeable,66.57,missing,missing,bottoms
2509,Fiorucci colour block jogger,Loungeable,233.88,"     Your casual vibe, sorted  Colour-block design  Stretch waistband  Side pockets  Fitted cuffs  Relaxed fit  For a slouchy silhouette ",missing,bottoms
2510,Micha Lounge Luxe wide leg trousers in fine wool blend knit co-ord,Micha Lounge,80.96,      Part of a co-ord set    Top sold separately    High-rise waist        Wide-cut leg       Regular fit  Just select your usual size  Exclusive to ASOS ,missing,bottoms
2511,The North Face TNL leggings in yellow,The North Face,89.96,      Add-to-bag potential: considerable    High rise       Elasticated waistband  Colour-block design  The North Face branded taping       Bodycon fit   An extra-tight cut around the sleeves and chest ,missing,bottoms
2512,ASOS DESIGN jersey wrap suit in check,The North Face,102.55,missing,missing,bottoms
2513,ASOS DESIGN Petite chino trousers in navy,ASOS DESIGN,35.98,     Easily dressed up or down  Mid-rise waist  Concealed fly  Functional pockets  Regular fit  Just select your usual size ,missing,bottoms
2514,Seafolly beach culottes in geo print,Seafolly,98.95,"     Which way to the beach?  High rise  Stretch waistband  Cropped length  Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
2515,ASOS DESIGN Petite mix & match culottes with tie waist,ASOS DESIGN,44.98,"     Add-to-bag potential: considerable  High rise  Tie waist  Side pockets   Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
2516,Glamorous wide leg trousers in soft faux leather,Glamorous,57.57,"     Add-to-bag potential: considerable  Mid-rise waist  Concealed fly  Side pockets  Wide leg  Fitted at the top, flowing at the bottom  Exclusive to ASOS ",missing,bottoms
2517,Namilia wide leg high shine trousers with utility pockets,Namilia,305.85,"  Join the metallic movement       High-rise waist      Utility-style pockets  Contrast trims and chain detail  Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
2518,ASOS DESIGN mono geo suit,Namilia,161.92,missing,missing,bottoms
2519,ASOS DESIGN oversized jogger,ASOS DESIGN,39.58, Part of our responsible edit  Stretch waistband  Side pockets  Fitted cuffs  Oversized fit  Designed to look baggy ,missing,bottoms
2520,ASOS 4505 Curve bright micro spot set,ASOS DESIGN,79.16,missing,missing,bottoms
2521,Warehouse joggers in khaki,Warehouse,70.16,      Throw on and go    Drawstring waist    Side pockets    Fitted cuffs    Regular fit    True to size  ,missing,bottoms
2522,ASOS DESIGN Petite clean tapered jogger in organic cotton,ASOS DESIGN,32.38,"      Give your jeans a day off    Drawstring waistband        Side pockets   Regular, tapered fit  A standard cut around the thigh with a narrow shape through the leg ",missing,bottoms
2523,Fashionkilla Plus velvet split side jogger in shadow grey,Fashionkilla,39.58,     Add-to-bag potential: considerable  High rise  Elasticated waist  Split-side details   Fitted cuffs  Regular fit  Just select your usual size  Exclusive to ASOS ,missing,bottoms
2524,ASOS DESIGN Curve lounge knitted relaxed culottes,ASOS DESIGN,53.97,"     As if we needed another excuse to cancel our plans  High rise  Stretch waistband  Cropped, wide-cut leg  Relaxed fit  For a slouchy silhouette ",missing,bottoms
2525,Crooked Tongues balloon joggers in graphic mono print,Crooked Tongues,50.37,"     Current mood   All-over print   Stretch waistband   Zip placket      Side pockets       Relaxed fit   Loose cut, regular on the waist  Exclusive to ASOS ",missing,bottoms
2526,ASOS DESIGN Tall tracksuit sweat / basic jogger with tie with contrast binding,ASOS DESIGN,57.57," Tracksuit set  Your casual vibe, sorted  Plain sweatshirt  Crew neck   Over-the-head style    Contrast piping    Trouser bottoms   Stretch waistband  Functional pockets  Regular fit  Just select your usual size ",missing,bottoms
2527,ASOS DESIGN Tall chino trousers in black,ASOS DESIGN,35.98,     Part of our responsible edit      High-rise waist      Concealed fly  Functional pockets  Slim fit  A narrow cut from hips to hem ,missing,bottoms
2528,Nike black high rise leggings with contrast waistband,Nike,48.58,"     For your chill days      High-rise, branded waist      Elasticated waistband  Nike Swoosh logo  It's a classic      Bodycon fit  Holds you close ",missing,bottoms
2529,Capulet keeley high waisted check trousers,Capulet,230.28,     Add-to-bag potential: considerable  High-rise waist  Zip and button fly  Check design  Regular fit  Just select your usual size ,missing,bottoms
2530,ASOS DESIGN Petite tracksuit ultimate sweat / jogger with tie,Capulet,53.97, Part of our responsible edit   Crew neck  Fitted cuffs and hem  Drawstring waist  Side pockets   Fitted cuffs  Regular fit  Just select your usual size ,missing,bottoms
2531,UNIQUE21 wide leg tuxedo trousers in sequin with contrast side seam co-ord,Unique 21,80.96,"      Part of a co-ord set    Jacket sold separately     High rise   Zip back fastening  Sequin design  Wide leg  Fitted at the top, flowing at the bottom  Exclusive to ASOS ",missing,bottoms
2532,ASOS DESIGN Curve legging in tonal tie dye,ASOS DESIGN,28.79,     Part of our responsible edit      High rise  Stretch waistband  Tie-dye design       Skinny fit   Cut very closely from hips to hem ,missing,bottoms
2533,John Zack velvet wide leg trouser in lime,John Zack,71.96,"     For that thing you have to go to      High rise       Side splits   Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
2534,ASOS DESIGN co-ord with cut out detail in orange,John Zack,68.37,missing,missing,bottoms
2535,ASOS EDITION tailored tapered trouser,ASOS EDITION,116.94,"     For weddings, civil partnerships or a Tuesday      High-rise waist      Zip fly with button fastening  Hook-and-bar closure      Side pockets  Tapered fit  Cut loosely around the thigh and tapered from the knee to the ankle  ",missing,bottoms
2536,ASOS DESIGN Curve high waist trousers in skinny fit,ASOS DESIGN,44.98,     An alternative to your jeans  High-rise waist  Zip fly      Skinny fit   Cut very closely to the body  ,missing,bottoms
2537,The Couture Club skinny contrast jogger in grey,ASOS DESIGN,71.96,"     Your casual vibe, sorted   High rise  Drawstring waist  Zip pockets  Zip cuffs  Skinny fit  Cut very closely from hips to hem ",missing,bottoms
2538,ASOS DESIGN borg knit co-ord in Cream,ASOS DESIGN,100.74,missing,missing,bottoms
2539,Bershka pleat top slouchy trousers in camel,Bershka,35.96,"     For your everyday thing  High rise  Concealed fly  Functional pockets  Tapered leg  Relaxed fit  Loose cut, regular on the waist ",missing,bottoms
2540,Stradivarius straight cropped trousers in black,Stradivarius,35.96,"      Put the jeans away for a day    High-rise waist        Concealed fly with button fastening    Side pockets       Cropped, wide-cut leg      Regular fit  Just select your usual size ",missing,bottoms
2541,COLLUSION Petite cuffed cargo trouser,COLLUSION,44.98,"     An alternative to your jeans  Adjustable toggle waistband  Side pockets  Stretch cuffs  Regular, tapered fit  A standard cut around the thigh with a slim shape through the leg ",missing,bottoms
2542,ASOS WHITE high waisted pocket trousers in speckled twill,ASOS WHITE,116.94,     Add-to-bag potential: considerable  High-rise waist  Concealed fly  Functional pockets  Speckled finish  Regular fit  Just select your usual size ,missing,bottoms
2543,COLLUSION cuffed cargo trouser,COLLUSION,44.98,     For your daytime thing      High rise      Stretch waistband with adjustable toggles      Functional pockets  Cropped length      Fitted cuffs  Regular fit  Just select your usual size ,missing,bottoms
2544,ASOS DESIGN 80s extreme tapered trousers in lime,ASOS DESIGN,57.57,"     They've already got your attention       High-rise waist      Concealed fly       Side pockets       Extreme, tapered fit   A relaxed cut around the thigh with a narrow shape through the leg ",missing,bottoms
2545,ASOS DESIGN co-ord cable jogger,ASOS DESIGN,50.37,     Part of a co-ord set   Jumper sold separately  Cable-knit design   Elasticated waistband  Skinny fit  Cut very closely from hips to hem ,missing,bottoms
2546,Neon Rose wide leg trousers in check,Neon Rose,62.97,"     Worth making plans for  Check design  High rise  Concealed fly  Functional pockets  Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
2547,COLLUSION cargo trousers,COLLUSION,44.98,"     An alternative to your jeans  High rise  Stretch waistband and cuffs  Side pockets  Regular, tapered fit  A standard cut around the thigh with a slim shape through the leg  Exclusive to ASOS ",missing,bottoms
2548,ASOS DESIGN curve mix & match ultimate ankle grazer suit trousers,ASOS DESIGN,32.38,"     For that thing you have to go to      High rise  Concealed fly with hook-and-bar fastening      Functional pockets       Cropped length   Regular fit   No surprises, just a classic cut ",missing,bottoms
2549,ASOS DESIGN chino trousers,ASOS DESIGN,35.98,"  Part of our responsible edit    High rise   Concealed fly with button fastening  Side pockets  Regular, tapered fit  A standard cut around the thigh with a narrow shape through the leg ",missing,bottoms
2550,Weekday Tami tapered trouser in dark green,Weekday,98.95,"      Add-to-bag potential: considerable    High rise    Belt loops     Button fastening    Side pockets   Wide leg  Fitted at the top, flowing at the bottom ",missing,bottoms
2551,Superdry wide leg jogger with logo,Superdry,80.94,      Give your jeans a day off    Stretch waistband       Side pockets      Branded design   Wide leg   Regular fit on the waist ,missing,bottoms
2552,ASOS DESIGN Petite plisse culotte trousers,ASOS DESIGN,39.58,     Add them to your everyday line-up  High rise  Elasticated waist  Regular fit  Just select your usual size ,missing,bottoms
2553,ASOS DESIGN Maternity over the bump skinny trouser with buckle hem detail with bump band,ASOS DESIGN,44.98,     For your daytime thing      High rise      Over-the-bump waistband  Cropped length with buckle detail  Skinny fit  Designed to fit through all stages of pregnancy ,missing,bottoms
2554,Hollister slouchy utility jogger in camo,Hollister,62.97,     For your everyday thing      High rise  Belt loops  Concealed fly  Camouflage print   Side pockets  Fitted cuffs  Regular fit  True to size ,missing,bottoms
2555,HIIT ribbed legging in green,HIIT,35.98,     For the gym or your everyday thing      High rise  Elasticated waistband      Branded detailing  Close-cut bodycon fit ,missing,bottoms
2556,Puma Exclusive Classics teal green leggings,PUMA,44.98,     Level up your activewear   High rise      Stretchy waistband  PUMA logo print  Contrast side panels  Bodycon fit   A tight cut to the body      Exclusive to ASOS ,missing,bottoms
