,title,price,brand,description,colour,category
1179,brayden jeans,42.00,Runway Bandits,"designed for that relaxed, yet effortlessly stylish look, the brayden jeans have a flattering high-rise waist and a straight-cut silhouette reminiscent of the ‘90s. available in three different washes, this comfy pair includes four roomy pockets and is finished off with a concealed front fly.
*sale items are non-exchangeable, non-returnable, and non-refundable",midwash,bottoms
1180,hester jeans,42.00,Runway Bandits,"distressed for that cool, live-in look, the hester jeans are our go-to pair of jeans on casual weekend afternoons. these high-waisted bottoms feature a tapered cut meant to slim and elongate the legs while its frayed hems add to its relaxed look. cuff them for a slightly more polished look or wear them as-is – it is your choice.
*sale items are non-exchangeable, non-returnable, and non-refundable",lightwash,bottoms
1181,bryson shorts,34.00,Runway Bandits,"designed to sit high on your waist, the thigh-grazing length of the bryson shorts makes them a cooling, yet polished alternative to your typical frayed denim shorts. cut for a slightly loose fit, these warm weather darlings are embellished with piping details on each leg to add depth to the piece.",wheat,shorts
1182,cheval top,32.00,Runway Bandits,"a basic staple with a cool and contemporary vibe, the",black,tops
1183,aisa blouse,34.00,Runway Bandits,nothing jazzes up your typical elbow-length top more than a cold-shoulder silhouette and that’s what we love most about the,navy,tops
1184,seke dress,40.00,Runway Bandits,"inspired by garments in motion, the",copper rust,dress
1185,aisa blouse,34.00,Runway Bandits,nothing jazzes up your typical elbow-length top more than a cold-shoulder silhouette and that’s what we love most about the,mist grey,tops
1186,denny top,34.00,Runway Bandits,"paneled with a striking colour-block detail across the front,",slate blue,tops
1187,fillory culottes,42.00,Runway Bandits,"made for humid and sunny days ahead, the",navy,bottoms
1188,fillory culottes,42.00,Runway Bandits,"made for humid and sunny days ahead, the",laurel green,bottoms
1189,caleb skirt,35.00,Runway Bandits,the,mauve,skirts
1190,averi top,31.00,Runway Bandits,"perfect for creating on-trend layering looks, the",teal,tops
1191,vori cami,32.00,Runway Bandits,"crafted from unique lace fabric, the vori is a feminine and flirty camisole with an a-line silhouette and a flattering v-neck. its knotted straps create the look of self-tie bows without putting the wearer through the hassle of tying it themselves. highlights also include a fully lined inner that adds comfort. dress yours with a pair of culottes or pencil skirt.
*sale items are non-exchangeable, non-returnable, and non-refundable",white,tops
1192,qans top,30.00,Runway Bandits,"a boxy camisole infused with colourblocks in the subtlest of manners, the",terracotta,tops
1193,vori cami,32.00,Runway Bandits,"crafted from unique lace fabric, the vori is a feminine and flirty camisole with an a-line silhouette and a flattering v-neck. its knotted straps create the look of self-tie bows without putting the wearer through the hassle of tying it themselves. highlights also include a fully lined inner that adds comfort. dress yours with a pair of culottes or pencil skirt.
*sale items are non-exchangeable, non-returnable, and non-refundable",black,tops
1194,kyler dress,40.00,Runway Bandits,"not everything bold is beautiful, as evident in the details in the",terracotta,dress
1195,bleu top,32.00,Runway Bandits,"cut for a relaxed fit, the",mustard,tops
1196,franse top,32.00,Runway Bandits,a minimalist number like the,white,tops
1197,bale shirt,30.00,Runway Bandits,online exclusive,grey,tops
1198,rinoa jeans,34.00,Runway Bandits,online exclusive,darkwash,bottoms
1199,pikae top,30.00,Runway Bandits,online exclusive,dark grey,tops
1200,olise tank,28.00,Runway Bandits,the,rust,tops
1201,olise tank,28.00,Runway Bandits,the,navy,tops
1202,olise tank,28.00,Runway Bandits,the,black,tops
1203,lycan pullover,35.00,Runway Bandits,keep yourself warm this rainy season with the,black,tops
1204,atlas top,30.00,Runway Bandits,"a snazzy number for the weekends, the atlas top is the epitome of “business in the front, party at the back”. featuring a high neckline that splits into slim vertical straps down the back, this one is fitted with an inner lining, and features a zip and button closure. work yours with flare jeans and platforms for a grungy ‘90s look, or play it safe with a structured mini.
*sale items are non-exchangeable, non-returnable, and non-refundable",white,tops
1205,isla shirt,30.00,Runway Bandits,online exclusive,darkwash,tops
1206,leorio blouse,34.00,Runway Bandits,"perfect for warmer days ahead, the",fjord blue,tops
1207,leorio blouse,34.00,Runway Bandits,"perfect for warmer days ahead, the",rust,tops
1208,ulla jeans,34.00,Runway Bandits,online exclusive,acidwash,bottoms
1209,unlyn skirt,34.00,Runway Bandits,asymmetry is one key trend for the season and there’s no better way to show off your knowledge of fashion than with the,forest,skirts
1210,kanny skirt,34.00,Runway Bandits,we think pencil skirts may just be the best way to look dolled up while still maintaining the appearance of a working professional. the,forest,skirts
1211,sarge top,28.00,Runway Bandits,online exclusive,olive grey,tops
1212,kouf shorts,30.00,Runway Bandits,online exclusive,darkwash,shorts
1213,exiv culottes,42.00,Runway Bandits,the,rust,bottoms
1214,juvia top,32.00,Runway Bandits,"cut from lightweight polyester, the",black,tops
1215,alesta shirt,30.00,Runway Bandits,online exclusive,white,tops
1216,lowen tee,30.00,Runway Bandits,"a versatile essential that is required to complete any wardrobe, the",heather,tops
1217,ioola skirt,39.00,Runway Bandits,"made from a luxurious polyester-blend that is soft, yet structured, the ioola skirt is a midi skirt designed to sit at the slimmest part of your body and strategically pleated to streamline your hips. its highlights include the buckle that adds a hint of masculinity to the otherwise feminine piece, as well as two conveniently placed pockets.
*sale items are non-exchangeable, non-returnable, and non-refundable",dark green,skirts
1218,ioola skirt,39.00,Runway Bandits,"made from a luxurious polyester-blend that is soft, yet structured, the ioola skirt is a midi skirt designed to sit at the slimmest part of your body and strategically pleated to streamline your hips. its highlights include the buckle that adds a hint of masculinity to the otherwise feminine piece, as well as two conveniently placed pockets.
*sale items are non-exchangeable, non-returnable, and non-refundable",black,skirts
1219,zolay dress,39.00,Runway Bandits,"combining our favourite elements from longline vests and maxi dresses, the",black,dress
1220,zolay dress,39.00,Runway Bandits,"combining our favourite elements from longline vests and maxi dresses, the",olive,dress
1221,chet shirt,32.00,Runway Bandits,online exclusive,white,tops
1222,jani blouse,30.00,Runway Bandits,online exclusive,blue,tops
1223,cary pants,42.00,Runway Bandits,"there is no doubt that a pair of classic high-waisted pants that keeps you looking sleek and chic is a must-have for every working professional’s wardrobe. with its slightly flared silhouette and concealed back zipper, the",wheat,bottoms
1224,haen jeans,34.00,Runway Bandits,online exclusive,lightwash,bottoms
1225,kexen top,28.00,Runway Bandits,online exclusive,black,tops
1226,quine jeans,34.00,Runway Bandits,online exclusive,darkwash,bottoms
1227,junas dress,39.00,Runway Bandits,"designed with short sleeves to counter the heat and humidity, the",navy,dress
1228,emyst top,28.00,Runway Bandits,online exclusive,chambray,tops
1229,kinsel blouse,30.00,Runway Bandits,online exclusive,navy,tops
1230,nelsie skirt,34.00,Runway Bandits,online exclusive,storm grey,skirts
1231,ureka dress,30.00,Runway Bandits,online exclusive,black,dress
1232,zelux jeans,34.00,Runway Bandits,online exclusive,midwash,bottoms
1233,ureka dress,30.00,Runway Bandits,online exclusive,coffee,dress
1234,una blouse,32.00,Runway Bandits,online exclusive,white,tops
1235,micah top,32.00,Runway Bandits,"inject a little colour into your wardrobe with the colourblocked micah top. featuring a contrast coloured vertical panel that stretches from the shoulder to the hem and a keyhole button closure along the nape, this sleeveless piece is a dream to slip on due to the silky smooth inner lining and a breeze to style. pair it with a midi skirt or a pair of flared culottes.
*sale items are non-exchangeable, non-returnable, and non-refundable",terracotta,tops
1236,stryker jumpsuit,34.00,Runway Bandits,online exclusive,black,bottoms
1237,stikine shirt,30.00,Runway Bandits,online exclusive,white,tops
1238,naux shirtdress,34.00,Runway Bandits,online exclusive,white,dress
1239,egan dress,38.00,Runway Bandits,online exclusive,rust,dress
1240,whitley top,28.00,Runway Bandits,"formal enough for important dinners and casual enough for a day out with your girlfriends, the whitley top is a snazzy high-neck piece you have to own. fitted with an inner lining cut from silky smooth fabric, it features a side button closure located along the collarbones and an inverted pleat that runs down the décolletage. style yours with a classy mid-length skirt or stay comfy and opt for a pair of your favourite culottes instead.
*sale items are non-exchangeable, non-returnable, and non-refundable",white,tops
1241,whitley top,28.00,Runway Bandits,"formal enough for important dinners and casual enough for a day out with your girlfriends, the whitley top is a snazzy high-neck piece you have to own. fitted with an inner lining cut from silky smooth fabric, it features a side button closure located along the collarbones and an inverted pleat that runs down the décolletage. style yours with a classy mid-length skirt or stay comfy and opt for a pair of your favourite culottes instead.
*sale items are non-exchangeable, non-returnable, and non-refundable",navy,tops
1242,whitley top,28.00,Runway Bandits,"formal enough for important dinners and casual enough for a day out with your girlfriends, the whitley top is a snazzy high-neck piece you have to own. fitted with an inner lining cut from silky smooth fabric, it features a side button closure located along the collarbones and an inverted pleat that runs down the décolletage. style yours with a classy mid-length skirt or stay comfy and opt for a pair of your favourite culottes instead.
*sale items are non-exchangeable, non-returnable, and non-refundable",orange,tops
1243,whitley top,28.00,Runway Bandits,"formal enough for important dinners and casual enough for a day out with your girlfriends, the whitley top is a snazzy high-neck piece you have to own. fitted with an inner lining cut from silky smooth fabric, it features a side button closure located along the collarbones and an inverted pleat that runs down the décolletage. style yours with a classy mid-length skirt or stay comfy and opt for a pair of your favourite culottes instead.
*sale items are non-exchangeable, non-returnable, and non-refundable",black,tops
1244,ulyssa dress,34.00,Runway Bandits,online exclusive,sunflower,dress
