,url,brand,title,price,description,colour
167,https://www.runwaybandits.com/product/clothes/dresses/ursula-dress-navy,Runway Bandits,URSULA DRESS,SGD $39.00,"Versatile as can be, the","COLOUR:
NAVY"
168,https://www.runwaybandits.com/product/clothes/shorts/oumie-shorts-black,Runway Bandits,OUMIE SHORTS,SGD $34.00,"Inspired from tailored pants and cut from a structured poly-blend, the","COLOUR:
BLACK"
169,https://www.runwaybandits.com/product/clothes/dresses/ursula-dress-teal,Runway Bandits,URSULA DRESS,SGD $39.00,"Versatile as can be, the","COLOUR:
TEAL"
170,https://www.runwaybandits.com/product/clothes/shorts/oumie-shorts-navy,Runway Bandits,OUMIE SHORTS,SGD $34.00,"Inspired from tailored pants and cut from a structured poly-blend, the","COLOUR:
NAVY"
171,https://www.runwaybandits.com/product/clothes/tops/corra-blouse-maroon,Runway Bandits,CORRA BLOUSE,SGD $32.00,"Inspired by the Victorian era, the","COLOUR:
MAROON"
172,https://www.runwaybandits.com/product/clothes/tops/ike-blouse-dusty-pink,Runway Bandits,IKE BLOUSE,SGD $32.00,The,"COLOUR:
DUSTY PINK"
173,https://www.runwaybandits.com/product/clothes/tops/ike-blouse-black,Runway Bandits,IKE BLOUSE,SGD $32.00,The,"COLOUR:
BLACK"
174,https://www.runwaybandits.com/product/clothes/dresses/noelle-shirtdress-light-khaki,Runway Bandits,NOELLE SHIRTDRESS,SGD $39.00,"A casual number great for chill weekends, the","COLOUR:
LIGHT KHAKI"
175,https://www.runwaybandits.com/product/clothes/tops/ike-blouse-contessa,Runway Bandits,IKE BLOUSE,SGD $32.00,The,"COLOUR:
CONTESSA"
176,https://www.runwaybandits.com/product/clothes/dresses/noelle-shirtdress-navy,Runway Bandits,NOELLE SHIRTDRESS,SGD $39.00,"A casual number great for chill weekends, the","COLOUR:
NAVY"
177,https://www.runwaybandits.com/product/clothes/tops/ike-blouse-oatmeal,Runway Bandits,IKE BLOUSE,SGD $32.00,The,"COLOUR:
OATMEAL"
178,https://www.runwaybandits.com/product/clothes/skirts/norah-skirt-dark-sage,Runway Bandits,NORAH SKIRT,SGD $32.00,High-waisted A-line skirt with no visible waistband.,"COLOUR:
DARK SAGE"
179,https://www.runwaybandits.com/product/clothes/shorts-clothes/denim/hilden-shorts-lightwash,Runway Bandits,HILDEN SHORTS,SGD $32.00,High-waisted denim shorts.,"COLOUR:
LIGHTWASH"
180,https://www.runwaybandits.com/product/clothes/tops/boslet-top-grey-gingham,Runway Bandits,BOSLET TOP,SGD $32.00,Puff sleeved V-neck gingham blouse.,"COLOUR:
GREY GINGHAM"
181,https://www.runwaybandits.com/product/clothes/tops/anelia-tee-black,Runway Bandits,ANELIA TEE,SGD $28.00,Basic textured ribbed knit tee.,"COLOUR:
BLACK"
182,https://www.runwaybandits.com/product/clothes/tops/kira-cami-white,Runway Bandits,KIRA CAMI,SGD $28.00,Classic cowl neck cami with non-adjustable straps.,"COLOUR:
WHITE"
183,https://www.runwaybandits.com/product/clothes/shorts-clothes/denim/hilden-shorts-navy,Runway Bandits,HILDEN SHORTS,SGD $32.00,High-waisted denim shorts.,"COLOUR:
DARKWASH"
184,https://www.runwaybandits.com/product/clothes/skirts/norah-skirt-black,Runway Bandits,NORAH SKIRT,SGD $32.00,High-waisted A-line skirt with no visible waistband.,"COLOUR:
BLACK"
185,https://www.runwaybandits.com/product/clothes/tops-clothes/basics/deah-tee-winter-pear,Runway Bandits,DEAH TEE,SGD $30.00,"When it boils down to that one print that transcends both time and trends, there’s no doubt that stripes will be the print that pops up in everybody’s heads. The","COLOUR:
WINTER PEAR"
186,https://www.runwaybandits.com/product/clothes/dresses/naeste-shirtdress-olive,Runway Bandits,NAESTE SHIRTDRESS,SGD $46.00,Like the,"COLOUR:
OLIVE"
187,https://www.runwaybandits.com/product/clothes/tops-clothes/basics/deah-tee-black,Runway Bandits,DEAH TEE,SGD $30.00,"When it boils down to that one print that transcends both time and trends, there’s no doubt that stripes will be the print that pops up in everybody’s heads. The","COLOUR:
BLACK"
188,https://www.runwaybandits.com/product/clothes/tops/udell-shirt-navy,Runway Bandits,UDELL SHIRT,SGD $34.00,"A semi-casual piece fit for both the workplace and the weekends, the","COLOUR:
NAVY"
189,https://www.runwaybandits.com/product/clothes/tops/deah-tee-white-navy,Runway Bandits,DEAH TEE,SGD $30.00,"When it boils down to that one print that transcends both time and trends, there’s no doubt that stripes will be the print that pops up in everybody’s heads. The","COLOUR:
WHITE/NAVY"
190,https://www.runwaybandits.com/product/clothes/dresses/naeste-shirtdress-plum,Runway Bandits,NAESTE SHIRTDRESS,SGD $46.00,Like the,"COLOUR:
PLUM"
191,https://www.runwaybandits.com/product/clothes/tops-clothes/basics/deah-tee-duck-egg-blue,Runway Bandits,DEAH TEE,SGD $30.00,"When it boils down to that one print that transcends both time and trends, there’s no doubt that stripes will be the print that pops up in everybody’s heads. The","COLOUR:
DUCK EGG BLUE"
