,brand,title,price,description,colour,material
388,Cosabella,Sweet Treat Geo Vneck Bralette,S$ 77.90,"- Solid tone scallop lace bralette with ruched detail
- No cups
- Slim fit
- Elasticated band fastening
- Polyamide blend
- Model wears an S and is 180cm tall",Blush,"83% Polyamide, 17% Elastane"
389,LYCKA,LMM2104- Lady Sexy Lace Bra And Panty Set-White,S$ 43.00,"-3/4 cup lace bra
-Fixed Shoulder Strap
-Back Double Hook Fastening
-Sexy and Regular Comfort",White,Polyester
390,DORINA,Harper Bodysuit,S$ 42.90,"- Solid tone bodysuit
- Removable light padded cups
- Regular fit
- Button fastening
- Polyamide blend
- Model wears a UK 8 and is 173cm tall",Black,"88% Polyamide, 12% Elastane"
391,Cotton On Body,Jersey High Neck T-Shirt,S$ 24.99,"- Embroidered graphic boxy pyjama tee
- Crew neckline
- Unlined
- Relaxed fit
- Slip on style
- Cotton
- Model wears an S and is 180cm tall",Navy Baby/mornings,Cotton
392,YG Fitness,Sexy Quick-Drying Running Fitness Yoga Bra,S$ 156.45,"Body sculpting, 360-degree perfect body, perfect curve.
Fit: Leisure / Yoga / Running / Fitness / Outdoor Sports
- Comfortable fabric, breathable and quick-drying
- Contains detachable chest pad, No steel ring
- US back three-dimensional cutting
- Four-needle six-line exquisite craftsmanship, firm tear resistance",multi,Blend
393,Noppies,Cotton Comfort Nursing Bra,S$ 49.90,"- Melange nursing bra
- Has nursing function
- Wired padded cups
- Regular fit
- Hook fastening
- Adjustable straps
- Cotton blend
- Model wears a size 75B and is 174cm tall",Grey Melange,Blend
394,Calvin Klein,Casual Bikini Panties - Calvin Klein Underwear,S$ 43.00,"- Solid tone briefs with brand printed waistband
- Mid rise
- Unlined
- Regular fit
- Elasticised waistband
- Cotton blend
- Model wears an S and is 177cm tall",Elysian Green,"90% Cotton, 10% Elastane"
395,VIVIESTA SPORT,Long Line Breathable Mesh Sports Bra,S$ 67.00,"Stylish seamless knit contrunction enhances flexibility, while cut-out mesh fabric ensures a breathable workout. Stretch fabric with moisture-wicking technology, stylish and comfortable.
- Performance stretch fabric for added comfort
- Strap and back design for extra support
- Removable cups to customize your fit to perfection",Dusty Pink,"Polyester, Spandex"
396,Impression,Satin Nightdress,S$ 49.90,"Step into the dreamland looking elegantly timeless with this satin nightdress from Impression. Crafted from silky cotton blend fabric with adjustable straps for a snug fit, swathe in comfort offered by this gorgeous garment.

- Cotton blend
- V-neckline
- Sleeveless
- Adjustable straps
- Regular fit
- Unlined",Pink,Cotton blend
397,Kaleidoscope,MORGAN Holiday Apex Bra,S$ 63.00,"MORGAN Holiday Apex Bra
-2-tone floral lace cups with striped mesh paneling, stretchy scalloped lace on torso, light padded cups with supportive underwire, adjustable shoulder straps.",NAVY,93% Nylon 7% Spandex
398,FOREVER 21,Burgundy Satin Bra,S$ 17.00,"- Solid tone satin textured bra
- V neckline
- Unlined
- Regular fit
- Back clip fastening
- Adjustable shoulder straps
- Polyblend",Burgundy,"96% Polyester, 4% Spandex"
399,Cotton On Body,Cotton Rib Brasiliano Briefs Set,S$ 20.00,"- Assorted ribbed briefs
- Mid rise
- Regular fit
- Elasticated waistband 
- Cotton blend
- Set of 3
- Model wears an S and is 173cm tall",Black/grey Marle/simple Stripe Cameo,"95% Cotton, 5% Elastane"
400,Cotton On Body,Jersey Cropped Cuffed Pants,S$ 29.99,"- Cropped pants with camo print
- Medium rise
- Relaxed fit
- Elasticized waistband
- Cuffed hem
- 2 side pockets
- Cotton blend
- Model wears an M and is 170cm tall",Carla Camo,Blend
401,Cotton On Body,Cotton Bind Bikini Cut Briefs,S$ 12.00,"- Two-colour panties with striped print
- Mid rise
- Slim fit
- Elasticised waistband
- Cotton blend
- Model wears an S and is 172cm tall",Light Grey Marle Stripe,Blend
402,YG Fitness,Quick-Drying Running Fitness Yoga Vest Bra,S$ 183.75,"Body sculpting, 360-degree perfect body, perfect curve.

Suitable for: Leisure / Yoga / Running / Fitness / Outdoor Sports
- Comfortable fabric, breathable and quick-drying
- Beauty back stereo cut
- Bra with chest pad, shockproof and decompression",white,Polyester Fiber + Spandex
403,Kaleidoscope,ERIN Secret Garden Lace Crop Top,S$ 70.00,"-Embroidery floweronthe floral mesh fabricwithout padded cups, soft lace band under breast, adjustableshoulder straps, X-fit elastic closures at back.",RED,95% Nylon 5% Spandex
404,Cotton On Body,Maddie Push Up 2 Bra,S$ 34.95,"- Monochrome bra with lace detail
- Regular fit
- Back hook fastening
- Push-up cups with underwires
- Scalloped shoulder straps
- Polyamide blend
- Model wears a size 10C/12B and is 180cm tall",Black,"90% Polyamide, 10% Elastane"
405,Impression,Bundle Of 2 Garter Belt,S$ 35.80,"- Solid shade lace garter belt with bow accents
- Slim fit
- Adjustable hook and clip strap fastening
- Elasticated waistband
- Pack of two
- Cotton blend",Pink/white,Cotton blend
406,Cotton On Body,Charlotte Lace Trim Bikini Brief,S$ 20.00,"- Lace trim classic brief
- Low rise
- Regular fit
- Soft stretch lace waist band
- Textured ribbon bow detail
- Come in 3 sets
- Cotton blend
- Model wears an S and is 173cm tall",WHITE MARLE/MIDNIGHT SPLATTER DAISY/SIMPLE STRIPE,"This item is not valid for returns, refunds and exchanges"
407,Ann Summers,Sexy Lace String,S$ 15.90,"- Sheer lace G-string
- Mid rise
- Slim fit
- Elasticised waist
- Polyamide blend
- Model wears an S and is 175cm tall",Teal,Polyamide blend
408,Deshabille,Santa Monica Pant & Tee Set,S$ 129.00,"The Santa Monica Pant & Tee Set from Deshabillé is perfect for movie nights, bedtime, and beyond. Comprised of two winning separates: a plain white tee crafted from soft modal/spandex jersey and tapered leg bottoms, finished with side pockets and a cotton herringbone waist tie.

- Length AU S: Top 62cm; Pant - Inside Leg: 72cm, Front Rise: 24cm; Leg Opening: 27cm
Top:
- Loose fit
- High V neck with wide band
- Short sleeves
- Slighlty curved hems
Pants:
- Relaxed fit
- Tapered Leg shape
- White cuffs, cinched at ankle
- Mid weight stretch cotton yarn dyed stripe fabric
- Wide white elasticated waistband with cotton herringbone drawstring tie threaded through gold metal eyelets
- Side slant pockets",Blush/White,Top - 95% Modal / 5% Spandex Jersey 220gsm Pant - 95% Cotton / 5% Spandex Jersey 180gsm
409,ZALORA BASICS,Lounge Satin Nightie With Side Lace Trim,S$ 24.90,"- Solid tone crossback nightie with lace detail
- Unlined
- V neckline
- Regular fit
- Adjustable straps
- Polyblend
- Model wears an S and is 174cm tall",Dusty Pink,"97% Polyester, 3% Spandex"
410,Impression,Seamless Femme Long-Legged Girdle,S$ 27.90,"Let Impression shape you with an alluring figure - this seamless Femme long-legged girdle offers medium control at waist, tummy and thighs, perfect for wearing under tight clothing. Featuring subtle floral pattern, it is designed for improved air and heat circulation for your optimum comfort.

- Polyblend
- Elasticised waistband
- High rise
- Slim fit
- Unlined",Black,Blend
411,A-IN GIRLS,Quick-Drying Running Fitness Yoga Dance Sports Bra,S$ 156.45,"Body sculpting, 360-degree perfect body, perfect curve.
Suitable for: Leisure / Yoga / Running / Fitness / Dance / Outdoor Sports
- Comfortable fabric, breathable and quick-drying
- Beauty back three-dimensional cut
- Bra With chest pad, shockproof and decompression",black,Polyester Fiber + Spandex
412,River Island,Metallic High Leg Brief,S$ 25.90,"- Shimmering metallic plain briefs
- Lined
- Low rise
- Regular fit
- Elastic waistband
- Nylon blend
- Model wears a UK 8 and is 172cm tall",Silver,"81% Nylon, 11% Metalised Fibre, 8% Elastane"
413,DORINA,Claire 3/4 Cup -Super Push Up Bra,S$ 35.90,"- Solid tone lace detail padded bra
- Non-removable padded cups
- Regular fit
- Hook fastening
- Polyamide blend
- Model wears a size 34B and is 173cm tall",Pink,"56% Polyamide, 29% Polyester, 9% Elastane, 6% Viscose"
414,Impression,Junior Bra Set,S$ 31.80,"Top
- Perforated bra with piping detail
- Slim fit
- Removable padding
- Elasticised band
- Cotton blend

Bottom
- Perforated shorts with piping detail
- Mid rise
- Regular fit
- Elasticised waist
- Cotton blend
- Model wears a size One Size and is 172cm tall",Yellow/Orange,Cotton
415,VIVIESTA SPORT,Elastic Racerback Active Sports Bra.,S$ 49.00,"The sexy back design offers maximum comfort and support. Heat resistance fabric gives dry and cool feelings.
- Performance stretch fabric for added comfort
- Strap and back design for extra support
- Removable cups to customize your fit to perfection",Purple,"92% Polyamide, 8% Spandex"
416,Cotton On Body,Charlotte Lace Trim Boyleg Brief,S$ 11.99,"- Scallop lace trim briefs
- Low rise
- Slim fit
- Elasticised waist
- Boyleg cut
- Cotton blend
- Model wears an S and is 172cm tall",Midnight Splatter Daisy,"46% Cotton, 46% Modal, 8% Elastane"
417,Cotton On Body,Olivia Spot Mesh Bikini Cut Briefs,S$ 11.99,"- Polka dot print mesh bikini cut briefs
- Mid rise
- Regular fit
- Elasticated waistband 
- Polyamide blend
- Model wears an S and is 172cm tall",Black,"90% Polyamide, 10% Elastane"
418,Cotton On Body,Rib Frill Shorts,S$ 19.99,"- Melange sleeping frill hem shorts with openwork waistband
- High rise
- Relaxed fit
- Elasticated waistband fastening
- Polyblend
- Model wears an S and is 180cm tall",Light Grey Marle,Blend
419,XIXILI,XIXILI Basic T-Shirt Bra,S$ 38.00,"- T-shirt bra
- fit effortlessly under any of your casual tops.",beige,[]
420,Cotton On Body,Ava Boyleg Briefs,S$ 11.99,"- Lace trim boyleg panties
- Mid rise
- Slim fit
- Elasticised waist
- Full side length and back coverage
- Soft lace trim details
- Polyamide blend
- Model wears an S and is 180cm tall",Black,"90% Polyamide, 10% Elastane"
421,VIVIESTA SPORT,Triangle Mesh Back Yoga Sports Bra.,S$ 77.00,"Thin strapped sports bra with a meshy design at the back. Quick dry fabric keeps you cool and ventilated after an intense workout. 4-way stretch technology maximise performance.
- Performance stretch fabric for added comfort
- Strap and back design for extra support
- Removable cups to customize your fit to perfection",Black,"90% Nylon, 10% Spandex"
422,On Gossamer,Hip-G Thong,S$ 24.50,"- Solid shade trimming detail cotton thong
- Low rise
- Slim fit
- Elasticated waistband
- Cotton blend
- Model wears an S/M and is 170cm tall",White,"94% Cotton, 6% Spandex"
423,DORINA,Kilian Light-Padded Bra,S$ 35.90,"- Monochrome toned lace trim bra
- Non removable pads
- Hook fastening
- Adjustable shoulder strap
- Polyamide blend
- Model wears a size 34B and is 172cm tall",Black,"57% Polyamide, 33% Polyester"
424,L'urv,Animal Instinct Bralette,S$ 80.90,"- Python print cross front bralette with satin detail
- Removable padding
- Slim fit
- Elastic trim
- Adjustable straps
- Nylon blend",Burgundy,73% Nylon 27% Elastane
425,Calvin Klein,Hipster - Calvin Klein Underwear,S$ 39.00,"- Hipster cut panties with lace trimming
- Low rise
- Slim fit
- Elasticated waistband
- Nylon blend
- Model wears an S and is 177cm tall",Eleven,"82% Nylon, 18% Elastane"
426,Cotton On Body,Scarlett Tanga Brasiliano Briefs,S$ 12.00,"- Contrast band sheer lace briefs
- Mid rise
- Unlined
- Regular fit
- Elasticised waistband
- Polyamide blend
- Model wears an S and is 174cm tall",Crystal Pink Jacquard,Blend
427,Impression,Corset,S$ 49.90,"- Two-toned lace corset
- Scooped neckline
- Slim fit
- Slip-on style
- Polyester blend
- Model wears an M and is 173cm tall",Black,[]
428,Cosabella,Weekender Treat 3 Pack Lowrider Thong,S$ 81.90,"- 'The Weekender' multipack thongs
- Low rise
- Slim fit
- Elasticised waist
- Pack of three
- Polyamide blend",Flwd Phases Butrsilo,"88% Polyamide, 12% Elastane"
429,ZALORA BASICS,Lounge Knitted Cropped Jumper,S$ 29.90,"- Solid shade ribbed jumper with hoodie
- Hooded neckline
- Regular fit
- Unlined
- Slip on style
- Polyblend
- Model wears an S and is 174cm tall",Blush,75% Polyester 20% Rayon 5% Spandex Knit
430,OVS,Solid Colour Stretch Brazilian Cut Briefs,S$ 11.90,"- Solid shade Brazilian cut briefs
- Low rise
- Regular fit
- Elasticated waistband
- Polyamide blend
- Model wears a size IT 2 and is 174cm tall",Black Bean,Blend
431,Cotton On Body,Workout Yoga Crop Bra,S$ 39.99,"Perform your morning sun salutations in this cosy crop bra from Cotton On Body. Perfect for everyday workout, this yoga essential is neatly padded and elasticated for comfort, while the cropped silhouette leaves plenty of room for fuss-free, seamless movements.

- Stretchable polyblend
- Scoop neckline
- Adjustable shoulder straps
- Elasticised hem band
- Smooth 4-way stretch fabric
- Dual layer front bust panel
- Removable padded cups
- Flat locked seams
- Inner lining
- Moisture wicking fabric treatment keeps you cool and dry
- Free from underwire
- Model wears an S and is 173cm tall",Navy,"88% Polyester, 12% Elastane"
432,Cosabella,Laced In Aire Thongs,S$ 37.90,"- Seamless thong with mesh panel
- Medium rise
- Regular fit
- Elasticized waistband
- Polyamide blend
- Model wears an S and is 180cm tall",Nude Rose,Blend
433,Calvin Klein,Calvin Klein CK Black Lace Bikini,S$ 69.00,"A romantic addition to your lingerie collection, these CK BLACK bikini panties has elasticated edges for the most comfortable fit, finished with soft lace trims at sides.",FLORAL NGHTSHD,[]
434,Calvin Klein,Bikini Brief - Calvin Klein Underwear,S$ 39.00,"- Bikini-cut briefs with rib detail
- Medium rise
- Regular fit
- Elasticized waistband
- Polyester blend
- Model wears an S and is 175cm tall",Raspberry Jam,"90% Polyester, 10% Elastane"
435,Cotton On Body,Dreamy Sleep T-Shirt,S$ 24.99,"- Graphic print lounge tee
- Crew neckline
- Unlined
- Regular fit
- Slip on style
- Polyblend
- Model wears an S and is 172cm tall",Jingle Ladies/Crystal Pink,"85% Polyester, 15% Linen"
436,Impression,Basic Petticoat,S$ 12.90,"If your favourite skirt is a little too sheer, count on this basic petticoat for additional coverage. Shaped with a flowy silhouette, this discreet separate is tailored with an elasticated waistband that sits comfortably around your waist.

- Semi sheer polyblend
- Elasticated waistband
- Slip-on style
- Regular fit
- Unlined",Black,"95% Polyester, 5% Elastene"
437,Cosabella,Never Say Never Padded Racerback Bra,S$ 97.90,"- Monochrome bra with lace detail
- Regular fit
- Elasticized underbust
- Light-padded cups
- Polyamide blend
- Model wears an S and is 172cm tall",Black,"91% Polyamide, 9% Elastane"
438,Cotton On Body,Cotton Rib Boyleg Brief,S$ 11.99,"- Ribbed style briefs
- Low rise
- Slim fit
- Elasticised waist
- Full back and sides coverage
- Cotton blend
- Model wears an S and is 173cm tall",Midnight,"95% Cotton, 5% Elastane"
439,OVS,Nightdress With Tweetie Pie Print,S$ 35.90,"- All over Tweetie print night dress
- Unlined
- Crew neckline
- Regular fit
- Slip on style
- Cotton
- Model wears an S and is 173cm tall",white,100% Cotton
440,Cosabella,Never Say Never Lowrider Thong Cutie,S$ 37.90,"- Monochrome lace thongs
- Low rise
- Slim fit
- Elasticised waist
- Polyamide blend
- Model wears a size One Size and is 172cm tall",Black,"This item is not valid for returns, refunds and exchanges"
441,Cosabella,Sexie Push Up Bra,S$ 130.90,"- Solid tone lace push up bra
- V neckline
- Unlined
- Regular fit
- Front clip fastening
- Adjustable shoulder straps
- Padded cups
- Polyamide blend
- Model wears a size 34B and is 180cm tall",Black,"78% Polyamide, 12% Elastane, 10% Polyester"
442,YG Fitness,Quick-Drying Running Fitness Yoga Dance Sports Bra,S$ 183.75,"Body sculpting, 360-degree perfect body, perfect curve.
Suitable for: Leisure / Yoga / Running / Fitness / Dance / Outdoor Sports
- Comfortable fabric, breathable and quick-drying
- Thin belt Beauty back three-dimensional cut
- with chest pad, shockproof and decompression",pink,Polyester fiber + spandex
443,Calvin Klein,Calvin Klein Bottoms Up Bikini,S$ 39.00,"An everyday essential, this BOTTOMS UP bikini panty is made of silky semi-sheer micro-fiber, and decorated with lace trims and a narrow elastic logo waistband.",SURRENDER,[]
444,Bove by Spring Maternity,Maia Microfibre Bra Nude,S$ 39.90,"- Full cup design
- Detachable straps to cross over
- Nursing clips for a convenient and easy drop-cup access",Nude,Blend
445,Impression,Satin Pajama Set,S$ 79.90,"Sleepwear does not necessarily meant to be a dull and boring affair, as proven by Impression with this exquisite pair of pajamas. Comes with a shirt and matching bottoms, lounge around the house comfortably in satin complete with a subtle touch of lace decorative for added style appeal.

- Pack of 2
- Satin
- Shirt has standard collar and front button fastening
- Bottoms has elasticised waistband
- Regular fit
- Unlined",Nude,"95% Polyester, 5% Elastane"
446,Her Own Words,Signature Push Up Plunge Bra,S$ 61.90,"-Natural Push Up Plunge_x000D_
-CUSHIONED WIRE: Pressure relieving support
-TECHNOLOGY WING: Even pressure for smooth lines
-ULTRA THIN SLIDER",Black,Blend
447,Ann Summers,Between Sheets Plunge Bra,S$ 57.90,"- Strappy detail push up bra
- Moulded cups
- Slim fit
- Hook fastening
- Adjustable straps
- Polyamide
- Model wears an S and is 170cm tall",Peach/Black,Polyamide
448,DORINA,Abigail 2 Pack Non Padded Bra,S$ 49.90,"- Twp tone lace and mesh bra
- Non padded cups
- Slim fit
- Adjustable straps
- Hook fastening
- Polyamide blend
- Set of 2
- Model wears a size 36C and is 175cm tall",Black/Black,Blend
449,VIVIESTA SPORT,Thin Strap Ultra Soft Yoga Sports Bra,S$ 70.00,"Designed for yoga and low-impact workout, the strappy back sports bra has a supportive elastic underband for a secure fit. Sweat-wicking and stretchy fabric keeps you comfortable and dry all day. Optional and removable pads.
- Performance stretch fabric for added comfort
- Strap and back design for extra support
- Removable cups to customize your fit to perfection",Black,"88% Nylon, 12% Spandex"
450,ZALORA BASICS,Lounge Triangle Bralette,S$ 19.90,"- Solid tone floral lace bralette
- Unpadded cups
- V neckline
- Regular fit
- Back hook closure
- Adjustable straps
- Polyester
- Model wears an S and is 174cm tall",White,100% Polyester
451,Under Armour,Armour Mid Crossback Sports Bra,S$ 59.00,"- Printed crossover strap sports bra with brand logo hem band detail
- Round neckline
- Unlined
- Regular fit
- Elasticised hem band
- Material wicks sweat & dries really fast & light
- Removable soft, breathable cups provide extra structure & coverage
- 4-way stretch construction moves better in every direction
- Super-smooth, double-layer HeatGear� fabric delivers superior next-to-skin feel
- Polyblend
- Model wears an S and is 173cm tall",Formation Blue/Talc Blue,"81% Polyester, 19% Elastane"
452,Cosabella,Never Say Never Hotpant,S$ 49.90,"- Solid tone lace briefs
- High rise
- Slim fit
- Elasticated waistband fastening
- Polyamide blend
- Model wears an S and is 180cm tall",Black,"91% Polyamide, 7% Elastane, 2% Cotton"
453,VIVIESTA SPORT,Printed Classic Criss Cross Sports Bra.,S$ 59.00,"The classic criss-cross sports bra with patterns. Ventilative back straps and sweat-wicking fabric, this sports bra will soon become your favourite piece for daily workouts.
- Performance stretch fabric for added comfort
- Strap and back design for extra support
- Removable cups to customize your fit to perfection",Pink,"92% Nylon, 8% Spandex"
454,Cotton On Body,Ava Bikini Briefs,S$ 11.99,"- Lace bikini cut briefs with full back coverage
- Low rise
- Slim fit
- Flat smooth woven elastic waist band
- Lace detail to adding a feminine touch
- Microfibre body with soft lace panelling
- Polyamide blend
- Model wears an S and is 175cm tall",Black,"90% Polyamide, 10% Elastane"
455,Lipsy,Flamingo Print Check Short PJ Set,S$ 42.90,"Top
- Glittered flamingo print sleeveless sleep top
- Scoop neckline
- Unlined
- Slim fit
- Cotton blend

Bottom
- Checked print sleep shorts
- High rise
- Regular fit
- Elasticated waistband with drawstring
- Cotton
- Model wears an S and is 176cm tall",Multi,"Top: 90% Cotton, 10% Polyester, Bottom: 100% Cotton"
456,Kaleidoscope,LACE Embroidery Sheer Robe,S$ 200.00,"- Dedicated middle sleeves sheer lace robe, elegance and trendy outlook, easy to mix with inner wears.",BLACK,100% Polyester
457,FOREVER 21,Striped Satin Sleep Romper,S$ 49.00,"- Stripe print sleep romper
- Notch lapel collared neckline
- Unlined
- Regular fit
- Front button fastening
- Elasticised waist
- Polyester",White/Green,100% Polyester
458,Cosabella,Rosie Cami,S$ 163.90,"- Floral embroidered lace cami top
- V neckline
- Unlined
- Regular fit
- Adjustable shoulder strap
- Polyblend
- Model wears an S and is 172cm tall",Noctblue Sette/Nocbl,[]
459,Calvin Klein,Adjustable Straps Sports Bra - Calvin Klein Performance,S$ 119.00,"- Sports bra with removable cup
- Round neckline
- Lined
- Regular fit
- Adjustable strap fastening
- Polyblend
- Model wears an S and is 170cm tall",Hot Coral,[]
460,Calvin Klein,Long Sleeve Hoodie - Calvin Klein Underwear,S$ 139.00,"- Neon stripe brand print lounge hoodie
- Hooded neckline
- Unlined
- Regular fit
- Hood drawcord fastening
- 1 front kangaroo pocket
- Cotton blend
- Model wears an S and is 175cm tall",Grey Heather,"95% Cotton, 5% Elastane"
461,DORINA,Dolores Light-Padded Bra,S$ 39.90,"- Floral print lace bra
- No pads
- Hook fastening
- Adjustable shoulder straps
- Polyblend
- Model wears a size 34D and is 172cm tall",Floral Animal,"52% Polyester, 36% Polyamide, 12% Elasthane"
462,ZALORA BASICS,Lounge Legging Shorts,S$ 14.90,"- Melange plain sleeping shorts
- Unlined
- High rise
- Regular fit
- Elastic waistband
- Rayon blend
- Model wears an S and is 174cm tall",Light Grey Marl,95% Rayon 5% Spandex
463,Cosabella,Savona Bralette,S$ 106.90,"- Multicoloured lace bralette
- Slim fit
- Unpadded
- Hook fastening
- Adjustable straps
- Polyamide blend
- Model wears an S and is 173cm tall",Peony Pink/Eclipse,Blend
464,ZALORA BASICS,Lounge Satin Nightie With Side Lace Trim,S$ 24.90,"- Solid tone crossback nightie with lace detail
- Unlined
- V neckline
- Regular fit
- Adjustable straps
- Polyblend
- Model wears an S and is 174cm tall",Black,"97% Polyester, 3% Spandex"
465,LYCKA,LMM2114- Lady Sexy Lace Bra And Panty Set-White,S$ 43.00,"-3/4 cup lace bra
-Detachable Double Shoulder Strap
-Back Hook Fastening
-Sexy and Regular Comfort",White,Polyester
466,Cotton On Body,Boyfriend Jersey Shorts,S$ 24.99,"- Night shorts with spots print
- Medium rise
- Relaxed fit
- Elasticized waistband
- Self-tie waist closure
- Cotton blend
- Model wears an S and is 170cm tall",Polka Spot Ibiza Blue,"95% Cotton, 5% Elastane"
467,ZALORA BASICS,Lounge Knitted Legging Shorts,S$ 24.90,"- Solid shade ribbed legging shorts
- High rise
- Slim fit
- Unlined
- Elasticated waistband
- Polyblend
- Model wears an S and is 174cm tall",Black,75% Polyester 20% Rayon 5% Spandex Knit
468,Cotton On Body,Sleep Recovery Cap Sleeve Nightie,S$ 29.99,"- Solid coloured nightie
- Round neckline
- Unlined
- Relaxed fit
- Slip on style
- 1 chest pocket
- Viscose blend",Iron,"95% Viscose, 5% Elastane"
469,Cotton On Body,Sporty Femme Bikini Briefs,S$ 30.00,"- Bikini cut briefs
- Low rise
- Slim fit
- Elasticised waistband
- Pack of two
- Cotton blend
- Model wears an S and is 172cm tall",Midnight/white/midnight,"95% Cotton, 5% Elastane"
470,On Gossamer,Hip Bikini Cut Panties,S$ 24.00,"- Solid tone lace trims bikini style briefs
- Mid rise
- Regular fit
- Elasticated waistband fastening
- Nylon",Twilight Blue,100% Nylon
471,Calvin Klein,Calvin Klein Perfectly Fit Perennial Bikini,S$ 55.00,"Just as its name suggests, this bikini panty is crafted to perfectly fit your body. It has a wide, elasticated lace waistband and delicate lace trims around both legs. With a full cotton gusset.",NIMBUS,[]
472,Cotton On Body,Satin Kimono Gown,S$ 24.99,"- Floral kimono style gown robe
- Open neckline
- Unlined
- Relaxed fit
- Waist tie fastening
- Polyester
- Model wears an S and is 172cm tall",Tulip Ditsy,100% Polyester
473,Cotton On Body,Velour Bralette,S$ 16.99,"- Contrast band tri-shape bralette
- V neckline
- Unlined
- Regular fit
- Adjustable back hook fastening
- Adjustable shoulder straps
- No padded cups
- Polyblend
- Model wears an S and is 174cm tall",Black,Blend
474,Her Own Words,Lace Trimmed Plunge Bralette,S$ 46.90,"- Bralette- Lightly Lined
- CONCEALING TECHNOLOGY: No show through.",Black,"Nylon, elastane"
475,VIVIESTA SPORT,Adjustable Strap Glitter Yoga Sports Bra,S$ 57.00,"The strappy sports bra with slim straps gives you a flawless fit and removes irritation during workouts. Adjustable front and back closure. Ultra smooth fabric that keeps you dry and cool.
- Performance stretch fabric for added comfort
- Strap and back design for extra support
- Removable cups to customize your fit to perfection",Black,"95% Polyester, 5% Spandex"
476,ZALORA CORE,3 Pack Core Women's Lace Trim Tube Bra,S$ 33.00,"- Solid tone lace trim tube bra
- Bandeau neckline
- Unlined
- Regular fit
- Elasticised chest band
- No padded cups
- Cotton blend","Black, White, Nude",95% Cotton 5% Spandex
477,Impression,Bundle Of 2 Lacy Nursing Bra With Under Wire Support,S$ 45.80,"- Maternity lace trim bra
- Has nursing function
- No pads
- Back hook fastening
- Adjustable shoulder straps
- Polyblend
- Pack of 2
- Model wears a size 34B and is 177cm tall",Pink/Beige,"95% Polyester, 5% Elastane"
478,Cosabella,Ever Soft Bra,S$ 77.90,"- Solid tone scallop lace bra
- No cups
- Slim fit
- Hook fastening
- Cotton blend
- Model wears an S and is 180cm tall",Blush,"60% Cotton, 40% Polyamide"
479,Calvin Klein,Calvin Klein Seamless Logo Bikini,S$ 49.00,a contrast color logo bikini designed with stretch fabric and seamless technology for the ultimate in comfort and flexibility,WHITE,[]
480,OVS,Multi Pack Briefs,S$ 14.90,"- Multi toned briefs
- Mid rise
- Regular fit
- Elasticised waistband
- Cotton blend
- Pack of 2
- Model wears a size IT 2 and is 174cm tall",White/Yellow,Blend
481,Calvin Klein,Calvin Klein Sculpted Bikini,S$ 55.00,"This soft sculpted bikini panty is crafted with a micro-fiber stretch and subtle logo details, finished with sheer, smooth mesh trim for a seamless fit.",LEOPARD CASCADE,[]
482,XIXILI,XIXILI Isabelle 3/4 Cup,S$ 44.00,"- Isabelle, a classic and timeless beauty! She is the reminiscence of everlasting radiance and confidence.
- A XIXILI bestseller, this 'maximizer & is astonishingly soft and comfortable.
- This bra also has added pockets in the cups for cookie inserts to give you that extra volume oomph.
- Scalloped lace detailing lines your curves for that sensual feminine touch","This item is not valid for returns, refunds and exchanges",[]
483,L'urv,Wellness Warrior Seamless Bra,S$ 80.90,"- Solid tone racerback bra with ribbed detail
- Removable padding
- Scoop neckline
- Slim fit
- Elastic trim
- Nylon blend",Creme,"95% Nylon, 5% Elastane"
484,ZALORA BASICS,Lounge Wide Strap Cami Top In Rib Knit,S$ 14.90,"- Solid shade ribbed sleeveless cami top
- V-neckline
- Slim fit
- Unlined
- Slip on style
- Polyester
- Model wears an S and is 174cm tall",Blush,100% Polyester Knit
485,LYCKA,LYCKA-LMS09102 European Style Spring-Summer Lady Sexy Lace Sling Sleeping Gown-Pink,S$ 34.90,"-Made of Quality Imitated Silk Fabric / Polyester
-Round Necklace
-Sling Dress
-Sleeveless
-Solid Colour
-Relaxed Fit",Pink,Polyester
486,GAP,Smr T-Shirt,S$ 33.90,"- Front print t-shirt with turnover sleeves
- Round neckline
- Unlined
- Regular fit
- Cotton
- Model wears an S and is 174cm tall",Optic White,100% Pima Cotton
487,Impression,Front Clip Seamless Push Up Bra,S$ 32.90,"- Solid toned push up bra
- Non removable pads
- Hook fastening
- Adjustable shoulder strap
- Polyblend
- Model wears a size 34B and is 178cm tall",Brown,"95% Polyester, 5% Elastene"
488,FOREVER 21,Lace Racerback Bralette,S$ 21.00,"- Solid tone racerback lace bralette
- V neckline
- Unlined
- Regular fit
- Slip on style
- Polyblend",Off White,Polyblend
489,Calvin Klein,Calvin Klein CK Black Bikini,S$ 69.00,nylon // elastane // lace coordinate pant,IVORY,[]
490,Free People,Cheyenne Bralette,S$ 77.90,"- Bralette with embroidered lace detail
- Unpadded
- Slim fit
- Adjustable straps
- Slip on style
- Cotton blend
- Model wears an S and is 175cm tall",Black,"93% Cotton, 7% Spandex/Elastane"
491,Calvin Klein,Perfectly Fit Hipster Panties - Calvin Klein Underwear,S$ 49.00,"- All over dot print hipster cut seamless panties
- Low rise
- Slim fit
- Elasticised waist
- Polyamide blend
- Model wears an S and is 177cm tall",Simple Abstract,"72% Polyamide, 28% Elastane"
